2.631550330871610655e+01,1.484973864567041346e+01,8.046729496431183293e+00,1.968920289564228909e+01,2.575645608291729971e+01,1.904389556039774689e+01,1.852555493121593244e+01,2.345591678131924240e+01,2.721883984944876289e+01,3.445116876585980492e+01,1.889972396791765874e+01,2.263799391242708126e+01,1.433229540803447222e+01,1.378992497131019412e+01,2.382689298326388538e+01,2.235201969368581842e+01,2.119991603505819100e+01,6.380622811236144720e+00,2.833365640756528236e+01,3.215385210891980705e+01,2.724274436519694831e+01,2.690197488566832007e+01,2.392845617863802232e+01,1.681126031244264141e+01,6.153361177106340563e+00,1.285944216050123323e+01,1.734402843377147718e+01,2.151382240264219536e+00,2.112984315135886249e+00,1.627880049932890572e+01,2.485495209387416082e+01,9.901131274311188335e+00,2.325441777180695446e+00,4.447794972171385197e+00,9.004792226906888075e+00,5.601124551430740617e+00,1.681005591044702996e+01,2.461327911682372971e+01
1.806993172101010003e+01,6.516810329989367823e+00,2.324051476663525406e+00,1.265549641180908225e+01,1.808552095250349367e+01,1.119264923175571980e+01,1.075607104258068780e+01,1.591969944563667916e+01,2.863558560916838402e+01,3.864605634473304718e+01,2.270380159628833283e+01,1.933904360681934165e+01,1.627154977209361419e+01,1.515677376387865216e+01,2.562701289108311897e+01,2.804397521654033554e+01,2.676761702776340357e+01,1.338628059663671088e+01,2.017767289039067435e+01,2.343479555720718110e+01,1.834715450262935477e+01,1.811238942267890550e+01,1.600140410628746679e+01,8.654376474580416811e+00,2.861736118974399723e+00,4.122335730249576002e+00,9.121602991183969777e+00,1.065055332530065435e+01,9.668901861113331719e+00,8.195763821741806510e+00,1.647932770798663427e+01,6.219627013623030720e+00,1.114024057658382816e+01,4.447794972171385197e+00,3.441831296483022218e+00,3.404367214787838325e+00,8.652036672565433406e+00,1.580258418573837886e+01
2.616618113990992356e+01,1.672679188059468203e+01,1.162131026902013353e+01,1.834715425717263670e+01,3.184479033363288636e+01,2.496810632309546918e+01,2.454987027967442970e+01,2.971533979729892039e+01,1.773476214522223771e+01,2.532325233663140196e+01,9.457759229632607401e+00,1.639727246866356936e+01,5.263061074888771174e+00,5.278223442565972867e+00,1.431223739468090805e+01,1.423465625068087625e+01,1.295614085528912263e+01,4.646564931071367255e+00,2.779871857131048074e+01,3.305527897836632434e+01,2.990889953516208521e+01,3.065231295606709949e+01,2.969870266294739380e+01,1.788011884172327370e+01,1.249999464960445472e+01,1.765011244370094445e+01,2.281004122935563672e+01,1.089202158626147110e+01,1.157086354548860108e+01,1.734482897556703662e+01,2.516624612649471260e+01,9.523048413907533316e+00,8.908959872191749341e+00,1.102360969880231423e+01,1.600452485093632404e+01,1.218696757598627478e+01,2.237910204362690436e+01,2.835114268358849188e+01
2.751560515875487312e+01,3.511155532481605945e+01,3.948453726894612714e+01,2.839041306425810873e+01,4.659919049740226882e+01,4.363122446089712270e+01,4.377621677950329371e+01,4.624696474405563151e+01,3.004527939153606297e+01,4.183707566790943133e+01,3.745348407808527469e+01,2.335525761720208138e+01,3.490469494755755875e+01,3.445153850980526045e+01,3.165934963586276751e+01,4.375088710242235379e+01,4.298589553580163169e+01,4.401528959051087497e+01,2.597392665241840604e+01,3.008755230601741815e+01,3.543387592691616561e+01,3.885725611666008206e+01,4.472966531946286750e+01,3.319896113190001330e+01,4.267521043547480275e+01,4.013752254422493593e+01,4.197512991748261868e+01,4.781304203344182469e+01,4.764185851667949123e+01,3.341704763764096953e+01,2.903286538297256314e+01,3.610488829782558184e+01,4.663362974225591273e+01,4.302808797711074362e+01,4.391082444990591682e+01,4.297475431403296398e+01,4.214049559705181025e+01,3.837311298256985026e+01
4.787934869467491694e+01,4.098948258050989324e+01,3.668948560392561831e+01,4.024004958344761462e+01,5.688645071813783005e+01,5.003271587182521785e+01,4.962639997814383719e+01,5.478875602355814323e+01,1.890312862840547226e+01,7.756721711347712045e+00,1.694927758699113340e+01,3.218858013041723609e+01,2.382816822082883945e+01,2.513100760242927834e+01,1.865924502359490944e+01,1.089955809495534389e+01,1.215165114187975171e+01,2.677115372974266450e+01,4.890522709462212703e+01,5.508259082409301755e+01,5.357371922896589922e+01,5.491543528462382540e+01,5.470205169706168391e+01,4.160817530708708745e+01,3.747352696016604057e+01,4.267310377999559279e+01,4.783814608788743783e+01,3.337269490494850288e+01,3.453420949859869182e+01,4.114124225974826743e+01,4.743058942094524610e+01,3.402012789080634292e+01,3.134523840426998476e+01,3.586260358307194451e+01,4.098138728700435252e+01,3.710464465784269095e+01,4.742606423068124855e+01,5.269494091309125139e+01
2.779871857118457967e+00,1.416661773848811734e+01,2.092919585390212234e+01,1.065075584334883807e+01,1.954029118900502837e+01,1.799165157250518376e+01,1.830673383945336852e+01,1.952357710190151607e+01,3.370550203811702517e+01,4.706561893076420944e+01,3.382436451590405824e+01,1.899853563699845083e+01,2.738186373003280849e+01,2.614923959377556173e+01,3.239259557858414951e+01,4.095190331552886676e+01,3.970076789713792209e+01,3.125310482297534520e+01,1.757049212424317775e+00,4.748049705301879975e+00,8.174542837729955380e+00,1.160796071979943811e+01,1.787685022348621544e+01,1.216001467755706500e+01,2.341509022166504650e+01,1.777436123881349417e+01,1.704193942961491715e+01,3.096554818025434486e+01,3.013254656061007708e+01,1.269478552519268355e+01,4.122418024463378572e+00,2.011868869826447437e+01,3.094013617508315406e+01,2.473514292750032340e+01,2.263140320487863022e+01,2.393085754254183328e+01,1.740979916861600429e+01,1.137559181791472618e+01
9.958370808711382693e+00,2.148011329545801118e+01,2.806619045099492382e+01,1.663195731731193305e+01,2.643710757468778993e+01,2.565646475312743746e+01,2.599756356323085882e+01,2.675078536520799943e+01,3.603097985054542107e+01,4.967492706536226876e+01,3.810571661718536518e+01,2.181818793874773377e+01,3.225385338373997968e+01,3.113456592776111975e+01,3.542067855310197189e+01,4.536362236636735190e+01,4.418127078371662009e+01,3.759106969083456562e+01,7.821385780918139297e+00,8.330968198638766253e+00,1.491001698696046951e+01,1.825950641318255308e+01,2.503739197912716818e+01,1.937042998936628635e+01,3.075879624921070388e+01,2.543573221597880263e+01,2.480269950799108969e+01,3.808734700147729768e+01,3.734682124548670856e+01,1.986673930414295697e+01,1.164462657364307674e+01,2.664668946182047904e+01,3.785585749216250662e+01,3.195015923092556065e+01,3.024670953517606620e+01,3.125228294647888916e+01,2.517994162992002671e+01,1.858509319926812964e+01
1.657087008986719567e+01,2.716725503141044840e+01,3.318755871909633015e+01,2.114546492870816152e+01,3.448058304053927969e+01,3.307598295640339359e+01,3.335979925201537810e+01,3.463301346686841953e+01,3.489845744344399492e+01,4.835036497338972339e+01,3.906650970543701362e+01,2.240476112283146293e+01,3.418693441080871764e+01,3.326301025046468851e+01,3.508636567631749159e+01,4.622534209367191238e+01,4.516126586629273731e+01,4.118251650305781908e+01,1.451424983476760744e+01,1.656586585879228579e+01,2.293530933801073246e+01,2.634190259564486070e+01,3.295533617452371544e+01,2.501884935582706149e+01,3.616572232361574635e+01,3.170328002582654392e+01,3.193953041525529457e+01,4.290581808498762939e+01,4.235185368052643895e+01,2.542937328567350974e+01,1.832223526317803319e+01,3.093727458504057637e+01,4.232329742959792895e+01,3.708468417383872406e+01,3.627895770729229241e+01,3.660324499087361971e+01,3.225252843973967032e+01,2.645265773739610893e+01
1.525590169204496505e+01,8.702295431882538068e+00,9.114195200046685486e+00,7.354587664313720019e+00,2.551531552125707947e+01,1.931060697119121272e+01,1.909328780096449307e+01,2.382333797861387481e+01,1.916050867591879125e+01,3.106873934612438859e+01,1.628029399168395130e+01,8.466952555128200331e+00,9.526642313524577688e+00,8.248489101922684696e+00,1.670494033755464258e+01,2.317495829008617036e+01,2.189601943042009324e+01,1.440982741007323398e+01,1.673462110237730727e+01,2.235518421568226088e+01,2.038014608311204157e+01,2.195416605645177555e+01,2.319783066419885742e+01,8.651492195201372581e+00,1.219666848960432581e+01,1.255041535342221515e+01,1.699932181075894988e+01,1.691429824102620216e+01,1.668721252343152273e+01,8.267832827794176609e+00,1.448589405123472140e+01,5.253949984943651508e+00,1.592621404950561192e+01,1.221770432613416624e+01,1.437322680494047411e+01,1.238528702818415184e+01,1.678890912141422120e+01,1.984484234154656690e+01
2.996486579040782416e+01,4.036777983154910743e+01,4.611289947040197035e+01,3.408724225885720216e+01,4.746586389573008802e+01,4.643067837934617614e+01,4.672599343423102880e+01,4.778449272701859485e+01,4.260431205233518881e+01,5.504567041014161788e+01,4.884263572507449425e+01,3.296821039590103908e+01,4.506168023584255877e+01,4.433671871270022535e+01,4.371527875274953345e+01,5.562044369893546047e+01,5.471653931174401464e+01,5.310361585880431079e+01,2.789870382704507890e+01,2.920900100218078776e+01,3.595157887166447352e+01,3.928285247860215890e+01,4.607657354789330384e+01,3.823369595445259961e+01,4.917539378577625087e+01,4.501459943745919645e+01,4.533011877733297013e+01,5.556211313087672465e+01,5.511285634242894105e+01,3.861580918480307645e+01,3.171674769572123154e+01,4.351066653942858409e+01,5.478788049211878075e+01,4.996679356432118624e+01,4.950797206768619674e+01,4.958540548090977040e+01,4.564610241875371344e+01,3.960813379469873752e+01
