iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  17  5.3278075e+05 1.66e+05 4.00e+04  -1.0 1.21e+03  -0.6 1.98e-01 1.07e-03f  1
  18  5.2930694e+05 1.64e+05 4.02e+04  -1.0 1.63e+03  -1.1 6.18e-01 8.90e-03f  1
  19  5.2319467e+05 1.63e+05 4.02e+04  -1.0 1.44e+03  -1.6 1.19e-01 1.17e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  4.7580751e+05 1.51e+05 3.69e+04  -1.0 2.42e+03  -2.0 1.14e-01 7.48e-02f  1
  21  4.3632829e+05 1.40e+05 3.64e+04  -1.0 1.34e+03  -1.6 3.57e-01 8.39e-02f  1
  22  4.3324753e+05 1.39e+05 3.90e+04  -1.0 4.63e+03  -2.1 2.24e-01 6.61e-03f  1
  23  4.0995256e+05 1.32e+05 4.13e+04  -1.0 2.80e+03  -1.7 5.05e-01 6.11e-02f  1
  24  4.0383420e+05 1.30e+05 4.36e+04  -1.0 8.19e+03  -2.1 1.42e-01 1.79e-02f  1
  25  3.8497193e+05 1.22e+05 4.02e+04  -1.0 5.90e+03  -1.7 1.32e-01 7.78e-02f  1
  26  3.6916068e+05 1.18e+05 3.65e+04  -1.0 7.39e+03  -2.2 3.12e-03 3.95e-02f  1
  27  3.6862828e+05 1.17e+05 3.89e+04  -1.0 5.90e+03  -1.8 2.24e-01 2.26e-03f  1
  28  3.4837643e+05 1.11e+05 3.45e+04  -1.0 6.59e+03  -2.2 2.78e-02 5.85e-02f  1
  29  3.3509101e+05 1.05e+05 3.37e+04  -1.0 5.02e+03  -1.8 1.59e-01 5.89e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.3459857e+05 1.05e+05 3.46e+04  -1.0 4.46e+03  -2.3 2.20e-02 1.31e-03f  1
  31  3.3259049e+05 1.04e+05 3.50e+04  -1.0 4.27e+03  -1.9 4.57e-02 9.58e-03f  1
  32  3.2816682e+05 1.02e+05 3.49e+04  -1.0 4.32e+03  -2.3 1.94e-02 1.22e-02f  1
  33  3.2354089e+05 1.00e+05 4.13e+04  -1.0 3.99e+03  -1.9 3.47e-01 2.29e-02f  1
  34  3.1449114e+05 9.73e+04 3.84e+04  -1.0 3.84e+03  -2.4 8.18e-03 2.74e-02f  1
  35  3.1392336e+05 9.70e+04 4.27e+04  -1.0 3.32e+03  -2.0 1.56e-01 3.04e-03f  1
  36  3.0196060e+05 9.30e+04 3.62e+04  -1.0 3.58e+03  -2.4 6.41e-03 4.15e-02f  1
  37  3.0163996e+05 9.28e+04 4.23e+04  -1.0 2.71e+03  -2.0 1.95e-01 1.69e-03f  1
  38  2.9612913e+05 9.10e+04 4.12e+04  -1.0 2.83e+03  -2.5 1.68e-02 1.93e-02f  1
  39  2.9529392e+05 9.06e+04 4.34e+04  -1.0 2.45e+03  -2.1 8.34e-02 4.47e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.9265367e+05 8.99e+04 4.25e+04  -1.0 6.38e+03  -2.5 5.17e-03 7.92e-03f  1
  41  2.9086155e+05 8.91e+04 4.51e+04  -1.0 2.30e+03  -2.1 1.03e-01 9.37e-03f  1
  42  2.7936399e+05 8.60e+04 3.91e+04  -1.0 4.45e+03  -2.6 8.14e-04 3.49e-02f  1
  43  2.7869515e+05 8.57e+04 4.31e+04  -1.0 1.77e+03  -2.2 1.52e-01 3.37e-03f  1
  44  2.7617849e+05 8.52e+04 4.20e+04  -1.0 6.51e+03  -2.6 1.52e-03 6.45e-03f  1
  45  2.7600636e+05 8.51e+04 4.25e+04  -1.0 1.67e+03  -2.2 2.81e-02 9.12e-04f  1
  46  2.6927603e+05 8.30e+04 4.06e+04  -1.0 3.41e+03  -2.7 3.52e-04 2.47e-02f  1
  47  2.6878275e+05 8.28e+04 4.07e+04  -1.0 1.39e+03  -2.3 4.94e-02 2.71e-03f  1
  48  2.6658713e+05 8.20e+04 4.03e+04  -1.0 4.42e+03  -2.8 4.98e-04 8.84e-03f  1
  49  2.6597983e+05 8.17e+04 4.02e+04  -1.0 1.83e+03  -2.3 6.85e-05 3.93e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  2.6460957e+05 8.11e+04 3.97e+04  -1.0 2.82e+03  -2.8 1.37e-02 7.15e-03f  1
  51  2.6422909e+05 8.09e+04 3.96e+04  -1.0 1.14e+03  -0.6 2.01e-04 2.85e-03f  1
  52  2.6356357e+05 8.06e+04 3.99e+04  -1.0 8.35e+02  -0.1 6.68e-02 4.31e-03f  1
  53  2.6306477e+05 8.03e+04 4.65e+04  -1.0 9.60e+02  -0.6 2.79e-01 2.90e-03f  1
  54  2.6304185e+05 8.03e+04 7.02e+04  -1.0 1.16e+03  -1.1 7.08e-01 1.33e-04f  1
  55  2.5989079e+05 7.89e+04 1.08e+05  -1.0 1.22e+03  -1.6 9.05e-01 1.79e-02f  1
  56  2.5961264e+05 7.88e+04 1.38e+05  -1.0 2.75e+03  -2.1 1.90e-01 1.84e-03f  1
  57  2.5607594e+05 7.93e+04 1.62e+05  -1.0 3.13e+03  -2.5 1.22e-01 2.21e-02f  1
  58  2.5273572e+05 7.81e+04 1.62e+05  -1.0 1.83e+03  -3.0 3.34e-02 1.51e-02f  1
  59  2.5221938e+05 7.79e+04 8.41e+05  -1.0 1.76e+03  -2.6 1.79e-02 2.50e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.5194519e+05 7.79e+04 3.65e+06  -1.0 1.69e+04  -3.1 2.07e-03 5.35e-04f  1
  61  2.5193609e+05 7.79e+04 1.74e+07  -1.0 1.22e+05  -2.6 1.77e-04 4.52e-05f  1
  62  2.5191923e+05 7.79e+04 8.32e+07  -1.0 2.49e+06  -3.1 1.09e-05 2.82e-06f  1
  63  2.5049023e+05 7.73e+04 1.26e+09  -1.0 1.61e+03  -2.7 9.06e-02 7.74e-03f  1
  64r 2.5049023e+05 7.73e+04 1.00e+03   3.6 0.00e+00  -3.2 0.00e+00 4.92e-07R  5
  65r 2.3008948e+05 5.19e+04 1.00e+05   3.6 3.05e+06    -  4.77e-03 1.14e-03f  1
  66  2.3006453e+05 5.19e+04 1.28e+03  -1.0 1.72e+03    -  1.73e-01 1.33e-04f  1
  67  2.3005307e+05 5.19e+04 2.09e+04  -1.0 1.18e+03    -  1.12e-03 6.82e-05f  1
  68r 2.3005307e+05 5.19e+04 1.00e+03   3.4 0.00e+00    -  0.00e+00 3.05e-07R  5
  69r 2.0754124e+05 4.64e+04 4.06e+05   3.4 7.75e+05    -  7.95e-03 1.97e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  2.0749562e+05 4.64e+04 9.93e+02  -1.0 1.83e+03    -  2.17e-01 2.57e-04f  1
  71  2.0747341e+05 4.64e+04 6.47e+04  -1.0 1.74e+03    -  1.12e-02 1.45e-04f  1
  72  2.0747187e+05 4.64e+04 6.66e+04  -1.0 6.54e+04    -  7.76e-06 7.05e-06f  1
  73  2.0747018e+05 4.64e+04 9.09e+04  -1.0 6.45e+04    -  1.14e-05 6.72e-06f  1
  74  2.0746773e+05 4.64e+04 2.05e+08  -1.0 8.16e+03    -  1.44e-02 1.01e-05h  1
  75r 2.0746773e+05 4.64e+04 1.00e+03   3.4 0.00e+00    -  0.00e+00 2.28e-08R  2
  76r 2.0692736e+05 4.62e+04 1.94e+06   3.4 1.55e+05    -  1.82e-02 1.01e-04f  1
  77r 1.7179382e+05 3.34e+04 3.68e+06   3.4 9.83e+04    -  1.09e-02 1.02e-02f  1
  78  1.7140101e+05 3.33e+04 1.20e+03  -1.0 1.66e+03    -  2.13e-01 2.52e-03f  1
  79  1.7130947e+05 3.33e+04 1.20e+03  -1.0 1.51e+03    -  1.11e-03 7.54e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.7128791e+05 3.33e+04 1.20e+03  -1.0 6.22e+02    -  9.06e-05 1.94e-04f  1
  81  1.7093861e+05 3.32e+04 1.21e+03  -1.0 1.20e+03    -  8.17e-03 3.04e-03f  1
  82  1.7080560e+05 3.31e+04 1.35e+03  -1.0 1.47e+03    -  5.00e-02 1.13e-03f  1
  83  1.4094803e+05 2.51e+04 2.20e+03  -1.0 1.48e+03    -  4.00e-02 2.60e-01f  1
  84  1.4082717e+05 2.50e+04 2.19e+03  -1.0 1.39e+03    -  6.37e-02 1.49e-03f  1
  85  1.3845453e+05 2.43e+04 2.13e+03  -1.0 1.41e+03    -  7.25e-04 2.96e-02f  1
  86  1.3824407e+05 2.42e+04 2.12e+03  -1.0 1.42e+03    -  2.19e-02 2.67e-03f  1
  87  1.3822335e+05 2.42e+04 2.12e+03  -1.0 1.38e+03    -  9.42e-05 2.65e-04f  1
  88  1.3821732e+05 2.42e+04 2.12e+03  -1.0 1.43e+03    -  3.23e-05 7.68e-05f  1
  89  1.3821649e+05 2.42e+04 2.12e+03  -1.0 1.30e+03    -  8.92e-07 1.06e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90r 1.3821649e+05 2.42e+04 1.00e+03   3.1 0.00e+00   0.9 0.00e+00 6.01e-09R  2
  91r 1.3832654e+05 2.42e+04 4.45e+03   3.1 1.83e+06    -  4.90e-05 3.04e-06f  5
  92r 1.2363098e+05 2.03e+04 2.53e+05   2.4 5.06e+04    -  1.12e-02 5.54e-03f  1
  93r 1.1119521e+05 1.58e+04 2.07e+05   2.4 6.86e+04    -  8.03e-03 4.47e-03f  1
  94  1.1062136e+05 1.57e+04 6.30e+02  -1.0 1.35e+03    -  2.80e-01 7.72e-03f  1
  95  1.1020364e+05 1.56e+04 6.36e+02  -1.0 1.27e+03    -  2.32e-02 6.47e-03f  1
  96  1.0690795e+05 1.47e+04 5.85e+02  -1.0 1.46e+03    -  5.72e-04 5.59e-02f  1
  97  1.0685623e+05 1.47e+04 5.86e+02  -1.0 1.00e+03   0.4 2.34e-03 1.15e-03f  1
  98  1.0677406e+05 1.47e+04 5.92e+02  -1.0 4.67e+02  -0.1 1.29e-03 3.21e-03f  1
  99  1.0676848e+05 1.46e+04 5.82e+02  -1.0 4.60e+02   1.3 8.93e-04 2.40e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  1.0676393e+05 1.46e+04 7.42e+02  -1.0 5.11e+02   0.8 1.47e-04 2.65e-04f  1
 101  1.0673611e+05 1.46e+04 1.48e+03  -1.0 5.45e+02   0.3 6.34e-04 2.17e-03f  1
 102  1.0673728e+05 1.46e+04 2.05e+03  -1.0 7.34e+02  -0.2 4.33e-04 1.07e-04h  1
 103  1.0673708e+05 1.46e+04 2.04e+03  -1.0 4.84e+02   1.2 2.34e-05 1.35e-05h  1
 104  1.0673689e+05 1.46e+04 1.56e+03  -1.0 4.94e+02   0.7 4.85e-03 1.45e-05h  1
 105  1.0663348e+05 1.44e+04 1.68e+04  -1.0 5.46e+02   0.2 2.26e-03 1.50e-02f  1
 106  1.0663120e+05 1.44e+04 1.00e+04  -1.0 3.28e+02   0.6 6.08e-03 2.59e-04f  1
 107  1.0663017e+05 1.44e+04 5.10e+04  -1.0 7.31e+02   0.1 2.64e-02 2.80e-05f  1
 108  1.0635686e+05 1.43e+04 2.07e+05  -1.0 8.11e+02   0.6 4.30e-02 6.83e-03f  1
 109  1.0627885e+05 1.43e+04 7.31e+05  -1.0 7.17e+02   1.0 4.81e-02 2.14e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  1.0591327e+05 1.41e+04 8.27e+05  -1.0 7.61e+02   0.5 4.69e-02 1.20e-02f  1
 111  1.0591108e+05 1.41e+04 1.01e+06  -1.0 7.90e+02   0.9 2.21e-02 1.22e-04f  1
 112  1.0590758e+05 1.41e+04 2.08e+06  -1.0 1.35e+03   1.4 4.10e-02 9.87e-05f  1
 113  1.0572688e+05 1.40e+04 2.55e+06  -1.0 1.31e+03   0.9 7.53e-02 5.24e-03f  1
 114  1.0572534e+05 1.40e+04 3.43e+06  -1.0 1.21e+03   1.3 4.22e-02 5.20e-05f  1
 115  1.0537580e+05 1.38e+04 3.66e+06  -1.0 1.20e+03   0.8 7.99e-02 1.35e-02f  1
 116  1.0537425e+05 1.38e+04 4.34e+06  -1.0 8.84e+02   1.3 4.68e-02 1.74e-04f  1
 117  1.0534300e+05 1.38e+04 3.81e+06  -1.0 1.18e+03    -  1.13e-01 2.29e-03f  1
 118  1.0515181e+05 1.35e+04 3.40e+06  -1.0 1.14e+03    -  1.01e-01 2.47e-02f  1
 119  1.0626654e+05 1.32e+04 3.15e+06  -1.0 1.73e+03    -  6.64e-02 1.57e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  1.0706948e+05 1.32e+04 3.09e+06  -1.0 7.10e+03    -  1.69e-02 1.79e-03h  6
 121  1.0744587e+05 1.32e+04 3.05e+06  -1.0 1.64e+04    -  9.32e-03 4.24e-04h  7
 122  1.0780795e+05 1.32e+04 3.05e+06  -1.0 2.46e+04    -  4.03e-05 2.86e-04h  7
 123r 1.0780795e+05 1.32e+04 1.00e+03   2.9 0.00e+00   0.8 0.00e+00 4.49e-07R  3
 124r 9.8933446e+04 1.04e+04 1.94e+06   2.9 2.09e+04    -  7.18e-02 7.27e-03f  1
 125  9.7167207e+04 1.03e+04 3.83e+01  -1.0 4.50e+03    -  4.08e-03 7.84e-03f  1
 126  9.7055231e+04 1.03e+04 3.83e+01  -1.0 7.40e+03    -  9.77e-05 5.15e-04f  1
 127  9.6999635e+04 1.03e+04 4.47e+02  -1.0 9.98e+03    -  6.42e-02 2.93e-04f  1
 128  9.3525441e+04 9.88e+03 7.51e+02  -1.0 5.61e+03    -  1.07e-03 3.79e-02f  1
 129  9.3531111e+04 9.88e+03 9.37e+02  -1.0 1.21e+03    -  6.28e-03 3.96e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  9.3949354e+04 9.87e+03 7.54e+02  -1.0 6.30e+03    -  2.21e-05 1.19e-03h  2
 131  9.3921555e+04 9.86e+03 7.53e+02  -1.0 1.09e+04    -  1.39e-04 1.16e-03f  3
 132  9.4009917e+04 9.85e+03 1.06e+03  -1.0 7.97e+03    -  3.08e-03 1.16e-03h  2
 133  9.4028146e+04 9.84e+03 1.01e+03  -1.0 2.49e+03   0.3 2.35e-05 1.50e-04h  1
 134  9.3970093e+04 9.84e+03 9.50e+02  -1.0 2.66e+04    -  1.14e-05 1.82e-04f  1
 135  9.2369478e+04 9.82e+03 1.14e+03  -1.0 4.00e+04    -  2.54e-03 2.80e-03f  1
 136  9.2421223e+04 9.81e+03 5.50e+03  -1.0 1.06e+04  -0.2 5.65e-06 1.43e-04h  1
 137  9.2623332e+04 9.81e+03 1.14e+04  -1.0 6.72e+03  -0.6 1.42e-05 5.47e-04h  1
 138  9.2710388e+04 9.81e+03 1.49e+04  -1.0 6.83e+03  -0.2 7.96e-05 1.78e-04h  1
 139  9.2890227e+04 9.80e+03 1.96e+04  -1.0 5.71e+03  -0.7 1.00e-04 3.19e-04h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  9.3090833e+04 9.80e+03 1.26e+04  -1.0 7.42e+03  -0.3 4.08e-04 2.89e-04h  1
 141  9.3227109e+04 9.80e+03 5.65e+04  -1.0 1.06e+04   0.2 4.50e-04 1.45e-04h  5
 142  9.3353317e+04 9.80e+03 2.22e+05  -1.0 1.39e+04   0.6 2.95e-04 1.05e-04h  2
 143  9.3443371e+04 9.80e+03 6.48e+05  -1.0 1.83e+04   1.0 1.68e-04 5.74e-05h  2
 144  9.3499956e+04 9.80e+03 3.98e+06  -1.0 4.06e+04   0.5 1.02e-03 2.64e-05h  5
 145r 9.3499956e+04 9.80e+03 1.00e+03   2.8 0.00e+00   1.0 0.00e+00 2.90e-07R 12
 146r 9.2357208e+04 9.48e+03 9.90e+04   2.8 1.59e+04    -  2.75e-02 1.30e-03f  1
 147r 7.9853757e+04 5.98e+03 1.19e+05   2.8 1.67e+04    -  8.83e-05 1.65e-02f  1
 148  7.7327911e+04 5.93e+03 3.81e+01  -1.0 4.88e+03    -  9.21e-02 8.49e-03f  1
 149  7.7064865e+04 5.92e+03 1.57e+03  -1.0 2.62e+03    -  2.30e-01 1.66e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  7.5954231e+04 5.90e+03 1.51e+03  -1.0 6.40e+03    -  2.98e-03 3.10e-03f  1
 151  7.5936287e+04 5.90e+03 2.73e+03  -1.0 4.89e+03   0.5 1.76e-04 1.26e-04f  1
 152  7.5833911e+04 5.89e+03 3.10e+03  -1.0 5.00e+03   0.0 3.00e-04 1.31e-03f  1
 153  7.6067350e+04 5.88e+03 4.23e+03  -1.0 3.61e+03  -0.5 6.71e-03 3.10e-03h  4
 154  7.6386660e+04 5.87e+03 9.50e+03  -1.0 4.88e+03  -0.9 4.38e-03 1.03e-03h  5
 155  7.6836508e+04 5.78e+03 5.16e+03  -1.0 1.69e+03  -0.5 2.41e-04 1.49e-02h  2
 156  7.6597153e+04 5.69e+03 3.56e+03  -1.0 1.16e+03  -0.1 7.10e-06 1.58e-02f  1
 157r 7.6597153e+04 5.69e+03 9.99e+02   2.5 0.00e+00   1.2 0.00e+00 6.54e-08R  2
 158r 7.2722993e+04 5.02e+03 1.50e+04   2.5 1.72e+04    -  2.76e-02 5.04e-03f  1
 159  5.8221675e+04 4.31e+03 5.95e+02  -1.0 2.33e+03    -  2.39e-01 1.53e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  5.7843846e+04 4.27e+03 8.90e+02  -1.0 6.70e+02    -  1.34e-02 1.04e-02f  1
 161  5.7828770e+04 4.27e+03 2.61e+03  -1.0 1.50e+02   1.7 5.09e-03 7.83e-04f  1
 162  5.7802085e+04 4.26e+03 1.73e+03  -1.0 1.49e+02   1.2 4.10e-03 1.41e-03f  1
 163  5.7744989e+04 4.24e+03 5.90e+02  -1.0 1.25e+02   0.7 2.33e-04 3.42e-03f  1
 164  5.7744493e+04 4.24e+03 5.90e+02  -1.0 1.28e+02   1.1 2.68e-03 4.43e-05f  1
 165  5.7606765e+04 4.20e+03 6.18e+02  -1.0 1.30e+02   0.7 9.21e-03 1.16e-02f  1
 166  5.7554114e+04 4.17e+03 6.30e+02  -1.0 1.33e+02   1.1 1.41e-02 5.55e-03f  1
 167  5.7398006e+04 4.10e+03 2.07e+03  -1.0 1.33e+02   0.6 2.68e-02 1.67e-02f  1
 168  5.6956388e+04 3.91e+03 2.90e+03  -1.0 1.35e+02   0.1 6.28e-02 4.70e-02f  1
 169  5.6949556e+04 3.91e+03 5.98e+03  -1.0 1.44e+02  -0.3 7.26e-02 5.04e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  5.5357903e+04 3.79e+03 7.12e+02  -1.0 4.78e+02  -0.8 2.85e-03 3.25e-02f  1
 171  5.5357029e+04 3.78e+03 1.16e+03  -1.0 1.31e+02   0.5 3.24e-03 1.00e-04f  1
 172  5.4947344e+04 3.72e+03 3.53e+04  -1.0 1.39e+02   0.0 1.88e-01 1.76e-02f  1
 173  5.4887421e+04 3.71e+03 6.14e+04  -1.0 1.41e+02  -0.5 1.15e-01 2.29e-03f  1
 174  5.3025970e+04 3.41e+03 7.46e+04  -1.0 1.35e+02  -0.0 1.23e-01 8.33e-02f  1
 175  5.2778904e+04 3.37e+03 1.01e+05  -1.0 1.39e+02  -0.5 1.76e-02 1.25e-02f  1
 176  5.2334724e+04 3.30e+03 4.70e+04  -1.0 2.92e+02  -1.0 8.04e-03 1.86e-02f  1
 177  5.2197553e+04 3.28e+03 8.52e+04  -1.0 2.78e+02  -0.6 1.05e-02 6.05e-03f  1
 178  5.1706280e+04 3.25e+03 5.05e+04  -1.0 8.56e+02  -1.0 1.47e-03 1.11e-02f  1
 179  5.0916399e+04 3.17e+03 6.49e+04  -1.0 6.76e+02    -  3.25e-02 2.31e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  5.0615010e+04 3.14e+03 3.22e+04  -1.0 4.53e+02    -  6.59e-03 1.16e-02f  1
 181  4.9847333e+04 3.05e+03 6.92e+04  -1.0 5.15e+02    -  2.93e-03 2.63e-02f  1
 182  4.9787627e+04 3.05e+03 5.75e+04  -1.0 2.66e+02  -0.6 1.27e-02 2.28e-03f  1
 183  4.9784332e+04 3.05e+03 1.42e+05  -1.0 2.35e+02  -0.2 6.30e-03 1.41e-04f  1
 184  4.9492068e+04 3.01e+03 1.21e+05  -1.0 3.03e+02  -0.7 9.23e-03 1.17e-02f  1
 185  4.9273349e+04 2.98e+03 7.35e+04  -1.0 6.06e+02   0.7 5.20e-05 9.78e-03f  1
 186  4.9202238e+04 2.97e+03 5.65e+04  -1.0 4.36e+02    -  9.22e-03 3.06e-03f  1
 187  4.7720537e+04 2.78e+03 8.13e+04  -1.0 6.16e+02    -  3.59e-03 6.50e-02f  1
 188  4.7412214e+04 2.74e+03 1.74e+04  -1.0 5.71e+02    -  7.39e-02 1.59e-02f  1
 189  4.7310198e+04 2.72e+03 9.93e+04  -1.0 4.22e+02    -  2.06e-04 5.34e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  4.7207439e+04 2.71e+03 1.37e+04  -1.0 4.17e+02    -  8.11e-03 4.83e-03f  1
 191  4.7064317e+04 2.69e+03 1.65e+05  -1.0 6.23e+02    -  3.16e-03 7.01e-03f  1
 192  4.6935442e+04 2.67e+03 2.07e+05  -1.0 1.19e+03    -  4.97e-03 7.77e-03f  1
 193  4.6924567e+04 2.67e+03 6.53e+04  -1.0 7.31e+02    -  4.59e-03 7.74e-04f  1
 194  4.6876185e+04 2.66e+03 3.81e+04  -1.0 7.07e+02    -  4.71e-03 4.10e-03f  1
 195  4.6875776e+04 2.66e+03 7.54e+04  -1.0 6.48e+02    -  1.59e-03 7.92e-05h  1
 196  4.6742943e+04 2.62e+03 2.13e+05  -1.0 2.07e+03    -  4.49e-04 1.43e-02f  1
 197  4.6745393e+04 2.62e+03 5.41e+04  -1.0 4.62e+02    -  2.29e-03 6.56e-04h  1
 198  4.6810812e+04 2.60e+03 3.50e+05  -1.0 1.59e+03    -  6.74e-04 5.15e-03h  1
 199  4.6903880e+04 2.59e+03 4.91e+05  -1.0 8.32e+02    -  3.19e-03 6.02e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  4.7045692e+04 2.57e+03 6.80e+05  -1.0 7.63e+02    -  8.74e-04 8.72e-03h  1
 201  4.7144743e+04 2.55e+03 8.19e+05  -1.0 8.34e+02    -  6.43e-04 5.56e-03h  1
 202  4.7181933e+04 2.55e+03 5.28e+05  -1.0 8.52e+02    -  7.87e-03 2.04e-03h  1
 203  4.7193278e+04 2.54e+03 5.64e+05  -1.0 7.87e+02    -  8.32e-04 9.74e-04h  1
 204  4.7212481e+04 2.54e+03 9.74e+05  -1.0 1.56e+03    -  2.03e-05 1.47e-03h  1
 205  4.7248427e+04 2.54e+03 1.13e+06  -1.0 2.24e+03    -  1.32e-03 1.97e-03h  1
 206  4.7287482e+04 2.53e+03 1.69e+06  -1.0 2.57e+03    -  7.77e-03 1.49e-03h  1
 207  4.7305078e+04 2.53e+03 8.71e+05  -1.0 7.50e+03    -  8.43e-05 3.90e-04h  1
 208  4.7329309e+04 2.53e+03 8.86e+05  -1.0 8.32e+03    -  4.39e-04 4.34e-04h  1
 209  4.7351107e+04 2.53e+03 1.18e+06  -1.0 9.80e+03    -  3.87e-04 3.31e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  4.7390419e+04 2.53e+03 1.94e+06  -1.0 8.73e+03    -  1.11e-04 5.45e-04h  1
 211  4.7396244e+04 2.53e+03 2.77e+06  -1.0 9.90e+03    -  1.30e-04 1.73e-04h  1
 212  4.7396725e+04 2.53e+03 2.04e+06  -1.0 1.63e+04    -  1.56e-04 1.31e-04h  1
 213  4.7391145e+04 2.53e+03 9.76e+06  -1.0 1.44e+04    -  7.23e-06 2.88e-04f  1
 214  4.7387938e+04 2.53e+03 7.58e+06  -1.0 2.21e+04    -  1.63e-04 1.18e-04f  1
 215  4.7386914e+04 2.52e+03 2.01e+07  -1.0 2.70e+04    -  1.10e-04 2.66e-04h  1
 216  4.7394932e+04 2.52e+03 2.60e+07  -1.0 4.52e+04    -  4.12e-05 5.37e-05h  1
 217  4.7411339e+04 2.52e+03 3.19e+07  -1.0 4.80e+04    -  3.58e-05 4.06e-05h  1
 218  4.7461140e+04 2.52e+03 3.03e+07  -1.0 1.64e+05    -  1.60e-05 3.36e-05h  1
