iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 221r 2.9495681e+04 7.49e+02 5.63e+04   2.0 1.59e+00   3.0 4.31e-01 7.17e-01f  1
 222r 2.9456216e+04 7.43e+02 3.71e+04   2.0 2.62e+00   2.6 4.85e-01 4.16e-01f  1
 223r 2.9486319e+04 7.38e+02 2.95e+04   2.0 1.35e+01   2.1 9.57e-02 1.97e-01f  1
 224r 2.9510605e+04 7.32e+02 3.08e+04   2.0 3.79e+01   1.6 2.30e-01 5.28e-02f  1
 225r 2.9537558e+04 7.23e+02 2.98e+04   2.0 5.20e+00   2.0 1.00e+00 2.60e-01f  1
 226r 2.9544031e+04 6.97e+02 2.65e+04   2.0 4.73e+01   1.6 3.78e-01 1.67e-01f  1
 227r 2.9542479e+04 6.97e+02 1.31e+06   2.0 1.94e-01   4.7 5.66e-01 8.91e-01f  1
 228r 2.9541740e+04 6.98e+02 1.79e+06   2.0 1.21e-01   6.0 2.76e-01 1.00e+00f  1
 229r 2.9541762e+04 6.98e+02 2.00e+06   2.0 8.33e-02   6.5 4.52e-02 1.72e-01f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 2.9541796e+04 6.98e+02 2.19e+06   2.0 7.29e-02   6.9 1.10e-01 2.96e-01h  2
 231r 2.9541816e+04 6.98e+02 1.81e+06   2.0 9.65e-02   7.3 1.00e+00 5.70e-01h  1
 232r 2.9541734e+04 6.98e+02 1.83e+06   2.0 9.61e-02   7.7 2.82e-01 1.00e+00f  1
 233r 2.9541703e+04 6.98e+02 2.55e+05   2.0 1.03e-02   7.3 1.00e+00 1.00e+00f  1
 234r 2.9541700e+04 6.98e+02 3.15e+03   2.0 5.27e-04   6.8 1.00e+00 1.00e+00f  1
 235r 2.9541696e+04 6.98e+02 9.43e+02   1.3 4.72e-04   6.3 1.00e+00 1.00e+00f  1
 236r 2.9541686e+04 6.98e+02 9.48e+02   1.3 1.43e-03   5.8 1.00e+00 1.00e+00f  1
 237r 2.9541637e+04 6.98e+02 9.47e+02   1.3 4.27e-03   5.3 1.00e+00 1.00e+00f  1
 238r 2.9541279e+04 6.98e+02 9.42e+02   1.3 1.27e-02   4.9 1.00e+00 1.00e+00f  1
 239r 2.9538096e+04 6.97e+02 9.24e+02   1.3 3.75e-02   4.4 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 2.9521383e+04 6.97e+02 1.45e+03   1.3 1.27e-01   3.9 1.00e+00 7.39e-01f  1
 241r 2.9513452e+04 6.97e+02 1.27e+03   1.3 5.05e-02   4.3 1.00e+00 1.00e+00f  1
 242r 2.9501839e+04 6.96e+02 2.26e+04   1.3 1.91e-01   3.9 1.00e+00 5.75e-01f  1
 243r 2.9494781e+04 6.96e+02 1.95e+04   1.3 6.04e-02   4.3 1.00e+00 1.00e+00f  1
 244r 2.9489116e+04 6.96e+02 2.71e+04   1.3 1.36e-01   3.8 4.37e-01 3.18e-01f  1
 245r 2.9485022e+04 6.96e+02 9.44e+05   1.3 1.13e-01   4.2 4.60e-01 6.40e-01f  1
 246r 2.9484984e+04 6.96e+02 1.18e+06   1.3 7.53e-02   5.6 2.20e-02 1.79e-01h  1
 247r 2.9484989e+04 6.96e+02 1.21e+06   1.3 1.40e-01   6.0 2.16e-01 4.56e-02h  1
 248r 2.9484981e+04 6.96e+02 1.29e+06   1.3 3.95e-02   6.4 1.16e-01 3.20e-01h  1
 249r 2.9484977e+04 6.96e+02 1.18e+06   1.3 2.44e-02   6.8 9.92e-01 2.65e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 2.9484960e+04 6.96e+02 8.12e+05   1.3 1.88e-02   7.3 2.83e-01 1.00e+00f  1
 251r 2.9484968e+04 6.96e+02 3.30e+05   1.3 3.32e-02   6.8 1.00e+00 1.00e+00h  1
 252r 2.9484929e+04 6.96e+02 5.42e+04   1.3 3.58e-02   6.3 8.53e-01 1.00e+00f  1
 253r 2.9484759e+04 6.96e+02 1.21e+03   1.3 3.54e-03   5.8 1.00e+00 1.00e+00f  1
 254r 2.9484251e+04 6.96e+02 3.14e+03   1.3 1.24e-02   5.4 1.00e+00 1.00e+00f  1
 255r 2.9482684e+04 6.96e+02 2.62e+03   1.3 1.32e-02   4.9 1.00e+00 1.00e+00f  1
 256r 2.9478439e+04 6.96e+02 3.32e+05   1.3 3.11e-02   4.4 1.00e+00 9.13e-01f  1
 257r 2.9477905e+04 6.96e+02 2.41e+05   1.3 2.15e-02   4.8 9.33e-01 4.70e-01f  2
 258r 2.9472841e+04 6.95e+02 3.25e+04   1.3 3.07e-02   4.4 1.00e+00 1.00e+00f  1
 259r 2.9470571e+04 6.95e+02 1.34e+05   1.3 8.97e-02   3.9 1.00e+00 1.61e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 2.9455409e+04 6.94e+02 2.68e+05   1.3 2.28e-01   3.4 1.00e+00 4.47e-01f  1
 261r 2.9455097e+04 6.94e+02 2.47e+04   1.3 3.56e-01   3.8 9.73e-02 2.90e-02f  2
 262r 2.9453307e+04 6.94e+02 2.33e+05   1.3 6.00e-02   4.3 9.24e-01 3.93e-01f  1
 263r 2.9453053e+04 6.94e+02 4.85e+05   1.3 1.16e-02   5.6 2.87e-01 1.00e+00f  1
 264r 2.9452960e+04 6.94e+02 2.96e+05   1.3 9.08e-03   6.0 2.27e-01 1.00e+00f  1
 265r 2.9452960e+04 6.94e+02 2.39e+05   1.3 1.57e-01   5.5 8.46e-02 8.16e-03h  4
 266r 2.9452865e+04 6.94e+02 9.70e+04   1.3 6.13e-03   6.0 1.00e+00 1.00e+00h  1
 267r 2.9452847e+04 6.94e+02 9.65e+04   1.3 3.99e-02   5.5 2.58e-01 7.50e-02h  4
 268r 2.9452736e+04 6.94e+02 2.45e+04   1.3 4.43e-03   5.9 1.00e+00 1.00e+00f  1
 269r 2.9452391e+04 6.94e+02 3.47e+03   1.3 2.65e-03   5.4 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 2.9451366e+04 6.94e+02 5.61e+03   1.3 7.00e-03   5.0 1.00e+00 1.00e+00f  1
 271r 2.9448384e+04 6.94e+02 6.06e+03   1.3 2.10e-02   4.5 1.00e+00 1.00e+00f  1
 272r 2.9440184e+04 6.94e+02 3.38e+03   1.3 6.01e-02   4.0 1.00e+00 1.00e+00f  1
 273r 2.9436000e+04 6.93e+02 7.31e+04   1.3 2.12e-01   3.5 1.00e+00 1.95e-01f  1
 274r 2.9435932e+04 6.93e+02 8.26e+04   1.3 5.80e-01   3.9 8.23e-03 1.42e-02f  2
 275r 2.9435906e+04 6.93e+02 4.48e+05   1.3 2.26e-01   4.4 2.50e-01 1.35e-02f  3
 276r 2.9427168e+04 6.93e+02 2.23e+05   1.3 7.38e-02   3.9 3.31e-01 1.00e+00f  1
 277r 2.9426766e+04 6.93e+02 1.73e+04   1.3 3.46e-03   5.2 1.00e+00 1.00e+00f  1
 278r 2.9425519e+04 6.93e+02 1.07e+04   1.3 1.21e-02   4.7 1.00e+00 1.00e+00f  1
 279r 2.9421918e+04 6.92e+02 5.37e+04   1.3 3.11e-02   4.3 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 2.9420602e+04 6.92e+02 9.78e+03   1.3 1.17e-02   4.7 1.00e+00 1.00e+00f  1
 281r 2.9416859e+04 6.92e+02 5.43e+05   1.3 3.51e-02   4.2 1.00e+00 9.64e-01f  1
 282r 2.9416762e+04 6.92e+02 5.64e+05   1.3 5.09e-02   4.6 3.89e-02 9.29e-02f  2
 283r 2.9416702e+04 6.92e+02 7.34e+04   1.3 1.77e-03   6.0 1.00e+00 1.00e+00f  1
 284r 2.9416497e+04 6.92e+02 3.68e+04   1.3 2.42e-03   5.5 6.91e-01 1.00e+00f  1
 285r 2.9415888e+04 6.92e+02 1.88e+04   1.3 5.56e-03   5.0 1.00e+00 1.00e+00f  1
 286r 2.9414089e+04 6.92e+02 1.26e+05   1.3 1.67e-02   4.5 1.00e+00 1.00e+00f  1
 287r 2.9408974e+04 6.91e+02 4.32e+05   1.3 5.03e-02   4.1 1.00e+00 1.00e+00f  1
 288r 2.9405341e+04 6.91e+02 4.30e+05   1.3 1.52e-01   3.6 1.00e+00 2.74e-01f  1
 289r 2.9387415e+04 6.89e+02 1.69e+05   1.3 4.61e-01   3.1 1.00e+00 5.67e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 2.9345336e+04 6.81e+02 2.23e+05   1.3 1.43e+00   2.6 1.00e+00 7.44e-01f  1
 291r 2.9339395e+04 6.70e+02 1.94e+05   1.3 4.78e+00   2.2 1.00e+00 3.62e-01f  1
 292r 2.9420180e+04 6.33e+02 1.75e+05   1.3 1.98e+01   1.7 9.72e-01 3.42e-01f  1
 293r 2.9425830e+04 4.95e+02 1.73e+05   1.3 2.91e+02   1.2 1.39e-01 7.57e-02f  1
 294r 2.9451033e+04 4.63e+02 1.70e+05   1.3 1.77e+01   1.6 1.00e+00 2.04e-01f  1
 295r 2.9463312e+04 4.57e+02 2.07e+05   1.3 3.14e+01   1.2 4.91e-01 1.81e-02f  1
 296r 3.0089387e+04 4.40e+02 1.78e+05   1.3 2.79e+01   0.7 3.13e-01 1.89e-01f  1
 297r 3.0204666e+04 4.37e+02 1.71e+05   1.3 5.24e+02    -  9.51e-02 3.04e-02f  1
 298r 3.0646544e+04 4.47e+02 2.18e+05   1.3 3.88e+02    -  1.86e-01 4.72e-02f  1
 299r 3.2479331e+04 4.84e+02 9.81e+04   1.3 1.26e+02    -  4.38e-03 2.43e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 3.2483943e+04 4.83e+02 8.37e+04   1.3 4.83e+01   0.2 1.64e-01 1.34e-01f  1
 301r 3.2598755e+04 4.76e+02 7.33e+04   1.3 3.83e+01   0.6 5.83e-02 1.00e-01f  1
 302  3.2593291e+04 4.76e+02 3.86e+01  -1.0 1.18e+03    -  1.57e-03 1.57e-04f  1
 303  3.2592495e+04 4.76e+02 2.89e+04  -1.0 4.11e+02    -  4.73e-02 5.28e-05f  1
 304  3.2601449e+04 4.75e+02 3.89e+04  -1.0 5.75e+02    -  7.66e-03 7.32e-04h  1
 305  3.2605638e+04 4.75e+02 6.64e+04  -1.0 8.82e+02    -  8.52e-03 7.44e-04h  1
 306  3.2606777e+04 4.75e+02 7.65e+04  -1.0 1.27e+03    -  1.89e-03 4.62e-04h  4
 307  3.2608231e+04 4.75e+02 7.81e+04  -1.0 1.17e+03    -  4.45e-04 2.32e-04h  1
 308  3.2609870e+04 4.74e+02 1.73e+05  -1.0 1.21e+03    -  1.27e-02 3.62e-04h  5
 309  3.2613017e+04 4.74e+02 2.90e+05  -1.0 1.36e+03    -  9.59e-03 2.09e-04h  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  3.2615264e+04 4.74e+02 4.86e+05  -1.0 1.96e+03    -  1.11e-02 1.06e-04h  7
 311  3.2617086e+04 4.74e+02 7.59e+05  -1.0 2.37e+03    -  9.91e-03 7.80e-05h  8
 312  3.2619172e+04 4.74e+02 1.22e+06  -1.0 2.46e+03    -  1.09e-02 9.28e-05h  8
 313  3.2621427e+04 4.74e+02 2.95e+06  -1.0 2.52e+03    -  2.52e-02 1.04e-04h  8
 314  3.2623679e+04 4.74e+02 6.42e+06  -1.0 2.49e+03    -  2.11e-02 1.11e-04h  8
 315  3.2625943e+04 4.74e+02 1.48e+07  -1.0 2.48e+03    -  2.35e-02 1.16e-04h  8
 316  3.2628196e+04 4.74e+02 3.00e+07  -1.0 2.46e+03    -  1.86e-02 1.20e-04h  8
 317  3.2630453e+04 4.74e+02 5.24e+07  -1.0 2.45e+03    -  1.36e-02 1.24e-04h  8
 318  3.2915732e+04 4.66e+02 6.83e+07  -1.0 2.44e+03    -  2.20e-02 1.62e-02w  1
 319  3.2915703e+04 4.66e+02 4.08e+07  -1.0 6.17e+01   7.9 4.52e-06 5.93e-06w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  3.2915590e+04 4.66e+02 9.49e+07  -1.0 6.91e+01   7.5 3.48e-06 2.21e-05w  1
 321  3.2632682e+04 4.74e+02 1.15e+08  -1.0 7.59e+01   7.0 2.20e-02 1.27e-04h  7
 322  3.2634828e+04 4.74e+02 1.75e+08  -1.0 2.39e+03    -  9.56e-03 1.28e-04h  8
 323  3.2636893e+04 4.74e+02 3.89e+08  -1.0 2.39e+03    -  2.24e-02 1.27e-04h  8
 324  3.2638705e+04 4.74e+02 5.24e+08  -1.0 2.33e+03    -  6.41e-03 1.18e-04h  8
 325  3.2641111e+04 4.74e+02 8.34e+08  -1.0 2.34e+03    -  1.10e-02 1.61e-04h  7
 326  3.2642511e+04 4.74e+02 1.18e+09  -1.0 2.32e+03    -  7.60e-03 9.79e-05h  7
 327  3.2645165e+04 4.73e+02 2.14e+09  -1.0 2.29e+03    -  1.53e-02 1.91e-04h  6
 328  3.2647698e+04 4.73e+02 3.01e+09  -1.0 2.25e+03    -  7.55e-03 1.92e-04h  6
 329  3.2650268e+04 4.73e+02 1.48e+10  -1.0 2.24e+03    -  7.23e-02 2.03e-04h  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  3.2652880e+04 4.73e+02 1.74e+10  -1.0 2.12e+03    -  3.47e-03 2.26e-04h  5
 331  3.2698178e+04 4.71e+02 1.98e+10  -1.0 2.14e+03    -  6.66e-03 4.06e-03w  1
 332  3.2711661e+04 4.67e+02 1.88e+10  -1.0 2.24e+03    -  8.35e-03 9.38e-03w  1
 333  3.2702209e+04 4.67e+02 6.67e+09  -1.0 1.49e+03    -  1.48e-01 6.55e-04w  1
 334  3.2654296e+04 4.73e+02 2.36e+10  -1.0 1.22e+03    -  6.66e-03 1.27e-04h  5
 335  3.2656087e+04 4.73e+02 3.54e+10  -1.0 2.13e+03    -  9.32e-03 1.66e-04h  6
 336  3.2658664e+04 4.73e+02 3.89e+10  -1.0 2.10e+03    -  2.03e-03 2.49e-04h  5
 337  3.2660516e+04 4.73e+02 2.98e+11  -1.0 2.12e+03    -  1.23e-01 1.88e-04h  6
 338  3.2663303e+04 4.73e+02 3.22e+11  -1.0 1.96e+03    -  1.74e-03 3.06e-04h  4
 339  3.2665689e+04 4.73e+02 5.69e+11  -1.0 1.98e+03    -  1.41e-02 2.77e-04h  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  3.2667197e+04 4.72e+02 9.98e+11  -1.0 1.96e+03    -  1.38e-02 1.88e-04h  7
 341  3.2669637e+04 4.72e+02 1.74e+12  -1.0 1.93e+03    -  1.37e-02 3.21e-04h  6
 342  3.2672134e+04 4.72e+02 2.99e+12  -1.0 1.91e+03    -  1.33e-02 3.58e-04h  6
 343  3.2673266e+04 4.72e+02 6.47e+12  -1.0 1.59e+03    -  2.58e-02 3.98e-04h  6
 344  3.2673636e+04 4.68e+02 9.85e+12  -1.0 1.73e+03    -  3.32e-02 9.15e-03w  1
 345  3.2653019e+04 4.67e+02 1.59e+13  -1.0 1.28e+03    -  4.48e-02 1.90e-03w  1
 346  3.2617251e+04 4.65e+02 2.10e+13  -1.0 1.12e+03    -  3.94e-02 2.95e-03w  1
 347  3.2673278e+04 4.72e+02 1.12e+13  -1.0 8.92e+02    -  3.32e-02 2.86e-04h  5
 348  3.2672964e+04 4.72e+02 1.99e+13  -1.0 1.78e+03    -  6.26e-02 2.90e-04f  6
 349  3.2672543e+04 4.72e+02 4.68e+13  -1.0 1.77e+03    -  2.06e-01 3.27e-04f  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  3.2671880e+04 4.71e+02 8.21e+13  -1.0 1.64e+03    -  3.22e-01 3.96e-04f  6
 351  3.2669470e+04 4.71e+02 1.44e+14  -1.0 1.23e+03    -  6.40e-01 7.10e-04f  5
 352  3.2666838e+04 4.71e+02 1.46e+14  -1.0 1.21e+03    -  6.37e-02 7.01e-04f  5
 353  3.2621039e+04 4.65e+02 1.60e+14  -1.0 1.24e+03    -  6.40e-01 1.12e-02f  1
 354  3.2577632e+04 4.63e+02 1.66e+14  -1.0 2.00e+03    -  1.10e-01 4.69e-03f  1
 355  3.2519765e+04 4.62e+02 1.79e+14  -1.0 9.54e+02    -  4.47e-02 3.10e-03f  1
 356  3.2438295e+04 4.60e+02 1.84e+14  -1.0 7.13e+02    -  1.12e-02 3.20e-03f  1
 357  3.2392768e+04 4.60e+02 2.07e+14  -1.0 1.15e+04   7.4 5.19e-05 2.23e-04f  1
 358  3.2392047e+04 4.60e+02 2.36e+14  -1.0 2.72e+02  11.4 6.64e-03 7.81e-05f  1
 359  3.2391442e+04 4.60e+02 2.85e+14  -1.0 3.05e+02  11.0 8.83e-04 6.30e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  3.2391569e+04 4.60e+02 1.85e+15  -1.0 6.14e+02  11.4 1.10e-03 1.60e-05h  1
 361r 3.2391569e+04 4.60e+02 1.00e+03   1.9 0.00e+00  11.8 0.00e+00 3.35e-07R  5
 362r 3.2384671e+04 4.55e+02 3.11e+05   1.9 1.26e+04    -  7.74e-02 2.48e-03f  1
 363r 3.3584248e+04 3.69e+02 3.00e+05   1.9 6.78e+02    -  6.32e-02 4.02e-02f  1
 364r 3.6960369e+04 4.99e+02 2.53e+05   1.9 9.88e+02    -  5.46e-02 1.25e-01f  1
 365  3.6927431e+04 4.98e+02 3.86e+01  -1.0 8.25e+02    -  2.95e-03 1.47e-03f  1
 366  3.6920637e+04 4.98e+02 3.86e+01  -1.0 1.05e+03    -  2.11e-03 2.41e-04f  1
 367  3.6914588e+04 4.98e+02 9.62e+03  -1.0 9.71e+02    -  6.82e-02 2.30e-04f  1
 368  3.6910787e+04 4.97e+02 3.17e+04  -1.0 3.52e+02    -  8.40e-03 9.60e-04f  1
 369  3.6906779e+04 4.97e+02 5.55e+04  -1.0 2.44e+02    -  3.12e-03 5.40e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  3.6894881e+04 4.97e+02 9.72e+04  -1.0 4.51e+02    -  2.85e-03 9.24e-04f  1
 371  3.6890813e+04 4.96e+02 2.63e+05  -1.0 5.81e+02    -  4.08e-03 2.58e-04f  1
 372  3.6882170e+04 4.96e+02 5.30e+05  -1.0 5.54e+02    -  2.40e-03 5.46e-04f  1
 373  3.6862345e+04 4.96e+02 1.12e+06  -1.0 5.35e+02    -  2.80e-03 1.11e-03f  1
 374  3.6858946e+04 4.96e+02 2.32e+05  -1.0 7.54e+02    -  1.30e-03 1.83e-04f  1
 375r 3.6858946e+04 4.96e+02 1.00e+03   1.7 0.00e+00    -  0.00e+00 3.00e-07R  6
 376r 3.6946134e+04 4.95e+02 1.95e+03   1.7 1.29e+03    -  5.70e-04 2.04e-03f  1
 377r 3.7075240e+04 4.95e+02 1.04e+04   1.0 1.00e+03    -  2.41e-02 3.77e-03f  1
 378r 3.8079687e+04 5.03e+02 5.86e+04   1.0 2.01e+03    -  2.78e-02 1.56e-02f  1
 379r 4.1097942e+04 5.74e+02 9.81e+04   1.0 1.85e+03    -  6.74e-02 5.46e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 4.1749262e+04 6.65e+02 1.12e+05   1.0 4.69e+03    -  1.64e-02 1.01e-02f  1
 381r 4.1742240e+04 6.46e+02 1.11e+05   1.0 8.86e+00   4.0 3.97e-02 2.90e-02f  1
 382r 4.1731481e+04 6.18e+02 1.12e+05   1.0 8.68e+00   4.4 1.82e-02 4.41e-02f  1
 383r 4.1726459e+04 6.05e+02 1.20e+05   1.0 8.40e+00   4.9 1.82e-02 2.11e-02h  1
 384r 4.1721746e+04 6.03e+02 7.45e+05   1.0 8.26e+00   5.3 5.60e-02 2.01e-02h  1
 385r 4.1717679e+04 6.03e+02 3.28e+06   1.0 8.11e+00   5.7 5.94e-02 1.83e-02h  1
 386r 4.1699314e+04 6.03e+02 3.79e+06   1.0 8.00e+00   5.2 1.23e-01 8.66e-02h  1
 387r 4.1689102e+04 6.03e+02 3.13e+06   1.0 7.45e+00   5.7 4.36e-02 5.24e-02h  1
 388r 4.1683625e+04 6.03e+02 3.58e+07   1.0 7.14e+00   6.1 3.03e-01 2.95e-02h  1
 389r 4.1674811e+04 6.03e+02 3.31e+07   1.0 6.96e+00   5.6 2.24e-02 4.96e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 4.1670543e+04 6.04e+02 5.93e+07   1.0 6.69e+00   6.0 4.86e-01 2.48e-02h  1
 391r 4.1640901e+04 6.04e+02 3.10e+07   1.0 6.55e+00   6.5 6.51e-02 1.76e-01h  1
 392r 4.1608065e+04 6.04e+02 1.89e+07   1.0 5.59e+00   6.0 4.26e-01 2.40e-01h  1
 393r 4.1579912e+04 6.04e+02 2.31e+07   1.0 4.42e+00   5.5 1.43e-01 2.91e-01h  1
 394r 4.1567267e+04 6.04e+02 5.20e+06   1.0 3.24e+00   5.0 5.69e-01 2.43e-01h  1
 395r 4.1533800e+04 6.04e+02 1.57e+06   1.0 2.56e+00   5.4 5.50e-01 6.04e-01h  1
 396r 4.1523185e+04 6.04e+02 8.34e+05   1.0 1.10e+00   5.0 4.89e-01 5.12e-01f  1
 397r 4.1519291e+04 6.04e+02 5.48e+05   1.0 5.47e-01   4.5 2.08e-02 4.83e-01f  1
 398r 4.1512905e+04 6.04e+02 4.35e+05   1.0 2.94e-01   5.8 1.00e+00 1.00e+00h  1
 399  4.1480246e+04 6.03e+02 3.86e+01  -1.0 7.51e+02    -  2.50e-03 1.54e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400r 4.1480246e+04 6.03e+02 9.99e+02   1.5 0.00e+00  11.3 0.00e+00 2.86e-07R  6
 401r 4.1481511e+04 6.03e+02 1.78e+03   1.5 1.70e+04    -  5.59e-04 3.15e-05f  1
 402r 4.1525550e+04 6.06e+02 1.50e+04   1.5 4.02e+03    -  4.64e-03 8.32e-04f  1
 403r 4.1527490e+04 6.06e+02 2.89e+05   1.5 1.09e+01   2.0 2.22e-01 3.23e-03f  1
 404r 4.1675117e+04 6.08e+02 3.34e+05   1.5 7.13e+02    -  3.35e-02 4.17e-03f  1
 405r 4.2848661e+04 6.42e+02 5.41e+05   1.5 1.13e+03    -  1.78e-01 3.64e-02f  1
 406r 4.2849634e+04 6.42e+02 8.50e+05   1.5 5.71e-01   3.3 5.98e-01 7.32e-02f  1
 407r 4.2849783e+04 6.42e+02 8.37e+05   1.5 5.03e-02   4.7 7.92e-01 2.07e-01f  1
 408r 4.2850052e+04 6.41e+02 7.44e+05   1.5 1.50e-01   4.2 2.23e-01 4.54e-01f  1
 409r 4.2850569e+04 6.41e+02 2.46e+06   1.5 2.20e-01   3.7 1.00e+00 1.14e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410r 4.2852543e+04 6.41e+02 1.84e+06   1.5 1.03e-01   4.1 2.29e-01 1.00e+00f  1
 411r 4.2852680e+04 6.41e+02 8.65e+05   1.5 6.26e-03   5.5 1.00e+00 9.56e-01f  1
 412r 4.2853040e+04 6.41e+02 1.01e+06   1.5 1.29e-02   5.0 3.40e-01 1.00e+00f  1
 413r 4.2853047e+04 6.41e+02 7.00e+05   1.5 4.60e-02   5.4 1.00e+00 4.23e-02f  4
 414r 4.2853459e+04 6.41e+02 3.13e+05   1.5 1.19e-02   4.9 8.47e-01 1.00e+00f  1
 415r 4.2853609e+04 6.41e+02 1.87e+04   1.5 4.04e-03   5.4 1.00e+00 1.00e+00f  1
 416r 4.2854044e+04 6.41e+02 5.66e+04   1.5 1.25e-02   4.9 1.00e+00 1.00e+00f  1
 417r 4.2854910e+04 6.41e+02 1.12e+06   1.5 3.91e-02   4.4 1.00e+00 6.93e-01f  1
 418r 4.2856931e+04 6.40e+02 9.99e+05   1.5 1.27e-01   3.9 1.58e-01 5.17e-01f  1
 419r 4.2856951e+04 6.40e+02 7.00e+06   1.5 5.19e-02   5.3 1.00e+00 4.85e-02h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420r 4.2857427e+04 6.40e+02 3.81e+06   1.5 2.33e-02   4.8 4.91e-01 1.00e+00f  1
 421r 4.2859164e+04 6.40e+02 5.42e+05   1.5 4.72e-02   4.3 1.00e+00 1.00e+00f  1
 422r 4.2860988e+04 6.40e+02 8.56e+05   1.5 1.34e-01   3.8 1.00e+00 3.44e-01f  1
 423r 4.2869291e+04 6.39e+02 1.80e+06   1.5 3.24e-01   3.3 1.75e-02 4.62e-01f  1
 424r 4.2869310e+04 6.39e+02 5.32e+06   1.5 4.13e-03   6.5 1.00e+00 1.00e+00f  1
 425r 4.2869342e+04 6.39e+02 6.27e+06   1.5 2.84e-03   6.0 3.84e-01 1.00e+00f  1
 426r 4.2869439e+04 6.39e+02 3.27e+04   1.5 2.38e-03   5.5 1.00e+00 1.00e+00f  1
 427r 4.2869709e+04 6.39e+02 5.47e+04   1.5 9.74e-03   5.0 1.00e+00 1.00e+00f  1
 428r 4.2870425e+04 6.39e+02 5.99e+05   1.5 2.31e-02   4.6 1.00e+00 8.88e-01f  1
 429r 4.2870444e+04 6.39e+02 2.10e+06   1.5 6.67e-03   5.9 1.00e+00 2.82e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430r 4.2870523e+04 6.39e+02 4.24e+05   1.5 7.67e-03   5.4 7.93e-01 1.00e+00f  1
 431r 4.2870856e+04 6.39e+02 3.84e+05   1.5 7.47e-03   4.9 1.00e+00 1.00e+00f  1
 432r 4.2870905e+04 6.39e+02 4.66e+05   1.5 8.37e-02   4.5 2.11e-02 2.40e-02f  3
 433r 4.2870934e+04 6.39e+02 1.16e+05   1.5 3.32e-03   5.8 1.00e+00 5.00e-01f  2
 434r 4.2871077e+04 6.39e+02 3.61e+04   1.5 3.13e-03   5.3 1.00e+00 1.00e+00f  1
 435r 4.2871501e+04 6.39e+02 9.09e+04   1.5 9.30e-03   4.8 1.00e+00 1.00e+00f  1
 436r 4.2872658e+04 6.39e+02 1.07e+05   1.5 2.73e-02   4.4 1.00e+00 1.00e+00f  1
 437r 4.2874998e+04 6.39e+02 6.28e+05   1.5 7.67e-02   3.9 1.00e+00 1.00e+00f  1
 438r 4.2878973e+04 6.39e+02 6.93e+05   1.5 1.82e-01   3.4 8.25e-02 1.00e+00f  1
 439r 4.2878988e+04 6.39e+02 7.70e+05   1.5 1.70e-02   5.6 1.00e+00 3.63e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440r 4.2879140e+04 6.39e+02 3.25e+06   1.5 2.41e-02   5.2 2.00e-01 7.79e-01h  1
