iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 217r 7.0158015e+04 4.85e+03 4.82e+03   1.9 9.75e+03    -  1.20e-01 3.39e-02f  1
 218  7.0066529e+04 4.84e+03 3.86e+01  -1.0 9.16e+02    -  3.63e-02 2.07e-03f  1
 219  6.9993949e+04 4.83e+03 3.85e+01  -1.0 8.94e+02    -  9.20e-04 1.41e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  6.9989297e+04 4.83e+03 1.02e+03  -1.0 1.01e+03    -  3.20e-03 7.74e-05f  1
 221  6.9972166e+04 4.83e+03 5.04e+03  -1.0 1.48e+03    -  1.02e-03 2.11e-04f  1
 222  6.9963497e+04 4.83e+03 1.84e+05  -1.0 1.39e+03    -  3.09e-03 1.03e-04f  1
 223r 6.9963497e+04 4.83e+03 1.00e+03   1.7 0.00e+00    -  0.00e+00 2.81e-07R  7
 224r 6.9084449e+04 4.73e+03 2.70e+03   1.7 1.47e+04    -  8.70e-02 1.85e-03f  1
 225r 6.1178627e+04 3.85e+03 1.01e+03   1.7 8.07e+03    -  3.88e-02 2.01e-02f  1
 226  6.1140471e+04 3.85e+03 3.86e+01  -1.0 8.13e+02    -  3.56e-02 1.03e-03f  1
 227  6.1115709e+04 3.84e+03 3.86e+01  -1.0 8.00e+02    -  4.47e-04 6.18e-04f  1
 228  6.1113511e+04 3.84e+03 7.25e+03  -1.0 8.29e+02    -  5.91e-03 4.56e-05f  1
 229  6.1112513e+04 3.84e+03 3.04e+05  -1.0 1.45e+03    -  1.51e-03 1.83e-05f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 6.1112513e+04 3.84e+03 1.00e+03   1.6 0.00e+00    -  0.00e+00 4.54e-07R  7
 231r 6.0242854e+04 3.76e+03 1.03e+03   1.6 7.87e+03    -  1.23e-01 2.24e-03f  1
 232r 5.3102996e+04 2.99e+03 1.00e+03   1.6 6.24e+03    -  2.08e-02 2.47e-02f  1
 233  5.3058481e+04 2.99e+03 3.86e+01  -1.0 7.25e+02    -  3.73e-02 1.42e-03f  1
 234  5.3025263e+04 2.98e+03 8.64e+01  -1.0 7.16e+02    -  3.04e-03 9.14e-04f  1
 235  5.3021874e+04 2.98e+03 7.01e+03  -1.0 7.51e+02    -  5.55e-03 8.67e-05f  1
 236  5.3020470e+04 2.98e+03 2.78e+05  -1.0 9.15e+02    -  2.27e-03 2.93e-05f  2
 237r 5.3020470e+04 2.98e+03 1.00e+03   1.5 0.00e+00    -  0.00e+00 4.39e-07R  7
 238r 5.2383244e+04 2.93e+03 1.00e+03   1.5 6.10e+03    -  8.03e-04 2.18e-03f  1
 239r 5.2025714e+04 2.89e+03 1.00e+03   1.5 5.05e+03    -  4.00e-02 1.41e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 4.9899786e+04 2.67e+03 9.90e+02   1.5 3.37e+03    -  2.90e-02 1.16e-02f  1
 241  4.9873232e+04 2.67e+03 4.26e+01  -1.0 6.93e+02    -  3.50e-02 9.40e-04f  1
 242  4.9853387e+04 2.66e+03 4.96e+01  -1.0 6.88e+02    -  7.35e-04 6.25e-04f  1
 243  4.9851654e+04 2.66e+03 1.78e+04  -1.0 7.23e+02    -  9.77e-03 4.87e-05f  1
 244  4.9847336e+04 2.66e+03 4.39e+04  -1.0 8.28e+02    -  1.54e-04 6.23e-05f  1
 245  4.9841889e+04 2.66e+03 3.44e+04  -1.0 3.01e+04    -  4.21e-06 4.99e-06f  1
 246  4.9836292e+04 2.66e+03 1.33e+05  -1.0 1.34e+05    -  3.59e-06 1.69e-06f  1
 247  4.9816863e+04 2.66e+03 8.94e+03  -1.0 1.63e+05    -  2.03e-06 4.92e-06f  1
 248  4.9795936e+04 2.66e+03 7.34e+04  -1.0 1.76e+05    -  3.79e-06 5.64e-06f  1
 249  4.9770610e+04 2.66e+03 1.28e+05  -1.0 1.77e+05    -  5.96e-06 8.07e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  4.9740237e+04 2.66e+03 1.79e+05  -1.0 1.84e+05    -  7.78e-06 9.99e-06f  1
 251  4.9722050e+04 2.66e+03 9.47e+04  -1.0 1.98e+05    -  1.02e-05 6.34e-06f  1
 252  4.9710742e+04 2.66e+03 2.25e+05  -1.0 1.99e+05    -  2.83e-06 1.19e-05f  1
 253r 4.9710742e+04 2.66e+03 1.00e+03   1.4 0.00e+00    -  0.00e+00 1.68e-08R  2
 254r 4.9508481e+04 2.64e+03 9.99e+02   1.4 4.81e+03    -  1.38e-03 8.87e-04f  1
 255r 4.9435863e+04 2.64e+03 1.06e+04   1.4 9.86e+00   2.0 8.11e-01 2.33e-02f  1
 256r 4.8925419e+04 2.58e+03 1.13e+04   1.4 2.64e+03    -  1.55e-02 4.13e-03f  1
 257r 4.6482707e+04 2.35e+03 2.50e+04   1.4 2.49e+03    -  2.66e-04 2.00e-02f  1
 258  4.6473151e+04 2.35e+03 2.91e+02  -1.0 6.67e+02    -  3.17e-02 3.59e-04f  1
 259  4.6402353e+04 2.34e+03 4.51e+03  -1.0 6.63e+02    -  1.48e-02 2.54e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  4.6398547e+04 2.34e+03 3.17e+03  -1.0 5.95e+02    -  2.07e-03 1.34e-04f  1
 261  4.6330109e+04 2.34e+03 3.61e+03  -1.0 6.74e+02    -  2.61e-03 2.18e-03f  1
 262  4.6150388e+04 2.32e+03 1.20e+03  -1.0 6.73e+02    -  3.98e-03 5.62e-03f  1
 263  4.6124762e+04 2.32e+03 4.38e+03  -1.0 7.09e+02    -  2.94e-03 7.83e-04f  1
 264  4.6079497e+04 2.32e+03 4.89e+03  -1.0 7.88e+02    -  1.97e-03 1.28e-03f  1
 265  4.6059404e+04 2.32e+03 4.85e+03  -1.0 7.78e+02    -  9.79e-04 5.47e-04f  1
 266  4.6058841e+04 2.32e+03 4.82e+03  -1.0 7.69e+02    -  1.14e-05 2.14e-05f  1
 267  4.6058841e+04 2.32e+03 5.85e+04  -1.0 1.24e+02  11.9 1.67e-09 5.56e-10f  3
 268r 4.6058841e+04 2.32e+03 1.00e+03   1.4 0.00e+00  11.5 0.00e+00 8.38e-10R  2
 269r 4.6073001e+04 2.32e+03 4.70e+04   1.4 3.42e+03    -  3.16e-03 1.99e-04f  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 4.5244555e+04 2.27e+03 5.87e+04   1.4 2.06e+03    -  1.37e-02 5.81e-03f  1
 271r 4.4091657e+04 2.20e+03 5.71e+04   1.4 1.62e+03    -  8.37e-03 9.43e-03f  1
 272r 4.3058829e+04 2.11e+03 5.52e+04   1.4 1.25e+03    -  9.61e-03 1.08e-02f  1
 273r 4.2736428e+04 2.06e+03 6.71e+04   1.4 1.80e+03    -  1.13e-02 4.73e-03f  1
 274  4.2728320e+04 2.06e+03 6.30e+02  -1.0 5.02e+02    -  4.19e-02 3.10e-04f  1
 275  4.2689620e+04 2.06e+03 1.57e+03  -1.0 6.00e+02    -  4.93e-03 1.55e-03f  1
 276  4.2683658e+04 2.05e+03 8.98e+03  -1.0 6.42e+02    -  1.28e-02 2.53e-04f  1
 277  4.2648768e+04 2.05e+03 8.13e+03  -1.0 7.52e+02    -  1.06e-03 1.61e-03f  1
 278  4.2515467e+04 2.04e+03 1.62e+04  -1.0 7.50e+02    -  1.15e-02 6.01e-03f  1
 279  4.2515348e+04 2.04e+03 1.37e+08  -1.0 1.35e+02  11.0 9.21e-05 1.06e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 4.2515348e+04 2.04e+03 1.00e+03   1.3 0.00e+00  10.5 0.00e+00 5.22e-08R  2
 281r 4.2485667e+04 2.03e+03 2.82e+04   1.3 2.58e+03    -  6.26e-03 3.75e-04f  1
 282r 4.1976356e+04 1.95e+03 4.92e+04   1.3 1.03e+03    -  1.42e-02 6.99e-03f  1
 283r 4.0545031e+04 1.64e+03 3.93e+04   1.3 8.05e+02    -  2.17e-02 2.51e-02f  1
 284  4.0529512e+04 1.64e+03 1.99e+02  -1.0 4.85e+02    -  1.21e-02 4.47e-04f  1
 285  4.0529231e+04 1.64e+03 1.27e+04  -1.0 9.78e+01    -  6.63e-03 2.56e-05f  2
 286  4.0528559e+04 1.63e+03 2.24e+04  -1.0 7.08e+02    -  3.78e-03 8.77e-04f  1
 287  4.0580230e+04 1.61e+03 2.97e+03  -1.0 1.19e+03    -  2.82e-03 1.49e-02h  1
 288  4.0629945e+04 1.60e+03 2.45e+03  -1.0 1.83e+03    -  8.00e-03 6.76e-03h  1
 289  4.0798013e+04 1.53e+03 3.96e+04  -1.0 1.36e+03    -  4.91e-03 3.17e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  4.1095373e+04 1.46e+03 1.26e+04  -1.0 1.13e+03    -  6.14e-02 4.11e-02h  1
 291  4.1912629e+04 1.30e+03 6.56e+04  -1.0 8.82e+02    -  4.12e-02 8.85e-02h  1
 292  4.3125821e+04 1.10e+03 1.25e+05  -1.0 5.86e+02    -  6.41e-02 1.25e-01h  1
 293  4.3125764e+04 1.10e+03 1.70e+08  -1.0 4.40e+01  10.0 1.78e-02 2.27e-05h  1
 294r 4.3125764e+04 1.10e+03 1.00e+03   1.0 0.00e+00   9.5 0.00e+00 3.28e-07R  3
 295r 4.3114062e+04 7.97e+02 1.90e+04   1.0 1.05e+04    -  5.09e-03 3.51e-03f  1
 296  4.3084347e+04 7.97e+02 7.33e+01  -1.0 1.85e+03    -  8.93e-03 1.65e-04f  1
 297  4.3074934e+04 7.97e+02 5.44e+02  -1.0 6.87e+02    -  9.03e-04 1.48e-04f  1
 298  4.3079114e+04 7.97e+02 3.03e+04  -1.0 5.03e+02    -  2.49e-02 5.95e-04h  1
 299  4.3343990e+04 7.68e+02 7.39e+04  -1.0 3.51e+02    -  7.32e-02 3.63e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  4.3643977e+04 7.30e+02 2.88e+04  -1.0 3.98e+02    -  1.00e-02 4.83e-02h  2
 301  4.3643931e+04 7.30e+02 4.08e+07  -1.0 3.03e+01   9.1 1.01e-02 2.57e-05h  1
 302r 4.3643931e+04 7.30e+02 1.00e+03   0.9 0.00e+00   8.6 0.00e+00 3.95e-07R  4
 303r 4.3867874e+04 7.17e+02 4.76e+04   0.9 1.76e+03    -  1.23e-02 2.11e-03f  1
 304r 4.4971835e+04 6.48e+02 6.63e+04   0.9 1.83e+03    -  1.83e-02 7.77e-03f  1
 305  4.4955369e+04 6.48e+02 6.90e+01  -1.0 1.92e+03    -  3.52e-03 8.37e-05f  1
 306  4.4950247e+04 6.48e+02 4.02e+02  -1.0 1.21e+03    -  5.46e-04 8.76e-05f  1
 307  4.4947777e+04 6.47e+02 3.26e+04  -1.0 7.10e+02    -  2.69e-02 6.24e-04f  1
 308  4.4941003e+04 6.36e+02 1.80e+04  -1.0 4.36e+02    -  5.04e-03 1.70e-02f  1
 309  4.4712265e+04 5.98e+02 3.21e+04  -1.0 7.02e+02    -  1.55e-02 5.71e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  4.4712233e+04 5.98e+02 2.55e+06  -1.0 3.15e+01   8.1 2.26e-03 3.91e-05h  1
 311r 4.4712233e+04 5.98e+02 1.00e+03   0.8 0.00e+00   7.6 0.00e+00 3.88e-07R  4
 312r 4.4817523e+04 5.78e+02 9.98e+02   0.8 1.63e+03    -  4.50e-04 1.01e-03f  1
 313r 4.4889764e+04 5.69e+02 4.48e+04   0.8 1.89e+03    -  1.53e-02 5.41e-04f  1
 314r 4.5277772e+04 5.28e+02 9.54e+04   0.8 1.89e+03    -  2.13e-02 2.54e-03f  1
 315  4.5269999e+04 5.28e+02 1.44e+02  -1.0 1.53e+03    -  3.18e-03 4.81e-05f  1
 316  4.5262594e+04 5.28e+02 2.77e+02  -1.0 1.29e+03    -  3.36e-04 1.76e-04f  1
 317  4.5166583e+04 5.27e+02 9.33e+04  -1.0 1.33e+03    -  8.95e-02 2.57e-03f  1
 318  4.5185187e+04 4.98e+02 2.84e+04  -1.0 4.77e+02    -  3.51e-03 5.36e-02h  1
 319  4.5185158e+04 4.98e+02 1.10e+06  -1.0 2.89e+01   7.2 5.84e-04 4.09e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  4.5185137e+04 4.98e+02 2.54e+07  -1.0 2.86e+01   6.7 8.96e-04 3.41e-05h  1
 321  4.5185060e+04 4.98e+02 8.05e+08  -1.0 2.76e+01   6.2 3.27e-02 1.39e-04h  1
 322  4.5185538e+04 4.98e+02 8.09e+08  -1.0 4.33e+01   5.7 8.32e-04 4.07e-04h  1
 323  4.5189961e+04 4.96e+02 8.74e+08  -1.0 4.38e+01   5.3 2.93e-02 3.62e-03h  1
 324  4.5190841e+04 4.96e+02 8.74e+08  -1.0 4.32e+01   4.8 5.22e-03 6.70e-04h  1
 325r 4.5190841e+04 4.96e+02 1.00e+03   0.7 0.00e+00   4.3 0.00e+00 2.54e-07R  6
 326r 4.5357561e+04 4.90e+02 5.31e+04   0.7 1.99e+03    -  1.62e-02 1.01e-03f  1
 327r 4.8505105e+04 3.64e+02 3.38e+04   0.7 2.12e+03    -  1.21e-02 1.71e-02f  1
 328  4.8495316e+04 3.64e+02 1.89e+02  -1.0 3.15e+03    -  3.29e-03 3.70e-05f  1
 329  4.8469959e+04 3.64e+02 2.36e+02  -1.0 2.09e+03    -  3.09e-04 2.42e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  4.8437164e+04 3.64e+02 4.76e+03  -1.0 2.55e+03    -  6.42e-03 2.58e-04f  1
 331  4.8432672e+04 3.63e+02 6.26e+03  -1.0 6.97e+02    -  1.57e-03 3.60e-04f  1
 332  4.8436259e+04 3.58e+02 4.72e+04  -1.0 7.50e+02    -  4.77e-02 1.61e-02h  1
 333  4.8458545e+04 3.47e+02 1.28e+04  -1.0 6.23e+02    -  2.45e-03 2.91e-02h  1
 334  4.8494223e+04 3.24e+02 1.55e+04  -1.0 6.62e+02    -  4.62e-02 6.67e-02h  1
 335  4.8480849e+04 3.13e+02 2.91e+04  -1.0 7.24e+02    -  1.99e-02 3.22e-02f  1
 336  4.8239251e+04 4.82e+02 1.01e+05  -1.0 7.03e+02    -  2.21e-02 8.58e-02f  1
 337  4.8304920e+04 4.50e+02 1.43e+05  -1.0 5.10e+02    -  2.95e-02 6.89e-02h  1
 338  4.8370706e+04 5.90e+02 3.77e+05  -1.0 6.72e+02    -  5.34e-02 2.81e-01H  1
 339  4.8409151e+04 5.68e+02 2.61e+05  -1.0 3.63e+02    -  1.43e-01 6.01e-02h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  4.8409338e+04 5.68e+02 1.31e+05  -1.0 4.26e+02    -  1.29e-01 1.89e-04H  1
 341  4.8657079e+04 6.37e+02 9.91e+04  -1.0 3.57e+02    -  3.96e-01 4.10e-01H  1
 342  4.9684051e+04 3.07e+02 4.47e+05  -1.0 7.59e+01    -  2.17e-03 1.00e+00h  1
 343  4.9684377e+04 3.06e+02 6.59e+05  -1.0 4.48e+00   3.8 9.99e-05 2.10e-03f  3
 344  4.9684499e+04 3.06e+02 5.96e+05  -1.0 4.60e+00   3.3 2.06e-03 6.88e-04h  1
 345  4.9695557e+04 2.89e+02 5.48e+05  -1.0 4.67e+00   2.9 5.40e-02 5.29e-02h  1
 346  4.9720335e+04 2.56e+02 7.60e+05  -1.0 4.48e+00   2.4 5.75e-02 1.15e-01h  1
 347  4.9915527e+04 1.03e+01 1.93e+05  -1.0 4.15e+00   1.9 3.53e-01 1.00e+00h  1
 348  4.9449199e+04 7.57e+01 9.54e+04  -1.0 2.26e+02    -  3.11e-01 2.43e-01f  1
 349  4.9469757e+04 5.85e+01 5.40e+05  -1.0 3.89e+01    -  6.66e-02 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  4.9544030e+04 2.55e+01 1.38e+05  -1.0 1.69e+00   1.4 3.79e-01 5.64e-01h  1
 351  4.9398714e+04 3.63e+01 1.40e+05  -1.0 4.24e+03    -  1.11e-02 4.40e-03f  1
 352  4.7848065e+04 1.53e+03 1.91e+04  -1.0 5.88e+02    -  5.58e-01 4.37e-01F  1
 353  4.7781647e+04 1.42e+03 8.49e+04  -1.0 5.55e+01    -  2.79e-01 7.12e-02f  1
 354  4.7442469e+04 7.24e+02 4.94e+04  -1.0 4.79e+01    -  1.99e-01 4.60e-01f  1
 355  4.7442539e+04 7.23e+02 5.59e+04  -1.0 6.76e+01   1.9 9.05e-04 2.27e-04h  1
 356  4.7441307e+04 7.22e+02 5.00e+04  -1.0 1.77e+01    -  5.32e-02 1.59e-03f  1
 357  4.7441887e+04 7.22e+02 8.38e+05  -1.0 6.92e+01    -  5.19e-01 6.55e-04h  1
 358  4.7642417e+04 5.49e+02 4.91e+05  -1.0 7.03e+01    -  4.56e-03 2.15e-01h  1
 359  4.7650694e+04 4.93e+02 1.44e+06  -1.0 2.02e+01   2.3 3.21e-01 1.01e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  4.7716042e+04 3.94e+02 1.37e+05  -1.0 2.54e+01    -  6.80e-01 1.96e-01h  1
 361  4.7789057e+04 2.09e+01 3.73e+04  -1.0 1.39e+01   1.8 9.49e-01 1.00e+00h  1
 362  4.7788453e+04 4.53e-02 4.10e+04  -1.0 6.49e-01   1.3 9.71e-01 1.00e+00f  1
 363  4.7683211e+04 5.41e+00 9.90e+04  -1.0 4.22e+03    -  9.22e-01 9.40e-02f  1
 364  4.6960317e+04 3.52e+02 3.51e+04  -1.0 3.55e+04    -  1.00e+00 7.35e-01f  1
 365  4.6959771e+04 3.51e+02 5.87e+04  -1.0 6.84e+04    -  8.48e-01 1.57e-03f  1
 366  4.6875074e+04 4.20e+02 3.45e+04  -1.0 6.83e+04    -  7.84e-01 4.33e-01f  1
 367  4.6846244e+04 4.22e+02 1.70e+05  -1.0 3.88e+04    -  8.37e-01 5.26e-02f  1
 368  4.6853042e+04 3.96e+02 1.20e+04  -1.0 3.67e+04    -  1.00e+00 6.04e-02h  1
 369  4.6963843e+04 5.92e+00 2.65e+01  -1.0 3.45e+04    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  4.6958173e+04 4.11e-03 1.26e+03  -1.7 9.48e-02    -  7.99e-01 1.00e+00f  1
 371  4.6957493e+04 2.02e-05 1.14e+01  -1.7 5.83e-02    -  1.00e+00 1.00e+00f  1
 372  4.6955820e+04 7.22e-05 2.33e+02  -2.5 5.59e-02    -  8.17e-01 1.00e+00f  1
 373  4.6955742e+04 1.42e-06 1.95e+01  -2.5 3.20e-02    -  1.00e+00 1.00e+00f  1
 374  4.6955460e+04 2.45e-06 2.95e+01  -3.8 3.35e-02    -  8.38e-01 9.91e-01f  1
 375  4.6955452e+04 8.20e-08 2.57e+01  -3.8 5.44e-03    -  1.00e+00 1.00e+00f  1
 376  4.6955451e+04 1.83e-08 2.53e+01  -3.8 3.47e-04    -  1.00e+00 1.00e+00f  1
 377  4.6955450e+04 2.64e-09 1.56e+01  -3.8 6.79e-05    -  1.00e+00 1.00e+00f  1
 378  4.6955435e+04 6.33e-09 6.00e+00  -5.7 2.70e-03    -  8.88e-01 9.21e-01f  1
 379  4.6955434e+04 1.61e-09 2.28e+01  -5.7 1.46e-04   0.9 9.97e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  4.6955434e+04 1.73e-08 2.69e+01  -5.7 7.74e-03    -  1.00e+00 1.00e+00f  1
 381  4.6955434e+04 1.85e-09 3.47e-01  -5.7 4.05e-04    -  1.00e+00 1.00e+00h  1
 382  4.6955434e+04 3.46e-10 1.66e-02  -8.6 8.29e-04    -  9.74e-01 9.97e-01f  1
 383  4.6955433e+04 1.72e-10 2.14e+01  -8.6 1.72e-05   0.4 1.00e+00 1.00e+00f  1
 384  4.6955433e+04 4.05e-11 2.68e+01  -8.6 2.20e-04    -  1.00e+00 1.00e+00f  1
 385  4.6955433e+04 5.82e-11 3.86e-03  -8.6 3.90e-06    -  1.00e+00 1.00e+00h  1
 386  4.6955433e+04 2.91e-11 2.14e+01  -9.0 6.25e-06  -0.1 1.00e+00 1.00e+00f  1
 387  4.6955433e+04 5.09e-11 3.80e-03  -9.0 2.08e-06    -  1.00e+00 1.00e+00h  1
 388  4.6955433e+04 2.91e-11 2.14e+01  -9.0 4.16e-06  -0.6 1.00e+00 1.00e+00f  1
 389  4.6955433e+04 2.91e-11 3.75e-04  -9.0 1.39e-06    -  1.00e+00 1.00e+00h  1
