3.833137287297392248e+01,3.170630680177602301e+01,3.107753232022261969e+01,4.401337750299592955e+01,4.047779613416842182e+01,3.272291739052769088e+01,3.295474860221974467e+01,3.962956808707965450e+01,4.085232353609812606e+01,1.079830250966994676e+01,1.822693406330098753e+01,1.393625232146951376e+01,2.058223038404670291e+01,1.716980391314993071e+01,1.230689717035851238e+01,4.757443924123602130e+01,4.883540240851854719e+01,3.646562874381335462e+01,4.416983808720793547e+01,4.541653565819954963e+01,1.507942952531220904e+01,2.996383079030568197e+01,1.459844661653599118e+01,1.249096648267882159e+01,2.613963765175876475e+01,1.799773142549585359e+01,2.378736165189034324e+01
1.790871632098744470e+01,2.110139076937750602e+01,2.110291619032893706e+01,9.322910285565548349e+00,1.317965362521547767e+01,2.119694274933767630e+01,2.180504529876294839e+01,1.747459995616042505e+01,1.638543540574732305e+01,4.145210273922054967e+01,4.260336587513940998e+01,4.148364994805753980e+01,3.534391940426544920e+01,4.050856039011436849e+01,4.076381910583627644e+01,9.587686060421370726e+00,8.843311684861081545e+00,2.194932452814190782e+01,1.284846622578679920e+01,1.189459445193705811e+01,4.023394834056113467e+01,2.469402723517114140e+01,3.852605017273549493e+01,3.989052611379959501e+01,3.044248404600115876e+01,3.538428060097307082e+01,2.894685686283326476e+01
3.849336655032975330e+01,2.902861214464077122e+01,2.976269238026800323e+01,4.135260080345855727e+01,3.758519044818874022e+01,2.945243663423218905e+01,2.935506744149562053e+01,3.576878462215901777e+01,3.705181222207908576e+01,1.202640179328381187e+01,2.313573664569176458e+01,1.770353984614577314e+01,1.574635346631575139e+01,1.120211785530122484e+01,9.521964146738428170e+00,4.432348305385055198e+01,4.561974981708156918e+01,3.741984744626535075e+01,4.066390100218408321e+01,4.195546595286518254e+01,1.848262589153874913e+01,2.626162192583529986e+01,1.161744864232856678e+01,1.365274764414293251e+01,2.146010142444897895e+01,1.469905698990545773e+01,2.113481614775655970e+01
3.132068191557294767e+01,1.745890231718025376e+01,2.099292869761887559e+01,2.830656351928112358e+01,2.442545263841601866e+01,1.655172560393401326e+01,1.580149142228101411e+01,2.109065430019862575e+01,2.238646095752298493e+01,1.765084675024636240e+01,2.916422400566096940e+01,2.354823081240808946e+01,5.038873512659088227e+00,5.723215349789687600e+00,1.209574931594426772e+01,3.012347082059914172e+01,3.141529909814688182e+01,3.208295467823702296e+01,2.625142737974316631e+01,2.754546819131842383e+01,2.335847621218809067e+01,1.305266958722114978e+01,1.078974804415486943e+01,1.778265078497119589e+01,7.246657914520304722e+00,9.286394654918677105e+00,1.224488676904374884e+01
3.317460798539144662e+01,1.971454632727804679e+01,2.291540488456023539e+01,3.081148281399768152e+01,2.692457126580288929e+01,1.896544601491821069e+01,1.828105952701617198e+01,2.368217895182598909e+01,2.497949271865122256e+01,1.704030164035023276e+01,2.899943470483593799e+01,2.323900363025748916e+01,6.137902219414457683e+00,4.301661446142530210e+00,1.127099162763216000e+01,3.270709748585607457e+01,3.400063632166990146e+01,3.369376815074467402e+01,2.883941811953478052e+01,3.013501181451539424e+01,2.319358260522889026e+01,1.545398354275404174e+01,1.043457648650576886e+01,1.742594031997869664e+01,9.654763538290605851e+00,9.766372771638435424e+00,1.387151162643637115e+01
2.611712479223282557e+01,1.627467385450725246e+01,1.691351228755244662e+01,2.865265898540154765e+01,2.497184764855877859e+01,1.701534879236058728e+01,1.717049599502830404e+01,2.383063714753041751e+01,2.505982459765532866e+01,7.489854337395778217e+00,1.863857029599821402e+01,1.302778895434810913e+01,6.047243274716402439e+00,6.882923781528869078e+00,3.601207407322553955e+00,3.193318344273747655e+01,3.321119291067160617e+01,2.561890316260528522e+01,2.843798972695988070e+01,2.970003779006791333e+01,1.282882566969857585e+01,1.416267180854102392e+01,1.302571436995358489e+00,7.317294299567996596e+00,1.075825305138790178e+01,2.223897885219264570e+00,8.300541303635391444e+00
1.985795914160434705e+01,4.887162873781731420e+00,1.028390339966485278e+01,1.429018243953086831e+01,1.040072007020767764e+01,2.775215266036877626e+00,1.756466688161883560e+00,8.046348628526045488e+00,9.301840285730339275e+00,2.224954297525058422e+01,2.935993428257262750e+01,2.539033191358917918e+01,1.220527848267806270e+01,1.730347852561807542e+01,1.933736490535424224e+01,1.660026621505055644e+01,1.790276326756091407e+01,2.196216697133586493e+01,1.288049879113101603e+01,1.417621947384324166e+01,2.451956256832059466e+01,1.667923116356035740e+00,1.702157004167773025e+01,2.122520218018749105e+01,6.903352695290887020e+00,1.361716955163279685e+01,8.450334770600518297e+00
3.937484311544196913e+01,3.166284888039090006e+01,3.154530503884388537e+01,4.403708560537175742e+01,4.039717362871797945e+01,3.245367688422868468e+01,3.255525965134666677e+01,3.915594097003933172e+01,4.040813914245319438e+01,1.177711810327610564e+01,2.066383110695389291e+01,1.595256672891842697e+01,1.956559791519901381e+01,1.562641113913127633e+01,1.184356935451547521e+01,4.737554670407831026e+01,4.865420854326259814e+01,3.777397893003155360e+01,4.385751818056154150e+01,4.512637077893293736e+01,1.699632986391242184e+01,2.950347526034347112e+01,1.416563747361055547e+01,1.352785066112154944e+01,2.524837326683110206e+01,1.754263479117213365e+01,2.367926861848649622e+01
4.176932042392056843e+01,2.905257305184107963e+01,3.444116564399355696e+01,2.795333784918523179e+01,2.649003838565813851e+01,2.642554948537562964e+01,2.506718234065607120e+01,2.144630833176449869e+01,2.149051946368121335e+01,4.451022526559464154e+01,5.378603237416925964e+01,4.913424491647717218e+01,3.117726723739908223e+01,3.404219495582104571e+01,3.973343305959817684e+01,2.486195447632028888e+01,2.536088827101090715e+01,4.499064061980946860e+01,2.290900617703890774e+01,2.323786334390811348e+01,4.848540519220475176e+01,2.624568560799039574e+01,3.784945961636736200e+01,4.403076546066693453e+01,2.654785174284337401e+01,3.499026024465373297e+01,3.246748040460513351e+01
2.710365852693834654e+01,1.334124883958469532e+01,1.677112058645347759e+01,2.460409990416896520e+01,2.071390860080278529e+01,1.265110365027077144e+01,1.206724254112912575e+01,1.789892931921552588e+01,1.920151002405468432e+01,1.627593920308130393e+01,2.682607383224219078e+01,2.151730252209267036e+01,2.861894201240580582e+00,7.203513746610917146e+00,1.144716194409693522e+01,2.680019710908358377e+01,2.810225025277616240e+01,2.793756989184375783e+01,2.298537772993627470e+01,2.428850239990604365e+01,2.112063553670658678e+01,9.141395016756531433e+00,9.522363504140212598e+00,1.600232362788432994e+01,3.447115159139071849e+00,6.894624760992191348e+00,8.176623731352600899e+00
