5.063478999637403177e+01,5.707537180590649939e+01,4.394302636325895861e+01,4.392723384610253845e+01,3.140068787673934736e+01,4.250294432934735767e+01,4.131062055345592654e+01,4.114782620585727813e+01,6.039853469819485099e+01,5.097803630166596633e+01,4.617822357624390861e+01,4.622838403651167738e+01,5.202041325615216039e+01,4.451608463689453288e+01,4.941502749001782036e+01,5.024933273274109524e+01,3.002261608691523875e+01,5.442866794465664526e+01,5.422002103134302331e+01,5.860366140211370833e+01,5.940779168630947282e+01,4.620032259224696958e+01,4.609498232301183407e+01,5.137177607131671664e+01,5.143943689844944345e+01,5.192278233121120223e+01,3.357989236557705937e+01,3.400523737514527767e+01,4.442455974745868730e+01,4.527237040632330434e+01,4.041187230323664892e+01,4.023394834056113467e+01,5.108504531481499811e+01,3.939720374976270278e+01,4.271523928997488895e+01,4.349048632642094248e+01,4.848039935212937479e+01
2.655761743779421025e+01,3.789239482944850579e+01,2.114279626420815461e+01,2.154399590736485237e+01,1.051374236593725442e+01,1.336069262159130488e+01,1.376986217624190623e+01,1.395345669313353199e+01,3.044400876153071422e+01,2.151633191188677330e+01,1.703871630407486393e+01,1.627344840935944603e+01,2.237495330601577592e+01,1.484847894836614834e+01,1.979934901312303097e+01,2.066424059228045707e+01,1.401032666140269889e+01,2.524803649487121504e+01,2.516560652228690032e+01,2.864867058300560387e+01,2.945316670834572648e+01,1.986934669861425107e+01,2.008935400503101576e+01,3.059723746446032067e+01,3.101065704791278677e+01,2.654205403831301524e+01,8.230322757645231135e+00,8.173792888859683359e+00,1.545747553921960638e+01,1.633479975889110847e+01,1.253035643513482533e+01,1.269545693498253947e+01,2.153010996824656686e+01,1.433797733968812871e+01,1.307247963997637896e+01,1.376831786791966472e+01,1.897016186458985487e+01
5.296274807655293415e+01,5.625658739585144730e+01,4.640717738530758396e+01,4.619201186496137268e+01,3.581526351501628369e+01,4.879868310972944556e+01,4.658548778633164034e+01,4.624118773452407538e+01,6.763521836095942774e+01,5.714945622657864277e+01,5.514041840412897955e+01,5.382378998467162745e+01,6.042485630867859925e+01,5.128789110779106863e+01,5.787816817215324505e+01,5.874976773682889331e+01,3.296820912666736803e+01,6.009364256820492045e+01,5.974981341709762717e+01,6.589709051891766478e+01,6.675196987422584982e+01,5.023938876307315837e+01,4.995735492268893552e+01,5.190973497507108902e+01,5.179807348486423990e+01,5.487082977060132549e+01,4.365870412953897528e+01,4.398669621518374839e+01,5.350772428313116080e+01,5.438405033952670209e+01,4.599220058422726964e+01,4.563329081329611370e+01,5.962148706129616471e+01,4.364167045243429754e+01,4.954649624912453021e+01,5.040028158447215390e+01,5.708227860261696662e+01
3.273886277990381899e+01,4.618051480981419843e+01,3.166433968141663513e+01,3.233631455294460721e+01,2.958915009121199446e+01,1.837427132047530520e+01,2.244846199427919231e+01,2.312799604079770788e+01,1.596358456578101226e+01,1.739291428090278657e+01,6.210529968031023529e+00,1.175814315644767305e+01,6.900717841554866894e+00,1.578368577872764433e+01,6.712819081361476314e+00,6.373737798546810218e+00,3.381874372368550041e+01,2.019150527136182660e+01,2.072250456705835475e+01,1.467583637973498156e+01,1.492276288138778639e+01,2.601128681996507552e+01,2.666944232188429709e+01,3.934802808651080852e+01,3.999522634019756850e+01,3.067502755348550281e+01,1.720774954047380234e+01,1.678030368225551427e+01,7.336338582231366701e+00,6.502305168474564745e+00,2.174106288357032568e+01,2.242140752325625996e+01,6.142350256619585558e+00,2.650171853022836288e+01,1.631479752168663921e+01,1.566574118072457011e+01,6.333736653209641077e+00
2.371755173563323638e+01,3.204561477500847388e+01,2.885794160365396266e+01,2.931134589344430097e+01,3.814001789957629285e+01,2.629616227738361545e+01,2.753279750068299947e+01,2.779196046065415260e+01,1.350761811243240196e+01,1.799824838703101904e+01,2.846302255557562688e+01,2.447225943573011619e+01,2.293419677565766079e+01,2.469836991602361564e+01,2.467619641284994003e+01,2.431881929275985144e+01,4.101748592526059412e+01,1.430977085093620005e+01,1.448662228723507006e+01,1.467722111869101731e+01,1.447954444100880522e+01,2.382149159161370022e+01,2.419716814954876938e+01,2.902991711861026758e+01,2.962185471402090897e+01,2.093786232314461415e+01,4.005318627394466091e+01,3.949753609980087532e+01,2.996357398155732454e+01,2.954998448970692948e+01,2.833309563937418218e+01,2.856881834456736158e+01,2.398821756640915837e+01,3.026625414023632032e+01,2.644765186855896744e+01,2.580017106166419794e+01,2.575495272178192963e+01
2.434795007862510374e+01,3.780424950588113120e+01,2.328538699499823394e+01,2.396100368369169331e+01,2.272194001240206163e+01,1.025344487312448472e+01,1.431653138174310236e+01,1.499491395024344165e+01,1.307277514452097478e+01,9.525176535629029217e+00,3.908843066512175835e+00,3.398295865335268839e+00,4.388329638101456709e+00,7.478606872307369535e+00,2.111940235854568471e+00,2.935304344905742102e+00,2.688724726534363541e+01,1.294285010563713634e+01,1.334752028960908099e+01,1.130460900385893197e+01,1.198732621694130351e+01,1.756592237332698758e+01,1.822491040229792603e+01,3.091558986637163642e+01,3.156007178554421344e+01,2.238430757132704230e+01,1.580277041283972217e+01,1.525538069431649291e+01,5.184865371729284078e+00,4.892245309227593708e+00,1.377415571101879621e+01,1.444599197646801336e+01,3.783083000115142980e+00,1.848833669110802802e+01,8.326465976484758613e+00,7.560819450115370266e+00,2.111940235854568471e+00
3.107900401114141786e+01,4.450918160382582300e+01,3.016110050719064972e+01,3.083588250640652717e+01,2.860770351536576683e+01,1.698307304221321701e+01,2.106338404918531992e+01,2.174372868887125421e+01,1.448399429247006331e+01,1.565985092030832959e+01,5.247232031440703715e+00,1.024889447678846466e+01,5.164227613200998768e+00,1.431196780902634025e+01,5.036833477495315847e+00,4.641079846458711522e+00,3.283266057449966269e+01,1.843671339476621540e+01,1.896814555897030274e+01,1.312233800730655098e+01,1.342057265928054655e+01,2.442478173691208809e+01,2.508774420634166447e+01,3.771745192748119280e+01,3.836808348544211356e+01,2.898096352207834414e+01,1.730201580581724485e+01,1.684028706284638943e+01,6.682076635215143057e+00,5.806513069422704731e+00,2.041384775141724361e+01,2.109321489891541646e+01,4.387558182022030628e+00,2.516877157907221374e+01,1.495813580752679250e+01,1.426870675849379033e+01,4.785063371218590156e+00
4.494846365201312466e+01,5.685425803107385434e+01,4.003146096627501294e+01,4.047387653751009395e+01,2.916972626682817804e+01,2.964522180501570148e+01,3.163601996213746048e+01,3.200653835502499334e+01,4.058612911392938827e+01,3.575950591572524218e+01,2.447229639067342077e+01,2.846330890628737009e+01,3.058612834424850035e+01,2.960928475993392084e+01,2.836282389414258631e+01,2.891066731403190104e+01,3.190392307985506548e+01,3.969385097585344369e+01,3.987401533798612263e+01,3.892413037708602275e+01,3.947418037108200650e+01,3.779315962036739762e+01,3.815239192098919574e+01,4.950998531575631034e+01,4.995197138397607972e+01,4.444920110726926055e+01,1.338438399029020331e+01,1.389429999586647924e+01,2.283537562305960478e+01,2.336079622667028843e+01,3.033293448746269050e+01,3.070411370011591856e+01,2.947446397694059073e+01,3.313673417322817727e+01,2.830313645712805481e+01,2.856789585646064822e+01,2.725120692582536464e+01
3.141516173491231356e+01,4.306411468724607516e+01,2.626139108484775164e+01,2.668962786734567061e+01,1.567434390793587085e+01,1.702198596395908581e+01,1.827929324965484170e+01,1.856803864818972016e+01,3.202351435127131651e+01,2.446287268396189418e+01,1.693976633666209253e+01,1.811238942267890550e+01,2.295648832144088658e+01,1.780433691751433045e+01,2.036214825932020389e+01,2.116089673823443817e+01,1.890250255508518862e+01,2.836295018543861346e+01,2.838751479452238158e+01,3.022955006194574779e+01,3.096349868866900223e+01,2.446622843186884211e+01,2.475756829717823138e+01,3.573619147215086400e+01,3.616759515395309421e+01,3.116810625381612709e+01,4.643489012976758978e+00,4.933959639960138865e+00,1.516518872733631262e+01,1.600140410628746679e+01,1.698732334123343790e+01,1.727088871180115248e+01,2.196562941985812145e+01,1.938994901557088113e+01,1.618080278509321346e+01,1.669326459575980337e+01,1.936624180163774156e+01
3.193746018109128215e+01,4.406676334019717700e+01,2.722654904872507586e+01,2.770666305399955220e+01,1.763414894924393295e+01,1.672593669367359226e+01,1.860977554877811002e+01,1.899109986306342535e+01,3.023941651304593492e+01,2.350907263684471715e+01,1.467722111869102264e+01,1.669299584104769707e+01,2.084422129145908187e+01,1.702275256144829996e+01,1.828735103599581535e+01,1.904377642566550222e+01,2.114806314809470322e+01,2.745440701945546991e+01,2.754699889782257571e+01,2.846302255557563399e+01,2.915695372805674168e+01,2.476310505364700276e+01,2.512470610188650255e+01,3.668736977010437528e+01,3.715751995805896257e+01,3.142242832192607693e+01,1.755241291981646912e+00,2.150908994234121074e+00,1.287824529080323899e+01,1.367417016174629651e+01,1.730714580093833987e+01,1.769040329867868522e+01,1.981017266504359498e+01,2.031795085500468190e+01,1.555632305122708203e+01,1.593479320773942121e+01,1.724338446222612120e+01
