0.000000000000000000e+00,1.127382265119182669e+01,2.669423011736693852e+01,2.419243435695950240e+01,2.254330829958047389e+01,2.008932566021534782e+01,7.025091827807671940e+00,2.032553769534677457e+01,2.058981308365884288e+01,1.544427745856925149e+01,1.957391663919750968e+01,5.269012597300942069e+00,2.068328391653590259e+01,1.801248136854318105e+01,6.034691690347994353e+00,2.158998758175531307e+01
1.127382265119182669e+01,0.000000000000000000e+00,1.549183201723905157e+01,1.338407970024825566e+01,1.126948602860210080e+01,1.863709567025409086e+01,1.252975855926691295e+01,3.137803352225401099e+01,1.974576511427195413e+01,2.240443753876375155e+01,1.914165796947385090e+01,1.184336867319886188e+01,9.784767808674009970e+00,1.740200720550041424e+01,1.289303733301139232e+01,1.080559999185149422e+01
2.669423011736693852e+01,1.549183201723905157e+01,0.000000000000000000e+00,4.073561355168931364e+00,4.650397402840475536e+00,2.448910967352710699e+01,2.734752288095164729e+01,4.638175482707191577e+01,2.584846940641721247e+01,3.657409084214605599e+01,2.592012076890549821e+01,2.701481912540946695e+01,6.374303933532546651e+00,2.469023962329644561e+01,2.798154646669021517e+01,5.869378212677144546e+00
2.419243435695950240e+01,1.338407970024825566e+01,4.073561355168931364e+00,0.000000000000000000e+00,5.211415336179209490e+00,2.042058738593147993e+01,2.578528486156533361e+01,4.335697407377622881e+01,2.177938393777995785e+01,3.542115227653454923e+01,2.186437409873393278e+01,2.521350653494355143e+01,3.601741187631094743e+00,2.066136077900540613e+01,2.624666458955491066e+01,2.605837590694957129e+00
2.254330829958047389e+01,1.126948602860210080e+01,4.650397402840475536e+00,5.211415336179209490e+00,0.000000000000000000e+00,2.334572136588072411e+01,2.277510889501110114e+01,4.254203738369721322e+01,2.469321368196994015e+01,3.192897959379788020e+01,2.456771564288849419e+01,2.251265803815170941e+01,4.223078616009627417e+00,2.313290440129774694e+01,2.345410032761760633e+01,4.641517318416188864e+00
2.008932566021534782e+01,1.863709567025409086e+01,2.448910967352710699e+01,2.042058738593147993e+01,2.334572136588072411e+01,0.000000000000000000e+00,2.636381745811634048e+01,3.089374300279533614e+01,1.360689279371872562e+00,3.553269260905089766e+01,1.757243671696505416e+00,2.475753150372216993e+01,1.916159515885135889e+01,2.223897485694760867e+00,2.576099758226203562e+01,1.906455976443086797e+01
7.025091827807671940e+00,1.252975855926691295e+01,2.734752288095164729e+01,2.578528486156533361e+01,2.277510889501110114e+01,2.636381745811634048e+01,0.000000000000000000e+00,2.378773222711106783e+01,2.702236891992554035e+01,1.000753868562642523e+01,2.606750451748389352e+01,1.756079240038381784e+00,2.219238336238498377e+01,2.441590609474263118e+01,1.359185156839899822e+00,2.325344382161783940e+01
2.032553769534677457e+01,3.137803352225401099e+01,4.638175482707191577e+01,4.335697407377622881e+01,4.254203738369721322e+01,3.089374300279533614e+01,2.378773222711106783e+01,0.000000000000000000e+00,3.044073665750309843e+01,2.355267149281073813e+01,2.938674051181483904e+01,2.276908950057127257e+01,4.009399700481308315e+01,2.882326067693901450e+01,2.246843801004214569e+01,4.084254725346148973e+01
2.058981308365884288e+01,1.974576511427195413e+01,2.584846940641721247e+01,2.177938393777995785e+01,2.469321368196994015e+01,1.360689279371872562e+00,2.702236891992554035e+01,3.044073665750309843e+01,0.000000000000000000e+00,3.602401692106223408e+01,1.111948742847380434e+00,2.538491796114942645e+01,2.051369703352168017e+01,2.607143137972486979e+00,2.636451573933800319e+01,2.042308683727698693e+01
1.544427745856925149e+01,2.240443753876375155e+01,3.657409084214605599e+01,3.542115227653454923e+01,3.192897959379788020e+01,3.553269260905089766e+01,1.000753868562642523e+01,2.355267149281073813e+01,3.602401692106223408e+01,0.000000000000000000e+00,3.499686306988822082e+01,1.120224910286148834e+01,3.186709544570334884e+01,3.345364499228440280e+01,1.009941655913267944e+01,3.295433632359479503e+01
1.957391663919750968e+01,1.914165796947385090e+01,2.592012076890549821e+01,2.186437409873393278e+01,2.456771564288849419e+01,1.757243671696505416e+00,2.606750451748389352e+01,2.938674051181483904e+01,1.111948742847380434e+00,3.499686306988822082e+01,0.000000000000000000e+00,2.441666008348012440e+01,2.042308683727698693e+01,1.757243671696505416e+00,2.538491796114942645e+01,2.039279397130850668e+01
5.269012597300942069e+00,1.184336867319886188e+01,2.701481912540946695e+01,2.521350653494355143e+01,2.251265803815170941e+01,2.475753150372216993e+01,1.756079240038381784e+00,2.276908950057127257e+01,2.538491796114942645e+01,1.120224910286148834e+01,2.441666008348012440e+01,0.000000000000000000e+00,2.161176538194563079e+01,2.278084031916042917e+01,1.111948742847383986e+00,2.264544795699345059e+01
2.068328391653590259e+01,9.784767808674009970e+00,6.374303933532546651e+00,3.601741187631094743e+00,4.223078616009627417e+00,1.916159515885135889e+01,2.219238336238498377e+01,4.009399700481308315e+01,2.051369703352168017e+01,3.186709544570334884e+01,2.042308683727698693e+01,2.161176538194563079e+01,0.000000000000000000e+00,1.903210469193663457e+01,2.264544795699345414e+01,1.111948742847380434e+00
1.801248136854318105e+01,1.740200720550041424e+01,2.469023962329644561e+01,2.066136077900540613e+01,2.313290440129774694e+01,2.223897485694760867e+00,2.441590609474263118e+01,2.882326067693901450e+01,2.607143137972486979e+00,3.345364499228440280e+01,1.757243671696505416e+00,2.278084031916042917e+01,1.903210469193663457e+01,0.000000000000000000e+00,2.376372436920864573e+01,1.906455976443086797e+01
6.034691690347994353e+00,1.289303733301139232e+01,2.798154646669021517e+01,2.624666458955491066e+01,2.345410032761760633e+01,2.576099758226203562e+01,1.359185156839899822e+00,2.246843801004214569e+01,2.636451573933800319e+01,1.009941655913267944e+01,2.538491796114942645e+01,1.111948742847383986e+00,2.264544795699345414e+01,2.376372436920864573e+01,0.000000000000000000e+00,2.368622138364356999e+01
