2.790001518265863467e+01,2.453830279202820819e+01,2.788339155640042222e+01,2.719875508746737580e+01,2.556873091519538477e+01,1.776686353387823658e+01,3.009733175748178269e+01,2.002066281540885129e+01,2.205437358670468484e+01,2.225972457583073805e+01,2.303300472118105446e+01,2.337271462777970044e+01,2.860560886154867077e+01,2.790001518265863467e+01,1.270040357785109286e+01,1.139828984755704688e+01,2.284242333757447696e+01,2.319825427746676993e+01,2.832537226702548239e+01,2.555075119128072814e+01,2.478896133323173601e+01,2.478798136878381442e+01,2.512856806369140727e+01,2.531407599351531701e+01,1.782075854505025703e+01,7.809641086303169999e+00,1.708397344113511807e+01,2.801610438172768980e+01,1.789987887630018193e+01
2.050326126713929398e+01,2.166418540340264798e+01,2.196620883143578595e+01,2.116142075113191368e+01,2.952672566843352442e+01,1.177781544744163433e+01,2.605353299347928697e+01,8.367273196185196937e+00,7.901435396936501654e+00,1.037012351945342736e+01,5.049719503918528751e+00,4.499426578987120173e+00,2.326646363401960471e+01,2.246020843726802241e+01,2.506265499566293542e+01,2.479374576065588087e+01,4.447794972172157024e+00,3.891820600860271817e+00,1.513921020967412900e+01,2.451783244937715622e+01,2.378609824492353297e+01,4.393581953190990319e+00,3.909624644075947231e+00,1.777140566792551013e+01,2.112702678898098796e+01,2.346062949938422193e+01,2.058243470822747412e+01,2.395850894616604165e+01,2.168300087098274176e+01
2.020678591016538661e+01,1.639993741668751071e+01,1.990625540511674174e+01,1.932223794143202511e+01,3.275424499175962012e+01,2.011936033629397258e+01,3.578229942274730035e+01,1.647253873422152637e+01,1.809193798266230502e+01,1.730274855503081355e+01,2.002719581599017928e+01,2.050761675226676672e+01,2.045839501756830714e+01,1.983625561285747807e+01,2.033563923508093652e+01,1.906903589136316057e+01,2.017814596789900961e+01,2.067001602106387281e+01,3.125401778017735310e+01,1.703033318890200221e+01,1.632437096055548764e+01,2.168479937634824850e+01,2.215718228035846948e+01,1.806126073176800162e+01,9.579554456156284203e+00,1.303571568986243490e+00,8.991757235711913765e+00,1.971903710157826950e+01,9.532279882215433986e+00
2.055108317150720509e+01,1.616337150511133913e+01,1.950942097540086095e+01,1.931687514472773515e+01,4.236411810686515622e+01,2.955275387351164795e+01,4.556795587260592129e+01,2.328649432713556422e+01,2.432042640929673283e+01,2.264712933601359168e+01,2.683761565662793558e+01,2.737924080014779449e+01,1.943138454749847810e+01,1.918186902328686827e+01,2.971946841859512745e+01,2.842535435897084284e+01,2.723538762757565479e+01,2.778038457054289623e+01,4.060545383617528614e+01,1.507742802008835703e+01,1.480594333988109668e+01,2.825044997126888191e+01,2.878696868802762054e+01,1.980130627849814218e+01,1.138755161816405348e+01,1.108250140704154418e+01,1.158423282802439935e+01,1.826562800836740763e+01,1.090280571244146124e+01
2.920142591899414342e+01,2.497734049450393456e+01,2.854300357348306250e+01,2.812837206149070823e+01,3.630058375935073656e+01,2.820318796767154979e+01,4.127158878744400994e+01,2.673825548484829184e+01,2.841328341928953449e+01,2.762710557380157539e+01,3.025079594910847902e+01,3.071220340853900765e+01,2.879101558416694218e+01,2.834194904084241529e+01,2.346898333473141918e+01,2.219983609772331334e+01,3.034111032481285264e+01,3.081119883092350520e+01,3.913098486307065116e+01,2.471658172607553539e+01,2.422343158961565734e+01,3.193841896066370012e+01,3.239487333462626140e+01,2.756094997807726799e+01,1.858686146285358021e+01,1.080020488224861630e+01,1.827478154914672714e+01,2.779684213660593883e+01,1.832839162362835239e+01
3.198277504009196548e+01,2.861579267631865520e+01,3.196827453523398788e+01,3.128434651441685688e+01,2.399605694921565302e+01,1.955423238107474049e+01,2.953741829466390811e+01,2.358996743770680027e+01,2.566546880193221369e+01,2.605609986431836944e+01,2.640619483724501393e+01,2.670302620244049407e+01,3.268511746894804304e+01,3.198277504009196548e+01,1.130705236712551986e+01,1.010096104814248896e+01,2.613407133909666058e+01,2.644564959206016042e+01,2.938440455925571371e+01,2.958251454095814026e+01,2.883102305783218355e+01,2.814815573959412731e+01,2.844854274181445675e+01,2.937838394649751805e+01,2.188035335575739637e+01,1.178365496932262779e+01,2.115380776226253445e+01,3.208409507529250959e+01,2.194507504079468774e+01
1.162650308648557029e+01,1.389935928957961586e+01,1.323066293640549773e+01,1.252954189183146738e+01,3.757945033617311026e+01,1.889208284191053622e+01,3.512957926136527931e+01,7.658680084859001092e+00,5.548388362196843282e+00,5.267721857235059701e+00,6.338792345654251648e+00,6.507229895515041385e+00,1.448441510041627822e+01,1.376875064469295928e+01,3.063861852321204537e+01,3.002057508851351031e+01,7.149834813954161206e+00,7.341805321714178767e+00,2.459793535669179221e+01,1.669303647692882819e+01,1.612325677472440333e+01,5.508959276936090887e+00,5.809373015517238947e+00,9.475929255460988188e+00,1.597506044451246687e+01,2.231157427455736553e+01,1.578402655484810957e+01,1.539064462823984059e+01,1.647932743647307774e+01
4.531912123366224421e+01,4.428477943432466191e+01,4.628086415971687728e+01,4.540464701356564348e+01,4.397291055106007818e+00,1.858140885588120028e+01,4.396621413014582203e+00,3.105575944522396981e+01,3.254597104803828245e+01,3.482748111918085954e+01,3.069254251713819670e+01,3.046510017365341483e+01,4.748700045010184567e+01,4.661029961324516790e+01,1.593400366517937883e+01,1.717080640555234083e+01,2.984378134692102691e+01,2.962025763747832485e+01,1.501335940906142241e+01,4.661734358885679086e+01,4.574060854710058521e+01,3.150445339147346147e+01,3.130267042804247879e+01,4.213524018990976572e+01,3.970621831333859575e+01,3.354944432717788771e+01,3.883608265001470272e+01,4.762388316859087212e+01,4.011369080817618737e+01
4.065951060731467948e+01,3.843268783313884285e+01,4.119198903383047394e+01,4.036619461282418087e+01,9.476285866109652289e+00,1.734295771483011706e+01,1.681380458548132850e+01,2.804342827639504776e+01,3.002680371987118235e+01,3.161767899356154032e+01,2.927002355642027354e+01,2.928586009490651065e+01,4.221437552492660217e+01,4.138290037139601907e+01,5.255449283377423342e+00,6.383102263087025996e+00,2.860660248071141964e+01,2.863360338828915985e+01,2.181258487188792472e+01,4.020910050710946848e+01,3.935459864449453704e+01,3.066939906976276475e+01,3.070465423697399032e+01,3.757469220742855498e+01,3.254444749045453733e+01,2.409010403949171319e+01,3.168256191049070480e+01,4.199460895074608402e+01,3.281511437406746978e+01
1.160897889722796705e+01,7.341419953600812676e+00,1.090889125670459769e+01,1.050049219665019606e+01,3.998560206687171359e+01,2.408573123475781941e+01,4.144137771704755124e+01,1.502669097260947240e+01,1.562651248102986479e+01,1.361743559676612136e+01,1.835973934351091685e+01,1.891534380798351833e+01,1.121997539102828512e+01,1.072312971705398965e+01,2.845859951612955641e+01,2.728653476624739938e+01,1.890312862858962362e+01,1.945910300000804938e+01,3.449495326847161891e+01,7.473852758267894636e+00,6.817467777320908695e+00,1.956563273587254770e+01,2.011866339929979475e+01,1.039724089771113213e+01,2.223903897052780909e+00,1.044009693960661345e+01,2.862889494998081652e+00,1.032664555329596290e+01,1.667928125228209879e+00
