8.197806448200559259e+00,9.904338628721991000e+00,6.908708848715562567e+00,1.916648349689583242e+01,3.402714127551628565e+01,2.953801629210217783e+01,1.221770432613416624e+01,1.682150364496369477e+01,7.319086048504051867e+00,1.532052321035859244e+01,1.065078792491268800e+01,2.058974417565879733e+01,2.000987105465942406e+01,4.893845691082330696e+00,3.452022044469576656e+01,4.035110162401385736e+01,3.986169526698704146e+01,3.795984611617076609e+01,1.205162503627156845e+01,2.039498464424835333e+01,1.206972374460415409e+01,1.978610874611163695e+01,1.265229708194272895e+01,8.367320760359438836e+00,1.895441833505640972e+01,1.214985261428510022e+01,1.282677122756189192e+01,2.119236624449978734e+01,3.037024819357660377e+01
3.595515500989157687e+01,4.618801708741197132e+01,3.685936881775330676e+01,1.722752486895986834e+01,5.683414827979995643e+00,2.814393644526640870e+01,2.497730219812038044e+01,2.028473175954287555e+01,2.905480727854430256e+01,2.310619279917481705e+01,3.105163324042565876e+01,1.708006233424016429e+01,1.741425092352527315e+01,4.095955627468519822e+01,2.111378914821810504e+00,1.209486098186128444e+01,1.163902485656558916e+01,3.168842167893762962e+01,2.442264276206565299e+01,1.827503523869016178e+01,2.429413649963082378e+01,1.856291585743322869e+01,2.372670723588716513e+01,3.161318386638552624e+01,2.226759614125733222e+01,2.419845376956064698e+01,2.367921236981958089e+01,1.881117577923768280e+01,1.519827286978374836e+01
1.600859855518497454e+01,2.961291161011905615e+01,1.742322230410050921e+01,1.249795119750138994e+01,1.783710449031719136e+01,1.126715215431528350e+01,1.597417224466461150e+01,1.508639187959308003e+01,1.447127228745861416e+01,1.768886389353568589e+01,1.090617901166823600e+01,1.655548886304562473e+01,1.600263820736143572e+01,2.521736062575863357e+01,2.032888399647032429e+01,2.158203917631838564e+01,2.118451090810791726e+01,1.930443699985735151e+01,1.109603719181159853e+01,1.809210834904310516e+01,1.184319583006089616e+01,1.756137605324818907e+01,1.287796216615451783e+01,1.260902118063230759e+01,1.800586123889589940e+00,1.260646859149205667e+01,1.367442975331374733e+01,1.984714411112212673e+01,1.075954597466676255e+01
1.292429185139550896e+01,2.032300514446102824e+01,1.303147295493368318e+01,8.649484579234021808e+00,2.393077835407101617e+01,2.497821036432649677e+01,2.937385715616859461e+00,6.508091728928708797e+00,3.577734078960935094e+00,6.215768614803751646e+00,1.028599223830869214e+01,1.027811187664937265e+01,9.653009979312331623e+00,1.509045767489012668e+01,2.409821473633139988e+01,3.088609303650917326e+01,3.036630814549018709e+01,3.321550895645128776e+01,2.862630721810142997e+00,1.043194327051097581e+01,2.223899516292074718e+00,9.769533488337575733e+00,2.148433755377267218e+00,8.996924968327776995e+00,1.216078564372420878e+01,1.799363278251344900e+00,2.318558912052232301e+00,1.160397474250751593e+01,2.185279772426537548e+01
3.145768265217940041e+01,2.413872648860284187e+01,3.024024925388341600e+01,2.953704232606822089e+01,4.411041918519391203e+01,4.966692441444781281e+01,2.289367131106300590e+01,2.565591646755273558e+01,2.506179953426691043e+01,2.233226310001162318e+01,3.247468793959391320e+01,2.727657934625754166e+01,2.725120692377849707e+01,2.205832747864749166e+01,4.236177277615294656e+01,5.233200758120360518e+01,5.177678934295749968e+01,5.794655959916363486e+01,2.758492400789150167e+01,2.565585696517673853e+01,2.684433244459248513e+01,2.561087309828239356e+01,2.592659977652493097e+01,3.024553465183523571e+01,3.688339627612305094e+01,2.611294691596688367e+01,2.521681187749660324e+01,2.469746336368349304e+01,4.536079359174071612e+01
1.178195132661320876e+01,2.446891461664683831e+01,1.294455000063423356e+01,1.033158186660356748e+01,2.072295821554639872e+01,1.621591867294841904e+01,1.119593802218585132e+01,1.161322390383745784e+01,8.921466858772792108e+00,1.353036419090203779e+01,6.690212271024035040e+00,1.413854345720363170e+01,1.348697998784427021e+01,1.986986224459513295e+01,2.235651191515210812e+01,2.588040506091278559e+01,2.542857258068023185e+01,2.452347526605145589e+01,6.047473926498174279e+00,1.531640081773537787e+01,6.894130617067066424e+00,1.468569638728816784e+01,8.180923481815330689e+00,7.750678331349102557e+00,3.950494963513103475e+00,7.746525015172034401e+00,9.049501561253153525e+00,1.699448671765230756e+01,1.547290632857817982e+01
4.015662272012247769e+01,5.229768869547463339e+01,4.137363721411892215e+01,2.444507508130724460e+01,8.771342410318570870e+00,2.589100614998496042e+01,3.241683226740372703e+01,2.810940431512232607e+01,3.518432380128270154e+01,3.129420251713611023e+01,3.499385121396161225e+01,2.560190244119909053e+01,2.575455794120658837e+01,4.727375081851784699e+01,1.058527095265554507e+01,4.077053198394132494e+00,4.114786784781903073e+00,2.661053487559698993e+01,3.044800071690814747e+01,2.710679836261724418e+01,3.058827819378696589e+01,2.723409058291992224e+01,3.044490562719439097e+01,3.616580051184762112e+01,2.517252491814628712e+01,3.075407367294870298e+01,3.065066340669866207e+01,2.800525938397699122e+01,1.420319216882700353e+01
3.218067324323092038e+01,3.225412836408225559e+01,3.170164171965359401e+01,1.983000639522793307e+01,3.105751807813504684e+01,4.304576755502035468e+01,1.738947449893363029e+01,1.681908504817491234e+01,2.286285249583228563e+01,1.457478452415237946e+01,3.052960443116142031e+01,1.611152845532704703e+01,1.646538657465364253e+01,2.788483826969484269e+01,2.842775800674175102e+01,3.950647529023668625e+01,3.895889689306623893e+01,5.046999818593778286e+01,2.236121505999456360e+01,1.433137091406472763e+01,2.148525884330528513e+01,1.469670454323959596e+01,2.005544154048763517e+01,2.895958379010849626e+01,3.022844984747736774e+01,2.061138675499493900e+01,1.917868654018613128e+01,1.268768115729105617e+01,3.503641082703278187e+01
1.842447399848281009e+01,2.307291563226945286e+01,1.859979837675796688e+01,3.776464601869859905e+01,4.769307818898470686e+01,3.025661920972029151e+01,3.410654980435880645e+01,3.744802718287401433e+01,2.800307604164269293e+01,3.749668883690905119e+01,2.197044501900228042e+01,4.092250645061835002e+01,4.024500848288128196e+01,2.440037638321535240e+01,5.000328542214054295e+01,5.051960816436903912e+01,5.021582585614883953e+01,3.593263919817344743e+01,3.067720745339747168e+01,4.152221280478774901e+01,3.133191333026203296e+01,4.084336734478650754e+01,3.267409048382901915e+01,2.248109046064021754e+01,2.984588791299898958e+01,3.199509783116507577e+01,3.334970461878203452e+01,4.286575696475035357e+01,3.976788737197016133e+01
5.601185270499151159e+00,8.921607150278756393e+00,3.950796609391366676e+00,2.291789066453396373e+01,3.674383542347376164e+01,2.855681107810919173e+01,1.691829857220280786e+01,2.120122175855274094e+01,1.113108664730780184e+01,2.021526062001473534e+01,1.029580285029980935e+01,2.497471080983406821e+01,2.434748265353339036e+01,6.518251504423929532e+00,3.776018683394968178e+01,4.227446977916861925e+01,4.182236928251679586e+01,3.675055461127978162e+01,1.537863217139238792e+01,2.503716564652047083e+01,1.567107501851644358e+01,2.439263662274701616e+01,1.661318114945940394e+01,8.656172315434170983e+00,2.002890095676773541e+01,1.600445069748138138e+01,1.700255645766359081e+01,2.602467125910252932e+01,3.175871188560968150e+01
