3.797663932396505260e+01,3.988707012297860643e+01,5.692105580872184589e+01,7.914492775516005274e+00,8.195701503207661887e+00,3.122334160310844098e+01,5.896742930634061963e+01,3.238047371770630178e+01,1.514192070078730445e+01,1.660467703957706576e+01,4.060256878645139267e+01,4.294495888104681569e+01,3.896163956722537591e+01,3.897185233829384998e+01,3.449731620820260503e+01,2.007875235579242457e+01,3.995747273635513608e+01,1.861808422614275216e+01
1.506167785715598484e+01,1.603509498914744569e+01,1.711589894191932970e+01,4.871489908083496090e+01,4.525019256305784410e+01,4.686873948266897116e+01,2.038703268653378586e+01,4.666573122933196771e+01,2.861882988576251208e+01,2.475992130349961684e+01,7.805706442310149207e+00,1.680613911669012239e+01,1.236059960864638718e+01,2.121654260630045385e+01,1.783253984322051977e+01,2.516630033865911997e+01,6.221765171152102702e+00,2.290310869118220083e+01
4.378720224620224855e+01,4.589993223780572862e+01,5.727920885269944762e+01,1.982062173694933804e+01,1.390211769596412061e+01,4.890908901977030609e+01,6.036532179584826707e+01,4.987888660059324053e+01,2.626404285333482846e+01,2.183020331565754546e+01,3.590742346734984380e+01,3.403531712125193565e+01,3.230643118785159373e+01,2.807726868125196162e+01,2.590666685565269489e+01,3.001288692730244989e+01,3.611290600034943310e+01,2.394714079998024303e+01
1.389491892256064531e+01,1.433436322692567089e+01,1.316801666044471908e+01,5.185780125381418060e+01,4.866197318474431910e+01,4.719355137354021679e+01,1.625027735768170345e+01,4.686066156006810246e+01,3.089055584801505461e+01,2.773421266541198094e+01,1.161460842314845010e+01,2.035747929381771826e+01,1.633607002440593448e+01,2.520326585835753619e+01,2.202645039470693433e+01,2.700091863822169458e+01,1.020065297890547740e+01,2.572071604302852421e+01
5.694094823867047239e+00,7.316319140127013121e+00,2.717810827256916895e+01,4.060776919993873690e+01,3.920068396744353123e+01,2.919661410446131811e+01,2.806045648804863291e+01,2.887088049362439435e+01,1.756686948456884068e+01,1.853597646520314157e+01,2.369052205936079147e+01,3.199498265799299546e+01,2.644495340058027821e+01,3.369844938598831163e+01,2.843873806118977043e+01,1.265461689811655432e+01,2.198707698255912035e+01,1.626085825125242224e+01
2.697886391052441013e+01,2.901792208010964558e+01,4.476599470224726929e+01,1.985072044165935523e+01,1.724000863877073186e+01,3.162198062385367692e+01,4.700125243583406842e+01,3.234777890907957953e+01,7.159767163511109089e+00,4.305987778529146048e+00,2.846560916531771213e+01,3.175652739830738724e+01,2.727667894640208246e+01,2.879058564715941060e+01,2.370564680137258051e+01,1.090162938163519435e+01,2.771688925388542657e+01,6.517991853418654280e+00
4.434491467115201857e+01,4.609898183147211626e+01,6.434382362955820156e+01,7.262765027173609056e+00,1.249769913278083777e+01,2.992934246578649748e+01,6.608621129885253254e+01,3.129305031163877970e+01,2.160259993146996038e+01,2.473912410366345682e+01,4.919452120156994823e+01,5.181738991752009582e+01,4.774568296616796914e+01,4.785747171415325596e+01,4.338739021111831562e+01,2.626800444883945929e+01,4.845976755580080919e+01,2.650895890424722623e+01
1.131104501516783856e+01,1.282154518016417555e+01,2.071138086485739294e+01,4.404986821891730386e+01,4.094692815069103631e+01,4.148075684105995720e+01,2.335500486977862522e+01,4.132610638101172640e+01,2.325598143528332429e+01,1.991678818935213258e+01,1.079668483220272357e+01,1.952845904179670455e+01,1.422116812902737770e+01,2.248957604018707102e+01,1.800504449574192378e+01,1.964832490039850299e+01,9.054579619184803363e+00,1.790367103728525677e+01
1.028027233171357224e+01,1.237998993321531138e+01,2.880216345183846016e+01,3.629366565555435642e+01,3.412871081942339657e+01,3.193113487330157341e+01,3.057665293298372688e+01,3.190484484941135435e+01,1.399559575878778972e+01,1.276687826014884486e+01,1.930050296642368579e+01,2.674316388091537533e+01,2.114366960308920440e+01,2.759931234394019839e+01,2.216076889913409786e+01,9.835245285155332695e+00,1.776712366564189338e+01,1.044566443373657627e+01
1.421207128983769685e+01,1.339530995603406183e+01,3.204501112881631286e+01,4.830328410999836564e+01,4.829832232014906879e+01,2.473198425996671546e+01,3.114196452124665626e+01,2.378479128681472332e+01,2.641656671971131942e+01,2.990769872887339531e+01,3.606862279024496587e+01,4.479351902238192196e+01,3.936206981933565885e+01,4.699193546948225730e+01,4.181716010970981756e+01,2.192004391576290701e+01,3.431478819550761727e+01,2.788808700340744906e+01
3.594303543388404165e+01,3.758732386182134633e+01,3.790931233483372864e+01,4.508030466909441003e+01,3.968542007884883560e+01,5.958927395670179550e+01,4.185793765222334883e+01,5.992559002971873383e+01,3.516234232938678161e+01,2.836080182624121448e+01,1.570035991635544548e+01,7.988521298578219465e+00,1.102251228746754741e+01,2.326412023402741003e+00,7.785318484912853165e+00,3.494397237168603709e+01,1.716620365805204429e+01,2.833587743335282738e+01
1.155054940361116955e+01,1.365794786633536084e+01,2.949963046642169573e+01,3.536338123865856176e+01,3.305367582143490779e+01,3.241950408634533431e+01,3.141142414401404892e+01,3.245060708878403943e+01,1.338746990165186723e+01,1.162907523698006251e+01,1.881507861986463226e+01,2.597050750922385376e+01,2.038603925786465254e+01,2.657404295510677983e+01,2.109082221573554961e+01,9.548947829723434921e+00,1.734558599381867694e+01,9.322438594861770511e+00
1.684005198302369521e+01,1.529173793634652512e+01,8.650527907108374492e+00,6.231926254568435297e+01,6.009323228026060804e+01,4.850324210706763495e+01,6.706139665718438891e+00,4.774314909880870061e+01,3.960153686396209594e+01,3.863809734587707823e+01,2.650496984968217973e+01,3.489436920365825046e+01,3.127525982877959976e+01,4.012243606656463868e+01,3.698451618679614228e+01,3.485581370819762981e+01,2.516893891179772780e+01,3.635621817057387517e+01
2.319143398154442792e+01,2.512095686994745947e+01,4.253451320054148965e+01,2.269772290343371779e+01,2.128347246937149606e+01,2.682749657772643559e+01,4.437005469249635325e+01,2.743324391269490903e+01,1.757113945215852402e+00,5.214767488612405799e+00,2.891867333336221790e+01,3.364702383214977743e+01,2.864742883436360188e+01,3.167323210217683993e+01,2.625388131831930139e+01,5.692189240251688709e+00,2.787354612939357779e+01,5.601236207101252695e+00
9.042585162545064392e+00,7.486182193231935678e+00,1.391596326589315780e+01,5.475893817233402672e+01,5.275958510014935143e+01,4.134345758392151282e+01,1.376844319086004376e+01,4.067694568226242069e+01,3.191215041654286821e+01,3.136763834852283850e+01,2.340255471715933311e+01,3.237495084513796684e+01,2.787589575379800877e+01,3.666105356096331036e+01,3.271820069121608299e+01,2.711787852232800944e+01,2.179195922385179074e+01,2.905636983931659856e+01
1.663066666667851834e+01,1.776485230734376586e+01,3.828281308250011961e+01,3.363243058043276079e+01,3.371835587270656021e+01,1.860294974244651200e+01,3.889761699708161302e+01,1.852601253809267945e+01,1.224051714930962831e+01,1.724419201026496040e+01,3.268485352790828813e+01,3.993837942495220972e+01,3.436678767097843945e+01,4.007027563923492863e+01,3.448403427608624838e+01,8.619285114812759829e+00,3.113615902033007643e+01,1.576306386275231297e+01
2.391796222624103052e+01,2.576807871921485216e+01,3.166205893871299182e+01,3.794826593848423357e+01,3.347656317993713770e+01,4.692291151566674756e+01,3.506943348865020482e+01,4.717979468757202710e+01,2.325701073863020341e+01,1.690001219527176701e+01,9.904908948696826698e+00,1.185340321098115979e+01,7.354540814721667097e+00,1.080343177123713616e+01,5.274459912487906799e+00,2.229782736570565760e+01,1.002764909056053000e+01,1.628009886366813319e+01
9.548698397797917181e+00,9.522066307031110455e+00,1.317896842259587231e+01,5.167245712693289761e+01,4.901599244908457820e+01,4.345104416010310189e+01,1.508059430936262224e+01,4.300362694952314513e+01,2.962827703467335638e+01,2.762577927558045232e+01,1.625900938097366932e+01,2.522873936589260779e+01,2.077200260759956407e+01,2.959244527123490087e+01,2.584993821826996196e+01,2.525701379450152828e+01,1.466271151378312787e+01,2.542282305664672037e+01
2.343371265851809682e+01,2.359654797956282479e+01,4.392723259041463280e+01,4.078231114716331263e+01,4.221451781670384662e+01,1.184279555113581495e+01,4.349866833769974050e+01,1.090723804139470765e+01,2.275150965291115313e+01,2.858339875970906974e+01,4.300744545268482000e+01,5.083093064828911878e+01,4.522878232907891061e+01,5.143922282923648481e+01,4.588433907222837860e+01,2.003854370300830112e+01,4.135315058767795904e+01,2.727859596267443720e+01
