4.710502787939496727e+01,3.745699559504647880e+01,3.789321187185043982e+01,2.131569415685783042e+01,1.395160438968842165e+01,7.354371406626264651e+00,8.998181939967142995e+00,5.049697062105084733e+00,3.950739213360493718e+00,8.805838550228994421e+00,1.111948745971747199e+00,5.559743776724238584e-01,2.962920531809960423e+01,2.997848143666115206e+01,2.730566969522698528e+01,2.793428118818718175e+01,2.036160685018982619e+01,2.116033570358455762e+01,1.269431733227121839e+01,1.801059018400891221e+00,1.342125427907601320e+01,2.325417403289773421e+00,7.509735181908784973e+00,1.546341831507275266e+01,1.600728623777363069e+01,1.154262923641764615e+01,9.519530701385889415e+00,9.138489603648366710e+00,1.878538956855352637e+01,1.635151672172787940e+01,4.122335730249576002e+00,2.022971641001428011e+01,1.647845913315122957e+01,1.690018516013116923e+01
1.673164567380406353e+01,6.522510390263402513e+00,6.902667399259041048e+00,1.723521135716812935e+01,2.644639082661577589e+01,2.495419408722315424e+01,2.244366682185239625e+01,2.794974856145876174e+01,3.363428584785538789e+01,3.908406210891125454e+01,3.185602213688824236e+01,3.143109596784299953e+01,5.881430959135076186e+00,5.257895022657930184e+00,1.364959522120342150e+01,1.390217990728983999e+01,2.966089733172853116e+01,3.024372344100621390e+01,2.627128071835310408e+01,2.931308857267871915e+01,2.666296622583010034e+01,2.890425373609134141e+01,3.567039823884604033e+01,1.612099150898610844e+01,1.578724049414510233e+01,3.683203635247871688e+01,4.050884998352054822e+01,4.009853394212333200e+01,2.854078528858550001e+01,1.910280461157818621e+01,3.324037728360242028e+01,1.079952981380526111e+01,1.847483014282417813e+01,1.889828551313630811e+01
3.286815839925056082e+01,2.505892310946934032e+01,2.567039512146861213e+01,2.235201969368581842e+01,7.021932749918626371e+00,1.056351305737932655e+01,1.417621947384324343e+01,1.294890509500835662e+01,2.169364260576045922e+01,2.316823242162637086e+01,1.895192416738448316e+01,1.839742446740125104e+01,1.567107043571050795e+01,1.626507182263705431e+01,2.489278790168237521e+01,2.554458707519896521e+01,1.020479824043476036e+01,1.092546690052670399e+01,7.316373484691673035e+00,1.613757277243069055e+01,7.387614036922894201e+00,1.558210920863212756e+01,2.502807724005406342e+01,1.370811990565592531e+01,1.425408816400881840e+01,1.851122406416715194e+01,2.578465443634374665e+01,2.525779190181722811e+01,8.849187528057704810e+00,2.154283493959676221e+00,2.168300048552392312e+01,1.177181216025056365e+01,2.637996399304320061e+00,1.760344950954561893e+00
6.518467567832821885e+00,7.569393640217056074e+00,7.030268588783321171e+00,2.885863041479723279e+01,3.946691635977380486e+01,3.872619812676813211e+01,3.617368611261953504e+01,4.173233368144690303e+01,4.736863932514054198e+01,5.288989118128812095e+01,4.565798473685632075e+01,4.523970985234507936e+01,1.688166434453038534e+01,1.628097361645741614e+01,2.328686667244397057e+01,2.315734433842342099e+01,4.157576574088710686e+01,4.201525025911729472e+01,3.946816915713110774e+01,4.313356521565162893e+01,3.975289843942911006e+01,4.272675157934471457e+01,4.925188498149263694e+01,2.974730953586706761e+01,2.934754335078212151e+01,5.033420841026630654e+01,5.432855291570854916e+01,5.392021225083139768e+01,4.073954693844073915e+01,3.221610664169986649e+01,4.695197857847044531e+01,2.462244122421784454e+01,3.164340393895109926e+01,3.192105636904649657e+01
3.197291322041046868e+01,3.091558986637163997e+01,3.156007178554421344e+01,4.176677240384958623e+01,2.561098797181877273e+01,3.241069835883392614e+01,3.628983594316080286e+01,3.424623210209011148e+01,4.324453223361625476e+01,4.234115287829011010e+01,4.039745323308941494e+01,3.984660405830602770e+01,2.437268535534031599e+01,2.494479465263128759e+01,4.172824377237613902e+01,4.222992118969801822e+01,2.084938346243992413e+01,2.042558864796667351e+01,2.676450259670469833e+01,3.774881092657224002e+01,2.616612467343245640e+01,3.720028801832943088e+01,4.674720622973988782e+01,3.436050773372600986e+01,3.471535461140964429e+01,3.544503714379285952e+01,4.561004099182333960e+01,4.505431518181106298e+01,2.177851450658130261e+01,2.421069553867596014e+01,4.334582262865496460e+01,2.970081659719736678e+01,2.444832800282751251e+01,2.368840417721307645e+01
6.706736939986144286e+00,3.908695479933684602e+00,3.601225383440787908e+00,2.668974476139525720e+01,3.539758733132860868e+01,3.501273258897979446e+01,3.286015543772324321e+01,3.802824632109075509e+01,4.404176739800351470e+01,4.921671334839670209e+01,4.220386834409634247e+01,4.176580791156685990e+01,1.277338468602032329e+01,1.219839476132256095e+01,2.169345872747126336e+01,2.168300155666272389e+01,3.736499253606629622e+01,3.779635325036341698e+01,3.544229206695212753e+01,3.960753298371410125e+01,3.569870192443447365e+01,3.917989218174144384e+01,4.610129971421606143e+01,2.655113442339984786e+01,2.620878827474490080e+01,4.639328255818047353e+01,5.079594789596802684e+01,5.037124556645768791e+01,3.655048054705238059e+01,2.819537504609257539e+01,4.365698148635431153e+01,2.110657774293006383e+01,2.763998240306380438e+01,2.788013896171840145e+01
2.787397768696007461e+01,1.780397864837040345e+01,1.779118069973954874e+01,6.450891506813776211e+00,2.865183207872443205e+01,2.345675927602291111e+01,1.807818507453488976e+01,2.590275088775631573e+01,2.814801467798869083e+01,3.569812272632234595e+01,2.737533742719497099e+01,2.713148497005910897e+01,1.731428433744562057e+01,1.694932009272316975e+01,8.850848485637102803e-01,1.477603196588075596e+00,3.409623575787786365e+01,3.488003717787453439e+01,2.790979241042700210e+01,2.561857472228421884e+01,2.861537721908914023e+01,2.541871010192729941e+01,2.899505141506132588e+01,1.236524958064548052e+01,1.169148287961292176e+01,3.608882403219694623e+01,3.598679108318593478e+01,3.571519788352057390e+01,3.254325547577694522e+01,2.233598752328152770e+01,2.757565076519820124e+01,1.239724503737343930e+01,2.167347048729659065e+01,2.246586061369386655e+01
4.555311840830538017e+01,3.527428096140854308e+01,3.555549343772002402e+01,1.442842809114069702e+01,2.151619688878096426e+01,1.334726454322662903e+01,8.585307253583257747e+00,1.317324323805847186e+01,8.855512404939142712e+00,1.766733678511157635e+01,9.774082157401466020e+00,9.915374402147074662e+00,2.941853658807202621e+01,2.955197228185649649e+01,2.094000537244662397e+01,2.145361326890440168e+01,2.840442030155180930e+01,2.926793642079225677e+01,2.022683811592339254e+01,1.015635996159847920e+01,2.108899215601866928e+01,1.044148888815575127e+01,8.430944147378884423e+00,1.307367722185869674e+01,1.323201315409651002e+01,2.162796053354569636e+01,1.664591236226668869e+01,1.654346444532653848e+01,2.668031471974867941e+01,2.061143147312863277e+01,8.177538198675344816e+00,1.920668049569011160e+01,2.039725111310867689e+01,2.113671526308254300e+01
2.408677914788447794e+01,1.661609030850202018e+01,1.725872143252786728e+01,2.115198910031477908e+01,1.580426641886654693e+01,1.749791178053563812e+01,1.835971458960062819e+01,2.036449914015528861e+01,2.825040583125561611e+01,3.127469924212260466e+01,2.578715645075648055e+01,2.526034610154093585e+01,7.157218569687457510e+00,7.806749676280126948e+00,2.129003388410107434e+01,2.183781198219566022e+01,1.770966596466425358e+01,1.821844040431384570e+01,1.603575671714177631e+01,2.293628832441715204e+01,1.616305651791832432e+01,2.241142664962311315e+01,3.118476127059070890e+01,1.448610601038019396e+01,1.469228353397619991e+01,2.721364962570313750e+01,3.353806208757196572e+01,3.304129395029915628e+01,1.678401341329961838e+01,9.043133981184292125e+00,2.807820779958323953e+01,9.124476819086231316e+00,8.651347287638175843e+00,8.604474507717286613e+00
3.548299300067535000e+01,2.551055652311119459e+01,2.589800591501620275e+01,1.102857364806651219e+01,1.468539162613014781e+01,8.177454994195107574e+00,3.447607910194522507e+00,1.056942936364399088e+01,1.464333980665670509e+01,2.087529136923707185e+01,1.302760463104503152e+01,1.265449129245213733e+01,1.860509855285338077e+01,1.881537836253284013e+01,1.590658115341297929e+01,1.657688213397593557e+01,2.117183012208548476e+01,2.203821908221208048e+01,1.365897430110309152e+01,1.074783456035491014e+01,1.448529906076645801e+01,1.044148888815575482e+01,1.677122298339033435e+01,3.191415865687810882e+00,3.788175185574186532e+00,2.075272937806047224e+01,2.179254917276641734e+01,2.142780242726173157e+01,1.944230160578919353e+01,1.075749067819768179e+01,1.424357510353282663e+01,8.494314218979305053e+00,1.034119680168816302e+01,1.119325378812882477e+01
2.636590450456631984e+01,1.800875418796007921e+01,1.860333937086757672e+01,1.853500802091453536e+01,1.393325111867717503e+01,1.448224347797184208e+01,1.502665695378735577e+01,1.741936062617102010e+01,2.504911353128687423e+01,2.848137570023684262e+01,2.264721940965927161e+01,2.212947094630258249e+01,8.785829943459878777e+00,9.322573177466461303e+00,1.946997027175387629e+01,2.006749191519797648e+01,1.706975478614235442e+01,1.770212192548500951e+01,1.393153125642132295e+01,1.981259400924191638e+01,1.420900262787181845e+01,1.929888322587218141e+01,2.792143002167751575e+01,1.132443759753488699e+01,1.158701061530698517e+01,2.493763110853604914e+01,3.058803389500038250e+01,3.010419580228137448e+01,1.587541451731401487e+01,6.684711811294034689e+00,2.485474627328219555e+01,6.515664739708932451e+00,6.144339646351620665e+00,6.375999637117316432e+00
4.195059502158031961e+01,3.167354401454090862e+01,3.195748092352108927e+01,1.133312128991196666e+01,2.004063595823929234e+01,1.195191986282731911e+01,6.049350237805088959e+00,1.259433745619527656e+01,1.091574847497924594e+01,1.931789077207124805e+01,1.093475638564633634e+01,1.089227132917618057e+01,2.589860013838231723e+01,2.601451979515458035e+01,1.777973115225567469e+01,1.833143522534172476e+01,2.692670581245454642e+01,2.780264052356653082e+01,1.879840232513714327e+01,1.033405370468652151e+01,1.967584469532193836e+01,1.043821912411810615e+01,1.141806917922279396e+01,9.548983590954044587e+00,9.669395219450736434e+00,2.209042197202691327e+01,1.888625248496102316e+01,1.869708694922974246e+01,2.517537717717740264e+01,1.806853859614285085e+01,1.028382593759486952e+01,1.570049098727555048e+01,1.777182637999905168e+01,1.856580234005805252e+01
