0.000000000000000000e+00,2.754221155427403289e+01,4.989699464394300321e+01,9.304614489121661336e+00,2.160450537290617845e+01,4.998639674219984386e+01,4.719589246198859911e+01,3.546307674071625371e+01,1.891551845926521480e+01,1.052066138856429944e+01,4.598777275101434725e+01,2.962549215569550753e+01,3.140151676639645473e+01,4.333217304926377267e+01,5.667474613021369834e+01,5.080303522277344541e+01,3.838511440361883587e+01,5.288801329887498781e+01,6.314508363569827765e+01,5.163905267372843610e+01,3.131564290275195717e+01,3.227528686233302579e+01,3.095501990214908972e+01,3.398243116981046086e+01,5.238470783620566351e+01,3.408572496053881906e+01,4.043612121676488869e+01,4.400072960998562621e+01,3.380059321257482452e+01,4.059876496061694695e+01,2.882529172214185209e+01,3.138852013159914733e+01,6.900957053665645446e+01,5.151698102854419403e+01,3.014608192476695336e+01,9.790156074965775446e+00,6.035883594850870537e+01,5.662896324669208070e+01,3.599943252505858737e+01,2.392172202365979317e+01,4.130852901486320405e+01,3.370550203811702517e+01,4.828385104247486481e+01,3.666767488028780519e+01,5.910613596622751231e+01,4.333217304926377267e+01,2.993050339854195840e+01,3.270368069691066637e+01,3.102029654437684769e+01,2.497989554355697805e+01,4.864675770075923822e+01,6.543910204986694623e+01,4.738710148644994291e+01,3.867953022532493179e+01,1.303966856846374966e+01,3.622750568611840549e+01,3.603097985054542107e+01,3.339257921690672504e+01,5.193566745003844431e+01,6.321517428647529613e+01
2.754221155427403289e+01,0.000000000000000000e+00,3.534972003281954755e+01,2.228062427300131532e+01,1.043014824483914005e+01,2.669943378501011111e+01,2.001507737125285402e+01,2.645110360596795118e+01,2.278531912820200844e+01,2.240508757284363739e+01,2.150599045021912659e+01,2.263742227462175194e+01,5.882362791100939070e+00,3.908707533073681617e+01,2.936370435994282246e+01,2.859193309798482474e+01,2.861967293257730560e+01,3.283869811502210467e+01,3.702216265988671751e+01,3.672391385634480088e+01,3.540595324213362716e+01,7.784376140723954229e+00,6.897025219026149401e+00,8.131138110540291564e+00,3.354990838365402794e+01,3.658396208162866259e+01,3.716903770536159612e+01,2.378496570610255745e+01,6.809269652525266281e+00,1.763964123447219023e+01,4.084583468177821253e+00,2.102323421494676836e+01,4.304347992885229246e+01,2.397753333732876158e+01,1.010317896483466349e+01,2.903864030910325411e+01,3.836659520032053194e+01,3.705733000461192006e+01,2.605074992892551577e+01,1.731044426583512319e+01,3.091455817589771016e+01,1.229958860589246150e+01,2.496820715857971962e+01,2.771356054372741440e+01,3.160723963347048482e+01,3.908707533073681617e+01,2.811279814641249430e+01,5.724108937370337991e+00,1.401227673200446233e+01,2.080962497960101487e+01,2.114085733934177114e+01,3.961373603139850985e+01,2.605074992892552643e+01,1.120255399356299897e+01,1.799838959960392870e+01,1.768896815622132124e+01,9.531212258001504622e+00,1.984327610538223752e+01,2.742262003187547137e+01,3.581603201067446918e+01
4.989699464394300321e+01,3.534972003281954755e+01,0.000000000000000000e+00,4.061721060780327974e+01,3.119899697997896837e+01,1.809597227184504575e+01,4.062272798047862921e+01,1.477143417609059028e+01,3.160595839357823422e+01,3.948493733012246309e+01,2.148278817239214789e+01,2.037984861781274404e+01,2.998652384244536862e+01,1.667923114271070872e+01,3.529612831291458264e+01,1.549111798423034969e+01,1.206297054666981516e+01,1.080465984117018508e+01,3.138861220312799105e+01,1.754663749920243987e+00,2.778697375802336467e+01,4.117526665147303788e+01,2.856457091197343701e+01,2.888738758499905046e+01,8.243629818429246470e+00,2.578402337169606895e+01,1.799717877819490397e+01,1.342866492484342444e+01,3.731289142354037836e+01,2.015660014041445791e+01,3.126513656464172541e+01,1.857045285667345524e+01,3.433905566592702741e+01,3.794089515404358082e+01,4.501008538936800107e+01,4.359260209964968880e+01,1.784289626053584144e+01,1.111948742847381055e+01,1.404193567512468377e+01,2.613887948677580297e+01,9.491139752075042679e+00,2.312724410771427230e+01,1.827833854004794745e+01,1.380280899427902774e+01,4.316951490803484859e+01,1.667923114271070872e+01,2.238338023382046060e+01,3.713019170851390527e+01,2.199474865929117939e+01,2.498625445799141787e+01,3.486117616426154342e+01,3.149165255249438289e+01,1.404193567512468910e+01,3.576071581418199941e+01,3.716200149340771475e+01,1.766075187659822276e+01,2.931228004813604926e+01,1.722326766440841439e+01,2.151014598935741162e+01,4.736679312859214264e+01
9.304614489121661336e+00,2.228062427300131532e+01,4.061721060780327974e+01,0.000000000000000000e+00,1.395441253817872607e+01,4.171080337435385843e+01,4.227598780643924670e+01,2.615894387301991131e+01,9.783288329391723437e+00,1.361527795095927917e+00,3.814169714093746677e+01,2.032174733771615038e+01,2.480144817486340969e+01,3.443975239514210074e+01,5.012251719583071008e+01,4.227968630841834141e+01,2.908216517344449414e+01,4.398570828245441788e+01,5.558752274991310571e+01,4.236226539051583728e+01,2.336258084628452281e+01,2.862074478751751982e+01,2.397738087849386091e+01,2.723660853886815048e+01,4.335142931738720051e+01,2.593592354697873148e+01,3.158752647912069378e+01,3.530517731796260250e+01,2.903867181958540300e+01,3.255541942278897238e+01,2.240504675807373047e+01,2.215555247068611067e+01,6.130906480291085359e+01,4.577246497201259956e+01,2.780006986362952048e+01,6.809202462750986840e+00,5.164458331571799476e+01,4.762323803479329598e+01,2.669697051551660394e+01,1.478813942255704816e+01,3.200711736411840747e+01,2.576439151232062841e+01,4.005729223761144908e+01,2.736732849025578673e+01,5.352956607147679335e+01,3.443975239514210074e+01,2.088445127503064569e+01,2.793181932318176308e+01,2.252409301430696331e+01,1.567659048483151629e+01,4.260345162697962706e+01,5.771166712827359646e+01,3.878199890422204987e+01,3.335846228542142455e+01,4.651519971400391640e+00,2.758898017363363664e+01,2.941897084147459296e+01,2.431088924382723704e+01,4.394319268309316584e+01,5.788541142389895100e+01
2.160450537290617845e+01,1.043014824483914005e+01,3.119899697997896837e+01,1.395441253817872607e+01,0.000000000000000000e+00,2.841062902128464174e+01,2.941909510032355612e+01,1.907156187973306061e+01,1.238023647153153028e+01,1.361830425287529245e+01,2.441816938642091728e+01,1.400577119819837435e+01,1.111948742847380700e+01,3.090033919645444271e+01,3.622694046399146117e+01,2.936701620572696569e+01,2.175632280930690499e+01,3.200879093851863644e+01,4.173613454148914315e+01,3.282407233378877720e+01,2.531175209339998133e+01,1.810085996107325101e+01,1.009966425497849229e+01,1.341261751063684216e+01,3.189708547884982437e+01,2.675215624019608640e+01,2.860697171955035145e+01,2.283743658628899453e+01,1.699071026709576060e+01,1.899449922185410600e+01,8.999131317700916455e+00,1.360271137662651064e+01,4.752622972513452737e+01,3.224651354257403568e+01,1.934112214281383046e+01,2.019939632596622658e+01,3.907789570307518545e+01,3.598401331569205297e+01,1.903911874341266142e+01,7.577252705361905427e+00,2.449810956358600222e+01,1.210114536086336301e+01,2.669708569379567464e+01,2.042808944586538900e+01,4.003015474250570094e+01,3.090033919645444271e+01,1.858802497701324086e+01,1.597812959012902745e+01,9.877027377177144629e+00,1.102772570892467385e+01,2.894268598560978845e+01,4.393969920963726139e+01,2.605789945958910536e+01,2.042750671264744255e+01,9.302892570931451388e+00,1.513364741852214657e+01,1.562666531400974357e+01,1.400577119819837435e+01,3.033899513284524829e+01,4.449877363248279494e+01
4.998639674219984386e+01,2.669943378501011111e+01,1.809597227184504575e+01,4.171080337435385843e+01,2.841062902128464174e+01,0.000000000000000000e+00,2.406917787782526474e+01,2.339042776897706588e+01,3.553217482138376937e+01,4.101681789063906791e+01,5.549613305487230974e+00,2.589783645097194054e+01,2.088623564381815711e+01,3.241567161720560364e+01,1.721485221756359252e+01,2.936228497063332110e+00,2.260942799416974935e+01,8.806837322593356276e+00,1.556728239986332518e+01,1.827710308485858093e+01,3.894192132502082870e+01,2.961566314506064046e+01,2.039425669963318555e+01,1.858626363601625897e+01,1.101461370579984944e+01,3.802535100829141612e+01,3.255414090693187745e+01,7.783641199931669696e+00,2.538048534108937559e+01,9.524044784519038132e+00,2.325130285549437303e+01,2.260969840520716545e+01,2.042590398765343807e+01,2.031606923697156830e+01,3.416134850186384142e+01,4.692206253668091165e+01,1.174121889920809103e+01,1.242433143161445130e+01,2.228045064490883576e+01,2.779166582736098690e+01,2.219212858777452979e+01,1.636805567921850724e+01,1.755950209584923760e+00,2.350852272567780687e+01,2.508222319527117961e+01,3.241567161720560364e+01,3.116421114676576920e+01,2.569518683015577665e+01,1.920320427283539289e+01,2.897065912009998456e+01,1.763034757908487649e+01,1.689916445544623969e+01,4.650737399573142028e+00,2.187767152326183151e+01,3.722413394910726225e+01,1.440859808591323166e+01,1.763034757908487649e+01,1.933790917417190158e+01,3.602055134544763781e+00,2.927710993589031574e+01
4.719589246198859911e+01,2.001507737125285402e+01,4.062272798047862921e+01,4.227598780643924670e+01,2.941909510032355612e+01,2.406917787782526474e+01,0.000000000000000000e+00,3.874103155993818604e+01,4.148470482365425482e+01,4.234171555525752950e+01,1.932575133755698715e+01,3.745240302140635436e+01,1.860598166449532087e+01,5.095169264820023614e+01,1.394829488179093246e+01,2.699028858304054879e+01,3.969610614254575154e+01,3.283869811502210467e+01,2.477792089547768128e+01,4.128846922402859576e+01,5.174890233353209368e+01,1.544805595756093197e+01,2.009131152531375974e+01,1.699037398594443715e+01,3.485138896852476620e+01,5.213676408341257229e+01,4.994321145051122812e+01,2.727215639820467175e+01,1.341270270775236462e+01,2.108770693097373439e+01,2.042760740482716741e+01,3.462183618713873301e+01,3.029851612381846948e+01,6.386261977066722828e+00,1.921309726845127130e+01,4.900147384996203925e+01,3.406486849485626323e+01,3.645180690759780617e+01,3.788583819809155528e+01,3.449465299896333903e+01,4.083985297575897988e+01,2.252491335853530785e+01,2.311684252292948472e+01,3.961373603139850985e+01,1.238141642346449345e+01,5.095169264820023614e+01,4.362472264288700075e+01,1.451934379008033638e+01,2.702742425976359186e+01,3.758048771788057252e+01,6.806800045921932885e+00,2.771356054372741440e+01,2.689150520334122518e+01,8.999207506040674431e+00,3.790420866113701948e+01,2.671147537312475251e+01,1.497926726621913929e+01,3.188912557567623551e+01,2.202115364737110781e+01,1.609422577900552298e+01
3.546307674071625371e+01,2.645110360596795118e+01,1.477143417609059028e+01,2.615894387301991131e+01,1.907156187973306061e+01,2.339042776897706588e+01,3.874103155993818604e+01,0.000000000000000000e+00,1.688202487895967963e+01,2.496354035916041880e+01,2.325417415318428738e+01,5.873690925178668643e+00,2.262953983930896484e+01,1.274974185292325757e+01,3.868053703056565951e+01,2.228044048800808952e+01,2.935920288841655790e+00,2.113602043731244962e+01,3.894192132502082160e+01,1.652345973847746308e+01,1.556728239986333229e+01,3.373938697261456099e+01,2.088439654304406545e+01,2.283575462801222855e+01,1.956891225234225473e+01,1.470849649255049663e+01,1.126948602860209725e+01,1.562647623648290462e+01,3.076120377220924951e+01,1.856638786498932703e+01,2.272275323770250210e+01,5.548959818233198504e+00,4.345104415496404471e+01,3.840930939985318560e+01,3.654458410609935726e+01,2.882531159228586048e+01,2.937954360838791956e+01,2.375701305930821050e+01,1.111948742847380434e+00,1.243613234417769497e+01,5.871224628335432350e+00,1.653344091007707206e+01,2.240443753876375155e+01,1.358685265881009352e+00,4.533388050592260043e+01,1.274974185292325757e+01,8.244506599529884738e+00,3.017275571306844384e+01,1.275882632682966822e+01,1.050366368263498984e+01,3.484067297274707897e+01,4.005320604347014779e+01,1.890312862840547226e+01,3.132145504545685455e+01,2.311180189382906036e+01,1.209691875656712945e+01,2.430456273638953135e+01,7.024059023468172569e+00,2.682481132479897923e+01,4.994608618754137552e+01
1.891551845926521480e+01,2.278531912820200844e+01,3.160595839357823422e+01,9.783288329391723437e+00,1.238023647153153028e+01,3.553217482138376937e+01,4.148470482365425482e+01,1.688202487895967963e+01,0.000000000000000000e+00,8.463064982646518075e+00,3.295571267987689623e+01,1.127672172470371237e+01,2.289539816441287812e+01,2.468726703910012432e+01,4.672165553669284321e+01,3.554547842160917526e+01,1.974245396158832477e+01,3.629076205053128490e+01,5.043289536105540805e+01,3.336062187309301663e+01,1.468886257126469452e+01,3.034765056247522352e+01,2.151777197889973792e+01,2.480111694586489435e+01,3.529364996446972214e+01,1.690870686542780987e+01,2.185906433591051012e+01,2.835171802632613947e+01,2.936433401651293451e+01,2.723567132866897467e+01,2.114004753339990827e+01,1.379211307955086774e+01,5.581089699365195855e+01,4.370626150381630737e+01,3.102361280157623469e+01,1.207515090190138807e+01,4.430662434045100895e+01,3.959412089019958358e+01,1.756402385962542567e+01,7.901622274242384059e+00,2.262167408325640494e+01,2.117077694987604630e+01,3.403192495843746457e+01,1.799428328981129255e+01,5.143844037913958545e+01,2.468726703910012432e+01,1.110315273929827740e+01,2.835757221479837753e+01,1.689964787174713834e+01,6.896501496761269223e+00,4.023775052384268491e+01,5.222465092441892409e+01,3.194806125592187840e+01,3.255960896229424151e+01,8.463064982646518075e+00,2.113870111346544789e+01,2.699716582126158215e+01,1.659927870911230485e+01,3.827279135421463252e+01,5.601226030376604115e+01
1.052066138856429944e+01,2.240508757284363739e+01,3.948493733012246309e+01,1.361527795095927917e+00,1.361830425287529245e+01,4.101681789063906791e+01,4.234171555525752950e+01,2.496354035916041880e+01,8.463064982646518075e+00,0.000000000000000000e+00,3.757902005535282797e+01,1.914850012508253840e+01,2.461390690257515956e+01,3.309681288951772871e+01,4.984448964143595617e+01,4.150614534669912814e+01,2.787940523335832310e+01,4.307129193557356928e+01,5.506869271384555731e+01,4.123309171068060408e+01,2.201586215688147163e+01,2.897490697380339597e+01,2.370529961903316618e+01,2.699739396562780058e+01,4.237974243061194102e+01,2.457968745173594982e+01,3.024017152222756266e+01,3.448251407877071273e+01,2.919785305430073308e+01,3.195233201678840018e+01,2.228060375162622009e+01,2.108459502726191559e+01,6.074775989283738653e+01,4.567111922268078672e+01,2.836149242604018283e+01,6.671692457084283490e+00,5.079529576044809147e+01,4.666128244405241077e+01,2.552677491219735373e+01,1.381649322910326383e+01,3.079849316959989380e+01,2.521924438933509549e+01,3.938115762545642440e+01,2.615643125307087047e+01,5.344293241616519907e+01,3.309681288951772871e+01,1.955630894547248744e+01,2.809727197857161229e+01,2.181369566188860176e+01,1.451050073564637088e+01,4.245091903325727145e+01,5.714739495311848572e+01,3.798593742056006306e+01,3.338623614582366628e+01,4.447794971389523511e+00,2.680569929232891013e+01,2.919764171311277678e+01,2.333904406799788589e+01,4.332774050992147608e+01,5.783735850658777622e+01
