1.111948745974836950e+00,1.468499844144993682e+00,6.795925784199499109e-01,2.644738167269538920e+01,2.605569701543431549e+01,3.484551590634561080e+01,2.396198741856923320e+01,2.737927823284020334e+01,4.114210348543760887e+01,3.335846228552567538e+01,2.949795671309512457e+01,3.397568231713856335e+01,3.836825513034564494e+01,8.895589943169978753e+00,2.325441777180698999e+00,1.756208340553935487e+00,2.228047097748434524e+01,2.601404501292845950e+01,3.058614684511389115e+01,2.656006479680633348e+01,2.306432728978289504e+01,2.039907927506575902e+01,2.587341914452455072e+01,2.897160018231432232e+01,2.885906561355334432e+01,3.472265322836531709e+01,3.731413106360641052e+01,7.354355993184477747e+00,8.780396200191920020e-01,5.559743776785962543e-01,7.813252613471366459e+00,1.895353898692767203e+01,2.700087673009097600e+01,6.671692457605527871e+00,6.796759758722037414e-01
4.910488753511844351e+01,5.125572647025908424e+01,5.040082698224500746e+01,2.936266144763991548e+01,2.482304220193302413e+01,1.582338552054040903e+01,2.695348725147144364e+01,2.730751309523395420e+01,2.996497374621760557e+01,3.067857072692119047e+01,3.303759302580702695e+01,2.856760734913916622e+01,2.931206874658459682e+01,4.319750394262576521e+01,4.780939509405957466e+01,4.828801925845918674e+01,3.600613421712692030e+01,2.903797294666343376e+01,3.075300757120988493e+01,3.738053249858521099e+01,4.020939900193499028e+01,3.147581510946131544e+01,2.470808249128367251e+01,2.498341250148260073e+01,2.250190309674675504e+01,1.567174663968778070e+01,1.661466621635194230e+01,4.534224115424201784e+01,4.996039419133882120e+01,5.043706075949843637e+01,4.447097601173889103e+01,4.091777769360204076e+01,2.699804037439862725e+01,4.482689179111879696e+01,4.958667623667339086e+01
3.950683299609000443e+01,4.094842987662647005e+01,4.049447419139649185e+01,1.764764513184693229e+01,2.480072123149603769e+01,2.644832863451870608e+01,2.500793510163756395e+01,1.856868729570053134e+01,6.884731306000611006e+00,9.522319853429642933e+00,1.187987649378060162e+01,1.074385630149435578e+01,7.657948328353619161e+00,3.186729076055074827e+01,3.853793973450974164e+01,3.976315049926222400e+01,1.860285232508002196e+01,1.850570554828255254e+01,1.204965862877969229e+01,1.404802847122494924e+01,1.780414842590582225e+01,2.428930234083555817e+01,2.567811253611149169e+01,1.931933116458793265e+01,2.357585890607872514e+01,2.728959462036980455e+01,2.180263742516010694e+01,3.324971046876070346e+01,3.994496297779534899e+01,4.115090486977961604e+01,3.282113323729294763e+01,2.177860017158122830e+01,1.944154916858457938e+01,3.404335619760466614e+01,4.072189828484775376e+01
1.530980643180932255e+01,1.368472127909872604e+01,1.443463175079945415e+01,3.414405509124096483e+01,3.682962715689909317e+01,4.587508135251886188e+01,3.469315973495112360e+01,3.576847863998271038e+01,4.586798821770924661e+01,3.859231309211898520e+01,3.447881900046558457e+01,3.992910341587411693e+01,4.348875871192633014e+01,1.862539405196513798e+01,1.624241131890436662e+01,1.663905252507901977e+01,2.798073895064094074e+01,3.407255396918327506e+01,3.633237497328749299e+01,3.012877117908422520e+01,2.600670855289500238e+01,3.022903222631221709e+01,3.694335939110167999e+01,3.788208413374565708e+01,3.928496713656682005e+01,4.597642496817158531e+01,4.691304806755855594e+01,1.654755864038585500e+01,1.453067656017115361e+01,1.503476871900964618e+01,1.742307964450078828e+01,2.295479058261904370e+01,3.573041319628077161e+01,1.738947449893363029e+01,1.577906097877292169e+01
1.467814141477052559e+01,1.282969804999614638e+01,1.364975772599337844e+01,3.531396325782892376e+01,3.748343380933776103e+01,4.654188431327040831e+01,3.533380370040629970e+01,3.684535761242791807e+01,4.757074654154700966e+01,4.017275411260939677e+01,3.605068724304969408e+01,4.142165681445895586e+01,4.512389434951460032e+01,1.904161248927375283e+01,1.574719608400539173e+01,1.594444286106055664e+01,2.935368066090523698e+01,3.518349952651056611e+01,3.781950737348938674e+01,3.182753388792113114e+01,2.771240693656285003e+01,3.098125362504109859e+01,3.753769277366918544e+01,3.889283784723414072e+01,4.002986213400753002e+01,4.659544785953884372e+01,4.786932367592986282e+01,1.690477130021646346e+01,1.384090725013629175e+01,1.413093602017655748e+01,1.778035535876328410e+01,2.444486512805688250e+01,3.674967948966664011e+01,1.755505869816424180e+01,1.494140503345376025e+01
1.562651248102986479e+01,1.389935928559225786e+01,1.447129977604989293e+01,4.094896148419241655e+01,3.995270404221552951e+01,4.838459926834109126e+01,3.794174744331796489e+01,4.181620199193638143e+01,5.561405063293234718e+01,4.783311293892263194e+01,4.392197534373710255e+01,4.848899977803736050e+01,5.285690908215538286e+01,2.339045198293847250e+01,1.680338377323016985e+01,1.580287079387301041e+01,3.669430851396356275e+01,4.049517993797911686e+01,4.508006159689446690e+01,4.072801907988952053e+01,3.700119552077803320e+01,3.472954203040886512e+01,3.965512126491343281e+01,4.331303448045295568e+01,4.280659501423479441e+01,4.814870430009372626e+01,5.136681779190573138e+01,2.168300048552392312e+01,1.502668342640317789e+01,1.396566502364521156e+01,2.224935614260762407e+01,3.297788463602940112e+01,4.139798096108918202e+01,2.117070720189953192e+01,1.459841175793251367e+01
9.292176429014059380e+00,9.915454415463685223e+00,9.446788348108691835e+00,2.974758744027885982e+01,2.690266022169181070e+01,3.469278365970410505e+01,2.510192825197541922e+01,3.009182336139090452e+01,4.522001408040691217e+01,3.759034370683973236e+01,3.415531313328266094e+01,3.774959494278964911e+01,4.236344831452290549e+01,1.470271041316909155e+01,9.319082669549649367e+00,8.124830998277248639e+00,2.728845950723401970e+01,2.910972746798172750e+01,3.472925380566928055e+01,3.217246759373153964e+01,2.928827160197114665e+01,2.288584473943925701e+01,2.644765268264133340e+01,3.113456482849042217e+01,2.974912774335812315e+01,3.435451412327998355e+01,3.829983506757641010e+01,1.421887326160576848e+01,9.657132473762681357e+00,8.619126998855842103e+00,1.420411703364451839e+01,2.523761496072692267e+01,2.949798357524003833e+01,1.291171922033297825e+01,8.189164896030773022e+00
1.093608608413268790e+01,1.225129974750013417e+01,1.155908537311619178e+01,2.700098201636062001e+01,2.336083752202910802e+01,3.078487133146839483e+01,2.169366877602611865e+01,2.710805653064201692e+01,4.255624781430270076e+01,3.508772655617237746e+01,3.190705327924447232e+01,3.504770117356640213e+01,3.969500819081333276e+01,1.405322273583225012e+01,1.043944362331849440e+01,9.584858458858928287e+00,2.538419273267056653e+01,2.629672570977546187e+01,3.223481118840800264e+01,3.045133712983517071e+01,2.798891091496017935e+01,2.003248959179026301e+01,2.283552963284784809e+01,2.793142747711336327e+01,2.616663550033313612e+01,3.040327587525528585e+01,3.463848065609279558e+01,1.421352897015134076e+01,1.157244840838224142e+01,1.089360621348691716e+01,1.393547720719539385e+01,2.410567425137314501e+01,2.644744617396293052e+01,1.276217180086352521e+01,1.019981681882403812e+01
8.244643990842568826e+00,9.548769508022072472e+00,9.126196104173837753e+00,1.852745058673158240e+01,2.031806856006760498e+01,2.937259887190802843e+01,1.817630347074969421e+01,1.986506608937151341e+01,3.236088255684435921e+01,2.461343550703314875e+01,2.061591635860115801e+01,2.546713051367247971e+01,2.966192326273312219e+01,2.718286998545750954e+00,7.487126675933559738e+00,8.787009139391676271e+00,1.341241410408591683e+01,1.827902024763811184e+01,2.194764747029780949e+01,1.735524444442306446e+01,1.376891487004382242e+01,1.377381702870764713e+01,2.041930450960767018e+01,2.180969057374297293e+01,2.282665746482409475e+01,2.945830694904708480e+01,3.071267467169975873e+01,2.151487542827327903e+00,8.585168768274666462e+00,9.834691260633123377e+00,2.322146616492153370e+00,9.668726317190868613e+00,1.968839591621746266e+01,3.512093995516399225e+00,9.522452732864168823e+00
1.666054670565046081e+01,1.776093111281732462e+01,1.714766928021354175e+01,3.088508602378201573e+01,2.601461184111645508e+01,3.227536479591685037e+01,2.467880539029601650e+01,3.065868766001827339e+01,4.633633549053705991e+01,3.914780036415621112e+01,3.628976698748857643e+01,3.885892390867508084e+01,4.349655430036629156e+01,1.975066953656682145e+01,1.626359306730617860e+01,1.533121908160255131e+01,3.018444681837883437e+01,3.010770788295058153e+01,3.634170569607502443e+01,3.533156301453066561e+01,3.319487862353191332e+01,2.396330567664002231e+01,2.534982238966022550e+01,3.111264939091157089e+01,2.864597290048511979e+01,3.175642983432894795e+01,3.675073092710119482e+01,2.004995696914667391e+01,1.722859626489340457e+01,1.640816607624999435e+01,1.972936066528789567e+01,2.945333432703385768e+01,2.991147925716935774e+01,1.858971400804093221e+01,1.580086388075952897e+01
