4.647813067598698389e+00,1.131596296648000077e+01,1.349161810170190989e+01,1.337763780242324785e+01,3.046407184448151284e+01,2.934847019819610381e+01,2.903901797392098416e+01,2.146432089821501066e+01,1.391601234003957543e+01,1.285962782429312767e+01,6.800435676719993161e+00,9.549007451065692820e+00,8.367320760359438836e+00,1.513121203461276387e+01,1.567679657301677310e+01,1.572601310886361503e+01,2.319988698517594372e+01,2.291163751355842138e+01,1.199084573750033300e+01,2.265235347730748927e+01,2.227956659650170224e+01,2.172463106925494003e+01,2.188523067110040543e+01,1.708559102189962076e+01,2.392458744706172880e+01,2.355348714981171199e+01,1.578386879227332074e+01,2.051529461650392960e+01,2.437639001816523887e+01,2.880592662637361201e+01,2.832438598018504550e+01,2.315734749584927599e+01,1.284399956355717087e+01,7.565606017306381048e+00,7.905265456495560450e+00,1.991231427776236274e+01,1.944898242318247128e+01,1.447133511340289402e+01,2.670053098855311902e+01,1.814678704933067266e+01
1.221569664424280610e+01,1.492506608306806548e+01,4.394201200184736145e+00,4.078306500654202083e+00,3.569474140442856225e+01,3.581602970054590429e+01,2.755236582302791604e+01,2.466052608711142113e+01,1.679225283120945633e+01,1.706921552378558005e+01,1.127551411272884074e+01,1.369961002317923437e+01,1.428886151211520783e+01,1.689927165084248628e+01,6.706147996028817282e+00,6.153287609563042437e+00,6.511152917741397594e+00,6.144794528136213074e+00,1.811344747440373482e+01,2.670299972553423373e+01,1.985700334196557293e+01,1.945600419246340707e+01,2.676841670564867215e+01,9.922877838708529907e+00,8.771110890890634337e+00,8.244287034764207434e+00,9.661280101777197871e+00,2.708989690926524574e+01,1.907728685037937311e+01,1.724866110084643012e+01,1.669313488142280733e+01,1.853809487019766777e+01,1.198770366074601235e+01,9.446868379036152064e+00,9.265157292369810449e+00,9.787304970190431774e+00,9.284880506901277641e+00,1.575988375758662130e+01,1.090251629279868695e+01,8.655385841365504263e+00
1.395357901228653041e+01,2.368124828235837853e+01,1.741246391699687379e+01,1.337763780242324785e+01,1.888991821689948836e+01,1.895632137958568464e+01,1.361924378644919820e+01,7.911169917133076268e+00,1.801437873831296610e+00,3.095132781098490327e+00,1.698782524958096829e+01,6.265260012024535641e+00,7.259616836491026959e+00,2.735423514665975020e+01,2.129512131735080871e+01,2.092170426459112420e+01,1.999386394302788617e+01,2.009410343593737736e+01,4.755022696263681681e+00,9.883756158617440946e+00,6.805774407216392596e+00,6.261716437470031593e+00,9.906708810576486002e+00,8.178457027129290680e+00,1.768433157065685535e+01,1.767558982323505745e+01,7.662916743436519518e+00,1.045451823416783022e+01,9.603010339963111264e+00,1.712223075091550228e+01,1.682171924424366338e+01,8.300132559387588316e+00,2.298866561513083440e+01,1.269245898057471500e+01,1.220833004174006575e+01,1.093343214142420194e+01,1.089094191914032450e+01,1.303571568986243490e+00,2.046088985042821662e+01,1.021154341863849346e+01
1.501401599623316585e+01,2.165434241437850460e+01,2.397139087641233246e+01,2.277093383876488986e+01,2.546924592356963757e+01,2.360525588610865100e+01,2.897282566101337409e+01,2.003374227088628601e+01,1.636403074336910279e+01,1.507146216308976072e+01,1.772689699798768714e+01,1.482115439345148289e+01,1.364360554227059374e+01,2.520372942530111970e+01,2.652886435764445849e+01,2.653468958944081280e+01,3.256254673927472254e+01,3.237690932720311565e+01,1.334787099223921025e+01,2.019902272526508114e+01,2.441447924833892458e+01,2.393498975018736985e+01,1.901282629580570926e+01,2.358254056530838128e+01,3.227105501379880792e+01,3.201621923517189572e+01,2.238307740751514174e+01,1.669293692954859054e+01,2.765170950658978910e+01,3.471320160065720017e+01,3.433266997664283338e+01,2.635003287654411608e+01,2.366674574240314399e+01,1.733562480438127551e+01,1.745113993067842273e+01,2.676189291364131861e+01,2.644235238644261088e+01,1.766224010075799455e+01,3.519474031367412437e+01,2.525655962077215833e+01
1.799798402173732370e+01,1.248688791381576380e+01,2.263251193685864138e+01,2.521674873846887266e+01,4.503820211102151916e+01,4.354517404278108472e+01,4.466541436048289171e+01,3.690603482258307366e+01,2.953726151422362278e+01,2.848501151865095338e+01,1.649033420475632639e+01,2.501884671406606486e+01,2.391657666630008094e+01,1.276224289503074694e+01,2.195492433427020629e+01,2.238022028770065930e+01,3.331064001382779338e+01,3.284809119971064462e+01,2.754845623025121881e+01,3.791226883266811853e+01,3.780626081851421816e+01,3.725028650025026877e+01,3.701899197214489590e+01,3.132530174475451901e+01,3.564360044544268646e+01,3.515020775222425442e+01,3.009516668853728305e+01,3.530990316756204805e+01,3.962037480077330542e+01,4.259190506669104792e+01,4.206245106346546692e+01,3.845854764816795068e+01,1.595868953613400976e+01,2.057316765274798342e+01,2.111445180180422199e+01,3.362131597517593207e+01,3.308845002730445373e+01,3.003032373664218824e+01,3.792392677918260802e+01,3.182954481692692639e+01
8.785959605781641812e+00,1.255449222125866626e+01,1.722928913095284287e+01,1.756861770825769753e+01,3.218202164756040418e+01,3.076845541874962464e+01,3.224651398912445899e+01,2.414828109942789425e+01,1.735566635583479211e+01,1.618059233475350567e+01,1.008971703247034668e+01,1.342330997001601922e+01,1.216106694639056407e+01,1.596164431411057905e+01,1.889028454646516408e+01,1.902886433224484364e+01,2.730735976764328754e+01,2.699427689135429986e+01,1.501131145727381622e+01,2.506259066968421223e+01,2.589604467432124935e+01,2.534711713630496988e+01,2.414219210966061269e+01,2.133127616766604362e+01,2.819066363030416156e+01,2.780980219816451893e+01,2.002783617225155055e+01,2.241655043572277961e+01,2.825177833191640531e+01,3.305991086547702196e+01,3.258431906245102283e+01,2.700176136771043645e+01,1.497238947342279580e+01,1.177987879097414137e+01,1.215440915383226006e+01,2.419764175286484331e+01,2.373982379422202627e+01,1.811356460650454991e+01,3.094279206189003517e+01,2.243880527154760429e+01
3.345266776569926748e+01,4.005496308226339863e+01,2.966204746006433624e+01,2.614639868304738002e+01,3.278405595059773958e+01,3.465434863254060360e+01,1.955697569997922258e+01,2.583203050132392065e+01,2.583762822813551097e+01,2.712353500763007474e+01,3.468942955403259987e+01,2.819996639991751408e+01,2.950347621698669087e+01,4.245029223174810795e+01,3.225368094612389314e+01,3.169783228993993873e+01,2.139828571151915426e+01,2.194738957190951467e+01,2.886220711761955471e+01,2.737370454515989948e+01,1.865026803061160265e+01,1.898699305268034720e+01,2.848758316382219391e+01,2.007899745536887437e+01,1.728865032841118321e+01,1.784295947380674718e+01,2.137212490185245173e+01,3.076219938716085167e+01,1.492900047545745501e+01,8.585505291093765479e+00,9.126512677659414763e+00,1.616533013722915513e+01,3.747273616776196548e+01,3.065629593260925034e+01,3.013254731407017672e+01,1.754410860533146632e+01,1.807349729183988174e+01,2.453244158102506134e+01,1.663038092024484982e+01,1.934121913939830861e+01
2.941536695488894892e+01,3.937184375464222086e+01,3.395927316579521715e+01,2.987477943821521720e+01,3.451499257096095175e+00,5.520536443544061811e+00,9.782638462853631367e+00,8.656230946764001288e+00,1.724690764606408067e+01,1.765914896456856908e+01,3.279094046191577405e+01,2.196372777922436015e+01,2.244791620253124620e+01,4.319788379982482240e+01,3.784155057743040373e+01,3.746804194845717717e+01,3.508374897001996828e+01,3.531645706155156716e+01,1.777646258129050949e+01,6.897340222146554289e+00,1.430696804521107701e+01,1.448945003011674970e+01,7.488831422604540045e+00,2.351635222045996088e+01,3.173883029572449743e+01,3.192817785446450785e+01,2.351397468975788385e+01,9.126172999946914999e+00,1.724050031252154014e+01,2.658333937548009018e+01,2.662400580047469134e+01,1.679179246601225373e+01,3.917911472307564225e+01,2.884735922488906112e+01,2.842095426999372165e+01,2.520259104975670539e+01,2.542847956885027116e+01,1.780165451073254701e+01,3.398718984847733537e+01,2.530465622310822482e+01
2.610992571982318822e+01,2.802527273048906764e+01,1.816848687755037162e+01,1.739162076605820673e+01,4.254778592363154388e+01,4.345316053950433144e+01,3.106143424618468529e+01,3.218839876511663078e+01,2.665051589845757363e+01,2.746264194993734975e+01,2.530046149084501650e+01,2.550919893644709546e+01,2.649112720649663189e+01,2.895869978037580594e+01,1.860429866410663990e+01,1.814163763806569918e+01,7.558192132135644670e+00,7.898170410597424862e+00,2.899164236232765646e+01,3.428603686995139554e+01,2.510366541728807732e+01,2.498641580641821491e+01,3.483674216397644585e+01,1.774357158411357105e+01,8.167895688208739458e+00,8.224466090786613393e+00,1.855477035508561912e+01,3.605693609437911107e+01,2.226893161755608475e+01,1.424394809531799488e+01,1.392572941692441724e+01,2.258742448794281543e+01,2.465163258721421968e+01,2.319209771760558425e+01,2.290375021630142882e+01,1.494779981585033291e+01,1.495813580752679250e+01,2.524235236303607266e+01,5.460127111913204878e+00,1.571689748767958150e+01
2.955291647428836299e+01,3.270771794491117390e+01,2.243198868492273945e+01,2.079167197644223464e+01,4.166687277202341733e+01,4.288029804704185466e+01,2.932091654193071051e+01,3.199576089101434562e+01,2.778617458359342507e+01,2.878163482628551151e+01,2.926582653583713522e+01,2.760431000738873664e+01,2.873017266468778175e+01,3.396904391771285248e+01,2.345486900180980783e+01,2.295534398056498659e+01,1.172579288334348391e+01,1.220373698115571592e+01,3.044774913413965933e+01,3.401449505941353380e+01,2.448026280935620846e+01,2.448657539789565263e+01,3.474789856330558990e+01,1.908642273526805866e+01,1.018859264938269149e+01,1.053170891706062484e+01,2.015194787771042684e+01,3.631320821154387346e+01,2.112931885126906550e+01,1.187722850694216703e+01,1.175953185679599855e+01,2.175083549652570980e+01,2.945086230700511365e+01,2.654790853250305815e+01,2.617857281908833755e+01,1.594827481274172243e+01,1.615050237726403637e+01,2.632139249967727324e+01,7.385227702152929119e+00,1.721853846605522875e+01
