4.798335501574300110e+01,4.439062393900509562e+01,3.969662107646426108e+01,4.565843029153423061e+01,4.482597959860129322e+01,2.716300946359109858e+01,1.595843826534014198e+01,3.013143540248139729e+01,2.229684628774266741e+01,4.811237632338347225e+01,5.081746711730932020e+01,4.455057666360810487e+01,4.579047865065197698e+01,3.109689851611146238e+01,3.142946696776678550e+01,4.761781153522761656e+01,3.553482549303920024e+01,4.103311360125834995e+01,4.683327515660877793e+01,2.078788494808487997e+01,1.415163706335766136e+01,1.303341094042848880e+01,3.383011787272607052e+01,3.444736764357696757e+01,4.943445020647036614e+01,3.962683310932591496e+01,3.764604251562888493e+01,4.220133610237631672e+01,4.849500226083075205e+01,4.401652502773578135e+01,3.744261337905491871e+01,4.323106280091440823e+01,3.921141054711483775e+01,3.071026367209864461e+01,2.408560819550323018e+01,2.718178503230852883e+01,3.245568434351886822e+01,3.838017949135226559e+01,2.500354575338115737e+01,1.854270836598472982e+01,2.501560233004563116e+01,2.987397183317926164e+01,2.668908653360409033e+01,3.198728458958629517e+01,4.451786881525401185e+01,3.663087045031768696e+01,3.807927442249546601e+01
2.151723277319334926e+01,1.799787030086855211e+01,1.391599595236796638e+01,1.920638443765761139e+01,1.825283965606994840e+01,8.700356916458504841e+00,1.635104469321310461e+01,8.232306196197590964e+00,5.003769399385981309e+00,2.224931786734982353e+01,2.683839736203427506e+01,1.891539492485635066e+01,2.001507741595232659e+01,1.365779051375849207e+01,9.532776331239420031e+00,2.092946404232727176e+01,8.998752125216805453e+00,1.433627716175535127e+01,2.008847713603541152e+01,1.806853863341864042e+01,2.075007044437380443e+01,1.562662153912924801e+01,1.363801151995157390e+01,1.056806069317659080e+01,2.391661714320703069e+01,1.289213968572620850e+01,1.389717427188040411e+01,1.613748488875381426e+01,2.279494932419243725e+01,1.734496639476888546e+01,1.079669494438156008e+01,1.649008601162378085e+01,1.285945090577281213e+01,6.215521728429241222e+00,3.404350427760861386e+00,3.787799538248435294e+00,5.694571806554796112e+00,1.185216015533809575e+01,1.380911883483375391e+01,9.451564344153027264e+00,8.650960004256102565e+00,5.467335992541141110e+00,2.321852099097208022e+00,1.167409355515409430e+01,1.776614461366908770e+01,1.197069653665802669e+01,1.162120185160018337e+01
1.645454105471034367e+01,1.851735132267523909e+01,2.308644893504481743e+01,1.755600531069478265e+01,1.722547391110809301e+01,3.064824092555974744e+01,4.324572193648872087e+01,2.734785825441400320e+01,3.492101604880532051e+01,1.973579985043884122e+01,2.665034923363220543e+01,2.152835722651929373e+01,2.065527725152725935e+01,2.878476278427408630e+01,2.626052022286797794e+01,1.464891034605230402e+01,2.389295442747545550e+01,1.703455331210023260e+01,1.429397423821115787e+01,4.132452972591245555e+01,4.734048444855695692e+01,4.458024571703107597e+01,2.538776692593756934e+01,2.295519612303633394e+01,2.107189065889092205e+01,1.973860556202729910e+01,2.790159628665072944e+01,2.098898457183617339e+01,2.039245918735722896e+01,1.698835830792381074e+01,2.030822825707070933e+01,1.684939381946754722e+01,2.175964505235178237e+01,2.642223815376813434e+01,3.317232183899654530e+01,3.218402900171182779e+01,2.546848793554250179e+01,2.174426481176493908e+01,3.508403225199431574e+01,3.861983898670850124e+01,3.273759972912882432e+01,2.725668197118392300e+01,3.057700585874295740e+01,2.653082003457111426e+01,1.574719608400539173e+01,2.066449005271062589e+01,1.937755601221309831e+01
4.875105212350843686e+01,4.578763977147070108e+01,4.302267970065905445e+01,4.671551078126651646e+01,4.548399731197543616e+01,2.306441571185052197e+01,1.515941137368604252e+01,2.614612135451467978e+01,2.559168137461356451e+01,5.060147174055969543e+01,5.637704586389086359e+01,4.777216559308778443e+01,4.864010781411916184e+01,2.224935104984740875e+01,2.644680286817338910e+01,4.729611234622128535e+01,3.762678868454013070e+01,3.939563312805832140e+01,4.609339218576117503e+01,1.188067749544932639e+01,1.247485281650447142e+01,1.863441727754609190e+01,2.557482108562505374e+01,2.966178010678076760e+01,5.256880523818831819e+01,4.006529777827365280e+01,4.382378429884249016e+01,4.471577368071776704e+01,5.131528558691249486e+01,4.425650777845904571e+01,3.635885768235522164e+01,4.303356445564266863e+01,4.132635362466940165e+01,2.878681726866399870e+01,2.668362531368838475e+01,3.305703193857286948e+01,3.350429021943064356e+01,4.006432126267817040e+01,1.717037716355876853e+01,2.195071649488829379e+01,2.188676254918689423e+01,2.843676935919517845e+01,2.806378342738000597e+01,2.510174508436219654e+01,4.400533776070190584e+01,3.180687888432378685e+01,3.610392607750397787e+01
2.963165521575766448e+01,2.607095254643811444e+01,2.099473692903880107e+01,2.737421869989042378e+01,2.680551286505585296e+01,1.836370771227590737e+01,1.792871920220586901e+01,1.933301933250276505e+01,1.089962257708696391e+01,2.908473667578347133e+01,3.094747058143694929e+01,2.548351376483555697e+01,2.677521330552642453e+01,2.379944905127212351e+01,2.077060160067594197e+01,2.979261801025685585e+01,1.811029369559000557e+01,2.480808106258533385e+01,2.929182914461248188e+01,2.233614516826229135e+01,2.109696596441138539e+01,1.464176495454001881e+01,2.470504224605892674e+01,2.228661467836839805e+01,3.013500952164972446e+01,2.240558806343634046e+01,1.807465770524056836e+01,2.359845465646128915e+01,2.933650722519328369e+01,2.628940906037376379e+01,2.161499968940922756e+01,2.582856605320728249e+01,2.114245612901829929e+01,1.788741377122493859e+01,1.161902404370260733e+01,9.666073351411100134e+00,1.656564342163073533e+01,2.066442334311334150e+01,2.114548129681052657e+01,1.198041620551394892e+01,1.708637638941092973e+01,1.707481214607443221e+01,1.334801772156538568e+01,2.261203999273747201e+01,2.712045716942354190e+01,2.372487651631593764e+01,2.270000122166286616e+01
3.679492290410493638e+01,3.338616447907082119e+01,2.953719211266936284e+01,3.453069524169440285e+01,3.346910635569718551e+01,1.269121065674534243e+01,1.469040529518319982e+00,1.597353324276963349e+01,1.065079854269508708e+01,3.781240243124135247e+01,4.236405351222259696e+01,3.453078908997738239e+01,3.560839257016215953e+01,1.603497507922056187e+01,1.708415480045284696e+01,3.589916253459269768e+01,2.446287237917858448e+01,2.846398957297621735e+01,3.489678399598079039e+01,6.818216224105161594e+00,5.185236755613464865e+00,2.720541697240667300e+00,1.893654730360418625e+01,2.036395612273940614e+01,3.952695037724279814e+01,2.793090785494557338e+01,2.915911286263929725e+01,3.169788799038235538e+01,3.838640591764045240e+01,3.242518870839675316e+01,2.492139801911824293e+01,3.140062346899053836e+01,2.835469295258178235e+01,1.734384509180991429e+01,1.225035210437231470e+01,1.788065266767452854e+01,2.061586129326195049e+01,2.725120271136824712e+01,9.870123675458232881e+00,6.265278061976469637e+00,1.058187242223246827e+01,1.663121877331285603e+01,1.447123705041157216e+01,1.723705609046031384e+01,3.259575400961553271e+01,2.266490630841508391e+01,2.521630566643332116e+01
1.361763544704982110e+01,1.080676341612087121e+01,9.660890983235233875e+00,1.162735526770963368e+01,1.037038594968364258e+01,1.225027335157503927e+01,2.425232103519082116e+01,8.998714682869168868e+00,1.448263585716435031e+01,1.569752163359689945e+01,2.244014805146165159e+01,1.340098191366262270e+01,1.399445826900464240e+01,1.367476586473713418e+01,8.771394744670637067e+00,1.225030572048233246e+01,5.552231161810694537e+00,4.499413981860459266e+00,1.111948742847380345e+01,2.394538565997580548e+01,2.864653411596758303e+01,2.473528079432562876e+01,1.119340662520530749e+01,6.048178396943247215e+00,1.777393407366965050e+01,5.215766413887809705e+00,1.322353264223676916e+01,1.034480224994416808e+01,1.647987965531513765e+01,9.126307884025957051e+00,1.303309731294985063e+00,7.901464099132540220e+00,7.390682311861710652e+00,6.706579942192084864e+00,1.269189478969232177e+01,1.189228063475275121e+01,4.936923502767141869e+00,6.148086667039271092e+00,1.799742946508030883e+01,1.852784882540249356e+01,1.391597552451670339e+01,7.354402243861922983e+00,1.008913201469423981e+01,1.058067288904695324e+01,8.921517800366116191e+00,4.933959639960141530e+00,1.303179219970662883e+00
1.580265157754632099e+01,1.904517652602953959e+01,2.420113671538468836e+01,1.778392067680182009e+01,1.810024550398914300e+01,3.666201511593249052e+01,4.917290440453696476e+01,3.326106822012670960e+01,3.964838755439816254e+01,1.798488845925461987e+01,2.298272818191518496e+01,2.093511775385891838e+01,1.974025157140011544e+01,3.574404706782789276e+01,3.241034932930656964e+01,1.508273054750163134e+01,2.679721591550971738e+01,2.086428674437050290e+01,1.549397655985326949e+01,4.795606813061210261e+01,5.346160874842810529e+01,4.993278046978070250e+01,3.236074271762919352e+01,2.900623170682091612e+01,1.846437179099534731e+01,2.251718851375443364e+01,2.845569974796367774e+01,2.167233700871449642e+01,1.831961421746260754e+01,1.850289376774156835e+01,2.446264832535267431e+01,1.898689694337161882e+01,2.366684088703702926e+01,3.170606650401844462e+01,3.784834671367590175e+01,3.545092735963596908e+01,2.945378330295673663e+01,2.413084500478437278e+01,4.169928212146783864e+01,4.374070549863638746e+01,3.861907217222218947e+01,3.245323045249920568e+01,3.526326277885748084e+01,3.314532067214912558e+01,1.768622150806129412e+01,2.668992647418649256e+01,2.392827181593397867e+01
4.828990747523624805e+01,4.480527895366018498e+01,3.964972380388769579e+01,4.610163923668449826e+01,4.564419714066820433e+01,3.465812346957739010e+01,2.727985818785129268e+01,3.667775236114481174e+01,2.764369050500777192e+01,4.729499868843129207e+01,4.761529370630462665e+01,4.375205994621227745e+01,4.505485721577784375e+01,3.973001470013160485e+01,3.814174222354596111e+01,4.865567090537065553e+01,3.716614520489088136e+01,4.386945497589277920e+01,4.823514693417398291e+01,3.270711853608363384e+01,2.737035591248599076e+01,2.325509055628493726e+01,4.159244553488170482e+01,4.034352392986340163e+01,4.802570445216047546e+01,4.145310024820008010e+01,3.603620580363329395e+01,4.224394065374149676e+01,4.741122300898487651e+01,4.521996831473514789e+01,4.062308072687959992e+01,4.482935703068261546e+01,4.005270428295459340e+01,3.598853838510157033e+01,2.904168093134326512e+01,2.870912801791548574e+01,3.550986034484492393e+01,3.966204713692027184e+01,3.490329808486715990e+01,2.588831675149906175e+01,3.277754432706631604e+01,3.512125161588087252e+01,3.135213353205477915e+01,3.950348489321481793e+01,4.611150030026519886e+01,4.209062464539861992e+01,4.165759581221345087e+01
3.222692904224955157e+01,3.017306204368066247e+01,2.944181085199748793e+01,3.070019406968687292e+01,2.939793061674045660e+01,1.309548157411997948e+01,2.003281352743284316e+01,1.343071025743238600e+01,2.045166784216980815e+01,3.498702688529699145e+01,4.217246305446870736e+01,3.313244268568073636e+01,3.358118955825755592e+01,7.793557234914668008e+00,1.246904805799842109e+01,3.025964950452739188e+01,2.458163707841394796e+01,2.288801603050907829e+01,2.895869978037580594e+01,1.545438154972940126e+01,2.247607035024951116e+01,2.349261735927050765e+01,8.775952164939644362e+00,1.389621989005274294e+01,3.713173388114910978e+01,2.496593320513676773e+01,3.233524326172193497e+01,3.013151200814336761e+01,3.583052129714804579e+01,2.809552403355295169e+01,2.111415982516760792e+01,2.679345077518357954e+01,2.721306734375655267e+01,1.625262245595355992e+01,1.998367139391059766e+01,2.520334106037908484e+01,2.117409305340502357e+01,2.594445438417963601e+01,1.136794541997684149e+01,2.057222490527755454e+01,1.427503314557648295e+01,1.659988462424218625e+01,1.916851361481062455e+01,1.014787802651093251e+01,2.736290074589428656e+01,1.505720717961857957e+01,2.022061540082033915e+01
