1.250094414549331034e+01,1.003166258535191169e+01,3.337025253356172527e+01,1.010294320608069718e+01,4.170105292091748339e+01,2.108907502627922526e+01,2.228066020641809786e+01,5.015679325947974121e+01,3.367913236362006302e+01,5.044503727717811614e+01,7.988028908888603397e+00,1.464198262796175598e+01,1.491664808094043693e+01,5.168723792934188488e+00,4.865422743866562172e+01,4.222313126589846632e+01,4.140102362072633468e+01,3.949763667945509127e+01,3.006983427604418679e+01,4.899779532154803974e+01,2.021843846480742002e+01,4.345942734451996614e+01,3.874663543516376762e+01,2.432211074670376050e+01,2.794741575337223694e+01,2.195806665856073536e+01,5.695848830781584660e+00,1.349834251946782615e+01,3.191700766387459254e+00,5.202032421187946198e+01,1.294948519285061828e+01,2.058230469522036898e+01,1.945421895526939338e+01,2.030231929381316291e+01,1.750041555010940186e+01,4.545540962665990747e+01
2.338154208314204752e+01,2.557862233917947492e+01,1.805506235236871504e+01,2.938418617240699149e+01,1.717132970957644389e+01,2.599017498762776768e+01,1.244872395026504108e+01,2.420014194293824872e+01,1.787439562650001079e+01,2.381922928617614232e+01,1.879027716088767974e+01,1.341253257534396504e+01,1.854755209905594171e+01,2.189041745760925295e+01,2.205186703286733874e+01,2.991174213309477281e+01,2.496481890210968757e+01,1.777830345817585567e+01,1.238115780301224156e+01,3.297526359510333549e+01,2.187910263956313273e+01,1.865976804390841082e+01,1.492667990225192476e+01,4.230562600541136753e+00,1.188913087591047812e+01,7.722226836970299324e+00,2.110268978292112152e+01,2.067185192252484072e+01,2.421314801590798282e+01,2.583120691144473824e+01,1.742022147042456481e+01,1.092254766119715548e+01,8.339615571774416480e+00,8.705170377108627733e+00,9.284772499151758396e+00,3.095197966461083894e+01
5.414506935374590313e+01,5.652475675978876524e+01,2.966158013887874745e+01,6.036025939219519643e+01,2.535760101666771504e+01,4.834336921547723875e+01,4.145926307111415099e+01,6.994720522823279829e+00,2.910932923752674739e+01,8.180567486885619743e+00,4.923247187507899980e+01,4.265242405376866230e+01,4.528504003484356133e+01,5.201675046042932848e+01,9.562589613062787208e+00,4.700082053760765177e+01,4.009951421751150491e+01,3.104890795939722992e+01,2.916684067762594879e+01,4.421396370620148986e+01,4.487667845254124899e+01,2.430474872937928410e+01,2.749987882195636146e+01,3.459695153845689219e+01,3.117791878373562042e+01,3.531367081725530710e+01,5.145554610702969001e+01,4.759870336414607550e+01,5.426247715305142094e+01,5.164336847209670900e+00,4.833729141859515011e+01,4.096121528203939732e+01,3.767959337927183583e+01,3.936086534748471166e+01,4.003481887103782810e+01,4.511170580837353583e+01
3.423030472317186934e+01,3.318489492311478983e+01,2.084932933971672497e+01,3.446657682835061820e+01,4.682930063605121518e+01,4.389553282006186663e+00,3.558367032055782886e+01,4.405301963485209882e+01,2.139807459894394626e+01,4.670678913504170282e+01,2.309962196678664981e+01,2.004081888570570413e+01,1.370341794129686797e+01,2.194681012644474905e+01,4.505442038858338805e+01,5.741263386983053607e+01,5.384138789522279467e+01,4.767771711908731902e+01,2.233216426081107286e+01,6.203808885812832585e+01,8.193196259249827307e+00,4.813366947515864069e+01,4.482797152175530186e+01,3.108793382711617070e+01,2.084966810943156545e+01,2.229105571644879191e+01,2.292673394599106018e+01,1.307252961151882253e+01,2.210299140905282300e+01,4.627061918796077578e+01,3.047484371035815442e+01,3.295408592936281167e+01,2.283378050033324413e+01,3.063921987813630565e+01,2.547531014865626275e+01,5.941537160199629852e+01
1.250094414549331034e+01,1.530257151435977647e+01,2.792378291598968687e+01,1.921297329610344207e+01,2.219586375745561568e+01,2.868966133505787042e+01,2.607975569823139939e+00,3.531468141127151483e+01,2.789609497458233278e+01,3.412983882757894349e+01,1.323205601764246886e+01,1.303365547479365105e+01,1.944984757825437427e+01,1.647813238744543085e+01,3.246760201365202647e+01,2.456091585194934623e+01,2.213547040817675082e+01,1.950664186505407471e+01,2.244084693614579606e+01,3.016039386792142096e+01,2.512653289184126137e+01,2.399235624062605510e+01,1.913789464326335121e+01,7.578080777607137719e+00,2.114762269091903946e+01,1.388639873434963512e+01,1.525596129359716180e+01,2.066442334311333084e+01,1.854785851780531303e+01,3.672211845374167893e+01,7.510690125086320279e+00,8.787515397965164343e-01,1.156086042771162958e+01,3.403064285419881152e+00,7.839094532914938185e+00,2.703423490816757635e+01
1.976901614784792471e+01,1.986261033887619831e+01,1.826356108854853133e+01,2.248087249095828000e+01,3.270239545987944751e+01,1.214973002928593004e+01,1.905877512890328873e+01,3.633509594142389432e+01,1.855738198652878523e+01,3.741098437625485218e+01,9.000709903017893865e+00,3.513580337913489338e+00,3.094324393779666504e+00,1.016211193006857449e+01,3.561500966094702392e+01,4.094687202501933143e+01,3.769968969225784861e+01,3.245824043177528750e+01,1.508554621459172473e+01,4.589205821472213387e+01,8.699854517206262017e+00,3.424703238048557097e+01,3.024149836376448164e+01,1.544571980959234381e+01,1.293826958646518932e+01,8.449635719362898811e+00,1.028940269765601556e+01,5.049618333949556614e+00,1.195678502257722187e+01,3.835470841881480908e+01,1.480911319200268927e+01,1.643416206208640773e+01,7.354525781784825078e+00,1.420718677170886934e+01,9.046999554926893339e+00,4.309781245016835527e+01
3.359180654609208716e+01,3.588744819427731159e+01,1.723410035622950787e+01,3.970902362206031455e+01,1.405354657412587471e+01,3.187210007878029927e+01,2.151592877436056739e+01,1.389823253553526605e+01,1.678892335756738419e+01,1.367476586473713063e+01,2.880890982349635365e+01,2.264761037979477010e+01,2.644729148860667323e+01,3.174900323137729785e+01,1.187987649372552923e+01,3.346060352728152054e+01,2.716995465327478598e+01,1.785213690979180967e+01,1.312363399690984522e+01,3.410715317294085480e+01,2.787336272167836526e+01,1.468408608980898578e+01,1.368305943886454124e+01,1.405387067295955283e+01,1.430848276455445678e+01,1.555571035333890073e+01,3.108167626334441991e+01,2.875137064476584925e+01,3.404340876568689822e+01,1.549661923992346502e+01,2.770940031796649095e+01,2.062658323362758850e+01,1.749797666499071980e+01,1.880347661770016643e+01,1.945070846508954787e+01,3.322356700710533772e+01
5.728544088222251673e+01,5.997425605027692086e+01,3.725646189290780796e+01,6.387875127403481912e+01,2.499468519999532390e+01,5.537995633529455830e+01,4.391274374392219926e+01,1.391592675364572784e+01,3.670058112692844077e+01,1.162650311047717544e+01,5.390538322938403581e+01,4.785912891587150853e+01,5.131404787447528548e+01,5.691771642398456521e+01,1.342112790277769996e+01,4.515789893674181599e+01,3.842291087788450454e+01,3.045283347463045942e+01,3.589861040775425494e+01,4.099415155092382435e+01,5.169255959731294325e+01,2.349516855535237170e+01,2.775177630226981051e+01,3.815274990738613070e+01,3.774864917815130383e+01,4.069830222448160129e+01,5.620236500549998482e+01,5.363871524483976572e+01,5.922312972231755168e+01,1.169518008000385301e+01,5.184155367547438686e+01,4.393048672154743173e+01,4.271070756052651518e+01,4.280397415671031069e+01,4.442959073725442209e+01,4.261156176753039659e+01
6.980050535701326275e+00,6.131332271249498866e+00,4.310798504573823209e+01,5.275175852576280633e+00,4.006865912213427094e+01,3.523933363772378158e+01,1.981569241138891613e+01,5.430338133328146455e+01,4.326187695044945514e+01,5.319531215129001822e+01,1.703330943955504750e+01,2.357226944953718117e+01,2.723382852810345867e+01,1.724970175115947413e+01,5.153656573844329358e+01,3.283080196569074616e+01,3.434939878962089210e+01,3.606271726063489780e+01,3.845303434164372192e+01,4.059184792177345003e+01,3.342006420727384608e+01,4.185110911327480210e+01,3.698443198290500789e+01,2.637172454603463478e+01,3.661591233013865576e+01,2.920548093942180046e+01,1.642894213975372963e+01,2.669312080694679068e+01,1.709286049648605399e+01,5.576372588969790911e+01,1.309615572126902983e+01,1.994437852990682813e+01,2.626824334545301198e+01,2.163163269396763155e+01,2.250822683761449028e+01,3.669430851406050920e+01
3.953429546460967714e+01,4.032391905836746560e+01,3.440272026712012376e+00,4.329006322791587280e+01,3.381955177174965854e+01,2.002078811087701382e+01,3.293299107206262732e+01,2.414671567926763274e+01,3.572505300600277600e+00,2.771240693656285003e+01,2.980252033946737100e+01,2.274353711687079738e+01,2.117360532003069906e+01,3.114152531633409637e+01,2.631250849641123679e+01,5.108503159816619643e+01,4.555591710217804291e+01,3.694100712823567534e+01,9.103931070750476806e+00,5.313048514111885368e+01,1.764517355198067960e+01,3.451993328591643007e+01,3.301635105575189755e+01,2.508839737149255100e+01,1.020238966947770543e+01,1.767241527095961473e+01,3.128086821206907686e+01,2.301496974825890973e+01,3.278619002911108993e+01,2.635038099724893357e+01,3.368506753970486756e+01,3.071451991143562665e+01,2.045100124160601496e+01,2.795451102648342001e+01,2.452097911164462118e+01,5.166579714267976442e+01
