6.694314037648318561e+00,3.451881490602569880e+00,1.167297897391454953e+01,4.132430634408403591e+01,4.013325727791148978e+01,4.261683972221980810e+01,4.308167838530003735e+01,1.176216405329480175e+01,1.522502877731093918e+01,1.303645579697590229e+01,1.198346071655345568e+01,1.939534006659891219e+01,1.132216357019820485e+01,1.871350556948317490e+01,1.799780967385422414e+01,3.064009963749784049e+01,3.400914302230645347e+01,2.844349974538036818e+01,3.445064410791190568e+01,6.037858779853278790e+00,1.302388124497324462e+01,1.235396981098657321e+01,2.978264566062219387e+01,2.221606533646253467e+01,2.183008580930395581e+01,1.306342033681958448e+00,7.655875742838817999e+00,1.656949296566752139e+01,1.156887786182924138e+01,1.972649459963874108e+01,1.992140247903182981e+01,3.201650666085396324e+01,3.258929353928672867e+01,3.578416482830129297e+01,1.984435294724359622e+01,1.890250679771646247e+01,1.810910131889819397e+01,2.613497417348741081e+01,2.785047697228930375e+01
2.988682097614753985e+01,3.062809863855971315e+01,3.153694382512567529e+01,4.015190295272466159e+01,3.678708745530856561e+01,4.020959988920828465e+01,3.960918177526465911e+01,3.623767071882139135e+01,4.027009153348434012e+01,4.220425734107556792e+01,3.583020466681886518e+01,2.961642936851913177e+01,3.408924028728196021e+01,4.007985845571646166e+01,4.187148334043411069e+01,3.190604219172701761e+01,3.574519470915097230e+01,4.053959288398991845e+01,3.493112348900487518e+01,3.202824462615730994e+01,3.716569716214339536e+01,3.920954391339610368e+01,2.836054041965379469e+01,4.432619786425762953e+01,4.605335064302813919e+01,3.269275083958260808e+01,3.900175521637581966e+01,3.481280872662948411e+01,4.005188800158821749e+01,4.562635460319928171e+01,4.756671234024551609e+01,3.162872746008770974e+01,3.081592329365580696e+01,3.478480761264417964e+01,2.932800668214742856e+01,3.973517945323450107e+01,4.150445126082182412e+01,4.795864517071069599e+01,4.097944681659969035e+01
4.531886183880828156e+01,5.103685492361220355e+01,4.002451073802996007e+01,1.039448959635542202e+01,1.247158933688610816e+01,9.312196107944854973e+00,9.284641719031149876e+00,4.149671042383452146e+01,4.083941286276930782e+01,4.572612915394201138e+01,4.103604212509949178e+01,3.237392365191514898e+01,4.092045058333651752e+01,3.663190586157342921e+01,3.914074144142338696e+01,2.142456534471364549e+01,1.769103594650294653e+01,2.547623387022991182e+01,1.740256918134974029e+01,4.563721017634988897e+01,4.075941664250342455e+01,4.313588278476242976e+01,2.348866447170093252e+01,3.657434161142068518e+01,3.920531600296670405e+01,5.130170972084831504e+01,4.848253214981783543e+01,3.582933223399289346e+01,4.491583304235165741e+01,4.145041689072861857e+01,4.407085203548005126e+01,2.038204706286955314e+01,2.029987162548604118e+01,1.633045732412621476e+01,3.197522494026575757e+01,3.613489932675365424e+01,3.863600636544882860e+01,3.596175274734079608e+01,2.649915059958722807e+01
2.670876555826170318e+01,3.250877713239692213e+01,2.119186581759144516e+01,9.004478411630403301e+00,9.451564790107338965e+00,1.056798344679980950e+01,1.144643054357317169e+01,2.251840939325787616e+01,2.212925570929767360e+01,2.701695621255782243e+01,2.205376518850708223e+01,1.393388408459566286e+01,2.195335182578100586e+01,1.807337200966159685e+01,2.074120991799679103e+01,5.687874459216451406e+00,3.094288072209931073e+00,7.813223633691493752e+00,4.393427191166879631e+00,2.683200617707730373e+01,2.181319591781020151e+01,2.426189923031500584e+01,9.263562663194766955e+00,1.895197200098995438e+01,2.172559506295501208e+01,3.258171471788102025e+01,2.951258045593670687e+01,1.684513257241545858e+01,2.605443701785047850e+01,2.359708793790313663e+01,2.635100372655127643e+01,6.379484180493432355e+00,7.563444090254733965e+00,5.921713018186783195e+00,1.363111232209569401e+01,1.754397954277025562e+01,2.020522596367411694e+01,1.964794384504921254e+01,8.921486067403423093e+00
1.422486749827907282e+01,1.601887339180382241e+01,1.342302982188743421e+01,3.885468852791487393e+01,3.880494238126353679e+01,4.041065099415730799e+01,4.122374436783963603e+01,8.999017299585144514e+00,7.722491580158139080e+00,2.861855136314482184e+00,9.548971667864115886e+00,2.002663703404948237e+01,1.090829848414098180e+01,1.188048630944296846e+01,9.494378187731264518e+00,2.996440609299205349e+01,3.202559509681343997e+01,2.311160518290834531e+01,3.289991205142801078e+01,1.207537866968289464e+01,8.895593875337500123e+00,6.115723805744210040e+00,3.064657561543692310e+01,1.302711745083351325e+01,1.131266000333323340e+01,1.407911094097494775e+01,5.527182372212947392e+00,1.396575446107303620e+01,4.499527622300197649e+00,8.700142491505012288e+00,7.661042147129386137e+00,3.160607197288345205e+01,3.259585159999237192e+01,3.450943271167125914e+01,2.058229915524988485e+01,1.237744511255778335e+01,9.955266682534739786e+00,1.594853396184473837e+01,2.215561427483878987e+01
4.445219611330909260e+01,4.558812574347557245e+01,4.536092648939312966e+01,4.637132288548517067e+01,4.279552428895900817e+01,4.589896979685976675e+01,4.495645639315364406e+01,5.010972479103365629e+01,5.386188945176843390e+01,5.632513491515123860e+01,4.965426180990084504e+01,4.194092941416188580e+01,4.796394220039108802e+01,5.302458503976481552e+01,5.512531752628756720e+01,4.094781401673644439e+01,4.401901587166958763e+01,5.123952994353457058e+01,4.292354117590990370e+01,4.656113354368459056e+01,5.089369180319487640e+01,5.316610860448374609e+01,3.745785655374915279e+01,5.702306994192974088e+01,5.906011974579281087e+01,4.762738468415710003e+01,5.355188877676602743e+01,4.782620692686143116e+01,5.418600304987466387e+01,5.899560615144758913e+01,6.116925194978513503e+01,4.013581411771043861e+01,3.901820713395373730e+01,4.223753152425599211e+01,4.154475968692023713e+01,5.261199921027878901e+01,5.470032357875364681e+01,6.030162260287135467e+01,5.189887358319031563e+01
2.204211959884371907e+01,2.566495915601765887e+01,1.831238969147862505e+01,3.408402055712741685e+01,3.502638552811119155e+01,3.574403125654229285e+01,3.679470136901232280e+01,1.393778927600203410e+01,9.569404165552077401e+00,1.021187248211669996e+01,1.421230654905235724e+01,2.121542215167921697e+01,1.595138035249820874e+01,9.957090667617880086e+00,7.778509937845882405e+00,2.778015586497472000e+01,2.838724261004258054e+01,1.780414207259333992e+01,2.953707682085000741e+01,2.017770462135342058e+01,1.276709538025953528e+01,1.155999618464675294e+01,2.969973935142415655e+01,6.808850932879924045e+00,4.122528152309320681e+00,2.404420930972601766e+01,1.566393378969289429e+01,1.506262630065349306e+01,1.176918754122620214e+01,4.062344915507589249e+00,3.444710972977392593e+00,2.941762452835577690e+01,3.063952155791073650e+01,3.120123491418479489e+01,2.168377560950028382e+01,1.042717541404392279e+01,8.185137408036988305e+00,6.692310175382114146e+00,1.669305678217061129e+01
2.635738544191750421e+01,2.099984169577057713e+01,3.144743667875709292e+01,6.113552661508890651e+01,5.993158542127710575e+01,6.243380020370494066e+01,6.289489622955132120e+01,3.060393301667815535e+01,3.283589500483296320e+01,2.877214924172526622e+01,3.097039818458846838e+01,3.920856512810439654e+01,3.074098256420928266e+01,3.697408415657650949e+01,3.541551441253414367e+01,5.044104754387198852e+01,5.382156526194393820e+01,4.764736608360999526e+01,5.426728790762282273e+01,2.584177763239960868e+01,3.163912455577637317e+01,2.995802379318673303e+01,4.943431829975808256e+01,3.947889884708363439e+01,3.814488748332432522e+01,2.030340367005030089e+01,2.413824748019775157e+01,3.599049373951398678e+01,2.846560618454349623e+01,3.557607871979433156e+01,3.445047117455160191e+01,5.179257022560378232e+01,5.232043830535266693e+01,5.559251901236434179e+01,3.965149085588890188e+01,3.730284696709246361e+01,3.571536194301174305e+01,4.278732745342823307e+01,4.692832667308685757e+01
1.618521748330402232e+01,1.391787878605969375e+01,2.079778282991952665e+01,4.339248327100487046e+01,4.093077596005279872e+01,4.416562178088689450e+01,4.411994119223459876e+01,2.442503765076645550e+01,2.882550952584256621e+01,2.877214924172526622e+01,2.425358863541640275e+01,2.406404629726482725e+01,2.263310642976488296e+01,3.056685127496201915e+01,3.124198952679619268e+01,3.256659744675991419e+01,3.675899044922007164e+01,3.622206840446372667e+01,3.657293436563429623e+01,1.810467396432270348e+01,2.571023046975594895e+01,2.668367831812476965e+01,2.997022384570990283e+01,3.490795328188545454e+01,3.563099690027620170e+01,1.605224126871473089e+01,2.413824748019775157e+01,2.602115747337270335e+01,2.678728214936204566e+01,3.424799448979476324e+01,3.533633348954874975e+01,3.325691013919159644e+01,3.315355947044579921e+01,3.728856273578090708e+01,2.414739575438197505e+01,3.046048488337583748e+01,3.108825464770198366e+01,3.900830538394261282e+01,3.613663085380331808e+01
2.057105175654660556e+01,2.437804719360117289e+01,1.913789464326335121e+01,2.431896122946539762e+01,2.129682251883341948e+01,2.471610098470385708e+01,2.439414596097617860e+01,2.369068139302951437e+01,2.686077335853794779e+01,3.013557590517968165e+01,2.316956823579838698e+01,1.420875086067352377e+01,2.166743785976607484e+01,2.543721168493354057e+01,2.773353928851683392e+01,1.505765558966972684e+01,1.905191452229746929e+01,2.383478606386342946e+01,1.837262207736049291e+01,2.228052177722376115e+01,2.419002618459925458e+01,2.676804167333844831e+01,1.157955084666981449e+01,2.927814490602836983e+01,3.144169933945017092e+01,2.580100406459548523e+01,2.874959630215738215e+01,2.038532206274661007e+01,2.811457423151466983e+01,3.164324431115657887e+01,3.402049674657803280e+01,1.496499329575500425e+01,1.432861136543094105e+01,1.849837437513669158e+01,1.377800451644474400e+01,2.498973570651521925e+01,2.726707316211751930e+01,3.246783909359451314e+01,2.437338829238264992e+01
