0.000000000000000000e+00,2.585311987345945184e+01,1.432256642340823127e+01,2.957628664299079446e+01,1.104194675509625689e+01,1.725553160048918500e+01,3.270345651710909607e+01,3.429438333093633418e+01,1.395227343721272284e+01,1.009984545205848327e+01,2.676739977525296865e+01,2.587702141279370238e+01,2.852026772694865286e+01,3.332129178247514290e+01,1.470590966290149915e+01,2.844133451576557903e+01
2.585311987345945184e+01,0.000000000000000000e+00,1.302183236372419550e+01,2.042630319973163111e+01,3.582725202031317480e+01,1.102267203953451258e+01,3.816038601223816329e+01,9.286101025035794265e+00,1.514774799509848258e+01,2.899713143717784192e+01,1.609257038347893953e+01,1.111948742847380434e+00,1.689932529785496129e+01,9.521666194480031820e+00,1.344232078807129582e+01,1.451909278936641634e+01
1.432256642340823127e+01,1.302183236372419550e+01,0.000000000000000000e+00,2.578813438205424191e+01,2.522467924486696944e+01,2.939319261217477219e+00,2.897348672291170857e+01,2.224624641618931165e+01,2.607143137972486979e+00,2.081493497580674301e+01,1.379270649025990281e+01,1.344232078807129582e+01,2.317292200167068117e+01,1.916159515885135889e+01,1.111948742847380434e+00,2.181035615050543086e+01
2.957628664299079446e+01,2.042630319973163111e+01,2.578813438205424191e+01,0.000000000000000000e+00,3.449053850791418085e+01,2.614693686154473795e+01,5.475265937995519039e+01,1.979659263854185980e+01,2.833441463335485366e+01,2.520895882136317567e+01,3.558235977111618809e+01,1.933801469055630307e+01,3.602243954385254465e+00,2.881619023202988927e+01,2.684524585861120727e+01,6.188942437155478871e+00
1.104194675509625689e+01,3.582725202031317480e+01,2.522467924486696944e+01,3.449053850791418085e+01,0.000000000000000000e+00,2.816347213282402606e+01,4.066879022742867988e+01,4.355904490980607591e+01,2.499161454576529451e+01,9.309052441054433302e+00,3.777554510336184990e+01,3.567161500782597727e+01,3.451491017776203307e+01,4.392405539620069987e+01,2.568611712840420935e+01,3.517738217462891015e+01
1.725553160048918500e+01,1.102267203953451258e+01,2.939319261217477219e+00,2.614693686154473795e+01,2.816347213282402606e+01,0.000000000000000000e+00,2.882224697880651831e+01,2.030662552908595231e+01,4.230320010889851545e+00,2.357007406983497688e+01,1.139041984437381849e+01,1.162325380283225584e+01,2.325514999588257226e+01,1.634908567545991076e+01,2.720876276614609957e+00,2.161403122201761917e+01
3.270345651710909607e+01,3.816038601223816329e+01,2.897348672291170857e+01,5.475265937995519039e+01,4.066879022742867988e+01,2.882224697880651831e+01,0.000000000000000000e+00,4.649700171132253246e+01,2.646493114046355188e+01,4.279933653335977795e+01,2.334044934968417451e+01,3.910453210306312144e+01,5.202452380679070387e+01,3.733421690437397444e+01,2.790838337405925884e+01,5.043627764096474664e+01
3.429438333093633418e+01,9.286101025035794265e+00,2.224624641618931165e+01,1.979659263854185980e+01,4.355904490980607591e+01,2.030662552908595231e+01,4.649700171132253246e+01,0.000000000000000000e+00,2.442842883556973632e+01,3.580143280943311623e+01,2.345566287608417255e+01,8.807761474979423966e+00,1.636362401934196953e+01,1.120212793152205322e+01,2.271375771914576092e+01,1.380601714356778764e+01
1.395227343721272284e+01,1.514774799509848258e+01,2.607143137972486979e+00,2.833441463335485366e+01,2.499161454576529451e+01,4.230320010889851545e+00,2.646493114046355188e+01,2.442842883556973632e+01,0.000000000000000000e+00,2.153126803734568284e+01,1.303022982047131073e+01,1.566932862028135531e+01,2.576156239660804914e+01,2.039279397130850668e+01,1.757243671696505416e+00,2.441666008348012440e+01
1.009984545205848327e+01,2.899713143717784192e+01,2.081493497580674301e+01,2.520895882136317567e+01,9.309052441054433302e+00,2.357007406983497688e+01,4.279933653335977795e+01,3.580143280943311623e+01,2.153126803734568284e+01,0.000000000000000000e+00,3.448785652759077891e+01,2.863239985524667475e+01,2.538921219309798616e+01,3.787879420968393163e+01,2.160197047096628609e+01,2.623606849529728891e+01
2.676739977525296865e+01,1.609257038347893953e+01,1.379270649025990281e+01,3.558235977111618809e+01,3.777554510336184990e+01,1.139041984437381849e+01,2.334044934968417451e+01,2.345566287608417255e+01,1.303022982047131073e+01,3.448785652759077891e+01,0.000000000000000000e+00,1.717053556946025594e+01,3.227515959833254300e+01,1.404708710188561405e+01,1.291303923167509460e+01,3.014547616510995809e+01
2.587702141279370238e+01,1.111948742847380434e+00,1.344232078807129582e+01,1.933801469055630307e+01,3.567161500782597727e+01,1.162325380283225584e+01,3.910453210306312144e+01,8.807761474979423966e+00,1.566932862028135531e+01,2.863239985524667475e+01,1.717053556946025594e+01,0.000000000000000000e+00,1.580287079387300686e+01,1.033129794394016088e+01,1.393903577164978458e+01,1.341243099733359934e+01
2.852026772694865286e+01,1.689932529785496129e+01,2.317292200167068117e+01,3.602243954385254465e+00,3.451491017776203307e+01,2.325514999588257226e+01,5.202452380679070387e+01,1.636362401934196953e+01,2.576156239660804914e+01,2.538921219309798616e+01,3.227515959833254300e+01,1.580287079387300686e+01,0.000000000000000000e+00,2.521394632396636126e+01,2.419101247070052096e+01,2.606445425400429006e+00
3.332129178247514290e+01,9.521666194480031820e+00,1.916159515885135889e+01,2.881619023202988927e+01,4.392405539620069987e+01,1.634908567545991076e+01,3.733421690437397444e+01,1.120212793152205322e+01,2.039279397130850668e+01,3.787879420968393163e+01,1.404708710188561405e+01,1.033129794394016088e+01,2.521394632396636126e+01,0.000000000000000000e+00,1.906455976443086797e+01,2.264544795699345059e+01
1.470590966290149915e+01,1.344232078807129582e+01,1.111948742847380434e+00,2.684524585861120727e+01,2.568611712840420935e+01,2.720876276614609957e+00,2.790838337405925884e+01,2.271375771914576092e+01,1.757243671696505416e+00,2.160197047096628609e+01,1.291303923167509460e+01,1.393903577164978458e+01,2.419101247070052096e+01,1.906455976443086797e+01,0.000000000000000000e+00,2.278084031916042917e+01
