1.807097130310916810e+01,1.318070719466056673e+01,1.164648578164808335e+01,4.064095397329872128e+00,6.886376223493959614e+00,2.819220810036559399e+01,1.294580932291808395e+01,5.879956400897288660e+00,7.158491989521904131e+00,3.070819085154841943e+01,3.110325510308911490e+01,7.832417688272533596e+00,7.343581333603192540e+00,1.677095826382325328e+01,1.665072501619859935e+01,1.851843605203936960e+01,1.893929661838448197e+01,1.225059938363602186e+01,1.502458134605831930e+01,1.498337794416211466e+01,1.465346047093757953e+01,1.507969864891898126e+01,6.190007750542372733e+00,7.205340104789865308e+00,5.212759230943307287e+00,5.694531265024726174e+00,1.825522841046311839e+01,1.846567225584216132e+01,1.080818421925324202e+01,1.184521068807947941e+01,1.138750956110287582e+01,1.120241136125549453e+01,1.290982217661268017e+01,1.334542941212156819e+01,4.079224572900217005e+00,1.424180769173340622e+01,1.378969465794794758e+01,2.058816769770903221e+01,1.421965598876775871e+01,1.360664036426330625e+01,1.359527691886853340e+01
2.635186444875510148e+01,8.855431599407278753e+00,2.193660090437732535e+01,2.090709110759781808e+01,1.379157056427827577e+01,4.160833531407536157e+01,2.396307560539479198e+01,2.272057789159351060e+01,2.612298957966170221e+01,3.458750654347739584e+01,3.513283124944141633e+01,1.166601468878650039e+01,1.248514232303742411e+01,8.449528695702888115e+00,8.998714782211154173e+00,3.188853509128216857e+00,3.511771520819531034e+00,1.563966014940943516e+01,3.193637752297817300e+01,3.234033455966871173e+01,2.452356518642797312e+01,2.450465112887637176e+01,2.507922025003143318e+01,2.587990491812793437e+01,1.450210785408060410e+01,1.421144713482857291e+01,1.901263981903473166e+01,1.956550256201620286e+01,2.927428467236520504e+01,3.012768450037591350e+01,2.419137518172040657e+01,2.848600492044157662e+01,2.325512560107440407e+01,2.378736165189035034e+01,1.636716988372581127e+01,2.485495191385527392e+01,2.432065987997161116e+01,2.295628671039985491e+01,5.685881133593832182e+00,1.175433839194091945e+01,1.230674992044994909e+01
1.021228956012344646e+01,2.949923672483281223e+01,3.653424643699541008e+01,2.957576847217842797e+01,2.079538883544938344e+01,5.341449567376034935e+01,3.815093138544674645e+01,3.133005189099581855e+01,3.063888607652075891e+01,8.339615604833054974e+00,8.895589974164382241e+00,2.281471867247778818e+01,2.198677984386778661e+01,1.807109059029064824e+01,1.754162927210620282e+01,2.885453888317774940e+01,2.938002819649997832e+01,3.401768499100077747e+01,3.947122526410098686e+01,3.907770302463294598e+01,3.971713486752301492e+01,4.006196911953443163e+01,2.567520401744598502e+01,2.536025455807011397e+01,2.604918584662652137e+01,2.643202736986486556e+01,8.191747828360650630e+00,7.745660717124929207e+00,2.604257705629274255e+01,2.592361220392223586e+01,1.664959460151169424e+01,2.321293941015958850e+01,1.399353484009094473e+01,1.387151162643637115e+01,2.213929195157304264e+01,1.369208219283977002e+01,1.377087024436871765e+01,4.932104067462193875e+00,2.685202544701189353e+01,1.611274805421842160e+01,1.563567658518175563e+01
2.610962985937922198e+01,2.110727821989414110e+00,1.101264177838157465e+01,1.162389149410447509e+01,1.036940157135018126e+01,3.068658138002486879e+01,1.303429550395140168e+01,1.303200298214822439e+01,1.721992435826466306e+01,3.725630017174230346e+01,3.774673092052980650e+01,7.721316027033748419e+00,8.770903105348182294e+00,1.420828351455219085e+01,1.449900765484502685e+01,8.616994066968223009e+00,8.812080870523443465e+00,4.893517775334991882e+00,2.153101531152713122e+01,2.206981627637378907e+01,1.362419311684742596e+01,1.363553246436796584e+01,1.801282883332076068e+01,1.904708200189277534e+01,6.809318909953620214e+00,6.265568727482981437e+00,2.198276200413513948e+01,2.243510224936907349e+01,2.264917715136892440e+01,2.368978674231085080e+01,2.117031125227536847e+01,2.289492064178535102e+01,2.151642638500771909e+01,2.206259010204408710e+01,1.111948750885347437e+01,2.315631840944515218e+01,2.260923206664771357e+01,2.559039604936028311e+01,5.466754458179535980e+00,1.421680752756492083e+01,1.463464413101136330e+01
1.479090520884671989e+01,3.076349351957819778e+01,2.754713716869945372e+01,2.002663988282409235e+01,2.116378423793247876e+01,3.620063975241381371e+01,2.792287967769301105e+01,2.019931722149866005e+01,1.609384260093982277e+01,2.477370852984668659e+01,2.486711175120661466e+01,2.368017439741400665e+01,2.266641390331930594e+01,2.885237093120835894e+01,2.843691317148680042e+01,3.504331041716844197e+01,3.554688407845647191e+01,3.009159085687685575e+01,2.253195525387075548e+01,2.160756389185689841e+01,2.970474886686668370e+01,3.024613021396314849e+01,1.223143617160803487e+01,1.111948742878933949e+01,2.289458303180708754e+01,2.343500885078532292e+01,2.263337637171747119e+01,2.236547637360537166e+01,7.901766520668569882e+00,6.809135338631503664e+00,1.127327887754098334e+01,6.809034847679431124e+00,1.337492350309644173e+01,1.305919890989958176e+01,1.904657468190784186e+01,1.247820163676176541e+01,1.275989767303496869e+01,2.163573926955469418e+01,3.088382536338291828e+01,2.455291939309897842e+01,2.414029542310570164e+01
2.136795522637845224e+01,4.516180412447962311e+01,4.385698432068038954e+01,3.610519946811744063e+01,3.471049807130310683e+01,5.186604864544361249e+01,4.434519807999147645e+01,3.650685710378880344e+01,3.255892255212297925e+01,2.232134504534701236e+01,2.203563107933510423e+01,3.747268154053775646e+01,3.636753334218651190e+01,3.965277421887385145e+01,3.913094945857500306e+01,4.820644831910842498e+01,4.875160553592205304e+01,4.571691376509492244e+01,3.875097423553258835e+01,3.776527206035986950e+01,4.613781479530995711e+01,4.667402127368925591e+01,2.832635413451986750e+01,2.723595543073452063e+01,3.780625731458545147e+01,3.836223168517183524e+01,3.026334111964852980e+01,2.977422716150014992e+01,2.432171232851137788e+01,2.325622626986905672e+01,2.350801109513195897e+01,2.261033129969442967e+01,2.397508576379234668e+01,2.343392444175241351e+01,3.338612025121975790e+01,2.235378300138404839e+01,2.289347302411068696e+01,2.726065562065449654e+01,4.444500601516050153e+01,3.561528999864859202e+01,3.508627757378321377e+01
3.662123582115050624e+01,1.429528409260439936e+01,8.339615605534415721e+00,1.593481327846203577e+01,2.152126281339340608e+01,2.144442734373827619e+01,8.586043524529829440e+00,1.562667261739141900e+01,2.001507737125285402e+01,4.871618404608408071e+01,4.916776343044465847e+01,1.944710030972937176e+01,2.025677394432274525e+01,2.697420693236568567e+01,2.726485507417494958e+01,1.943478169844642878e+01,1.933112366481650568e+01,8.267830625543362899e+00,1.857671448626133071e+01,1.958120658469205466e+01,7.212177375298207238e+00,6.701196158457386254e+00,2.370519852793574955e+01,2.480126866790894269e+01,1.639293818497898769e+01,1.594366236965596606e+01,3.412791574819826934e+01,3.452861423465522961e+01,2.793165573704677840e+01,2.903851446881557763e+01,3.037327402552883626e+01,2.941872255205091591e+01,3.156841490532205796e+01,3.205908104272853620e+01,2.085609866270691271e+01,3.304661915618100920e+01,3.255184710546043902e+01,3.745739840391185993e+01,1.785183007098930830e+01,2.670570004956555366e+01,2.706784416504579482e+01
5.512995065249326387e+01,3.461601505858983785e+01,2.550026743830929021e+01,3.316396970650418297e+01,4.114083233899311409e+01,1.846083564186280412e+01,2.412716544115564687e+01,3.190311939933396701e+01,3.485727741846973515e+01,6.773792098723093602e+01,6.814511121476766675e+01,3.939533136723934348e+01,4.007985845571645456e+01,4.731261984566816636e+01,4.759596988513702343e+01,3.929244183065745233e+01,3.909922911558846437e+01,2.846428460844393982e+01,2.833790831688255452e+01,2.938744830884973425e+01,2.241296614542903853e+01,2.200235689277469220e+01,3.984665759575062083e+01,4.078208371286223155e+01,3.587381954729800526e+01,3.551443377378644328e+01,5.395443236250835639e+01,5.431131750630327559e+01,4.297449724023464057e+01,4.395589930276259594e+01,4.823110541777592175e+01,4.528532180181514377e+01,4.996680845887317446e+01,5.038878521353611006e+01,3.987985791948647574e+01,5.124041154954033317e+01,5.081334094535991852e+01,5.702083327288132608e+01,3.814929888404604696e+01,4.684620043588873273e+01,4.717168788527477119e+01
3.073758377730455749e+01,2.876092412955460986e+01,1.766039339831632304e+01,1.577817617058708244e+01,2.511889361109631835e+01,1.648349976346212742e+01,1.647947144891756821e+01,1.395485562222375719e+01,1.112022837098294126e+01,4.304580974962068751e+01,4.327141677373618478e+01,2.587760465986152880e+01,2.554095540182490609e+01,3.502048621475603341e+01,3.489226758422557140e+01,3.511160330039279387e+01,3.540529464552882644e+01,2.382654542904719008e+01,6.187897313962317014e+00,5.211737052812931204e+00,1.757454092542131008e+01,1.806885763779954246e+01,1.501979058699427938e+01,1.514276722720525648e+01,2.227194038577087909e+01,2.249977502338125035e+01,3.476348230641816883e+01,3.480347209092461469e+01,1.470870907798538951e+01,1.516399857605929746e+01,2.379223419879263801e+01,1.764895867799472384e+01,2.644640671884920025e+01,2.656884803438176235e+01,2.222862550188047237e+01,2.684661702998554844e+01,2.670230623771495360e+01,3.589626173254863772e+01,3.108383199469840008e+01,3.169264675218008165e+01,3.160963509169176078e+01
2.064096497286943332e+01,2.413800919469889550e+01,1.728882745532733267e+01,1.108361734053069547e+01,1.740639577268017391e+01,2.520771344365142497e+01,1.724865146152762208e+01,1.037124214967160718e+01,5.723989082539286066e+00,3.298230707954796515e+01,3.322043140712170128e+01,1.897893507932174373e+01,1.831587771881850202e+01,2.712061301961928095e+01,2.688594880213574356e+01,2.977270451682687025e+01,3.018001701256977043e+01,2.136736141230712605e+01,1.120772103373283990e+01,1.034729726398055405e+01,1.895328785330531574e+01,1.950783273626695546e+01,5.881042600937595566e+00,5.556741136123154234e+00,1.637289148114405535e+01,1.679230219561684123e+01,2.518261234190974562e+01,2.516419364608898590e+01,4.649578393993457404e+00,5.272639687622333149e+00,1.377993130245147135e+01,7.578757396000188606e+00,1.647199051899850630e+01,1.655622055824023064e+01,1.450937238829230758e+01,1.677876691576040002e+01,1.665859002711742676e+01,2.598634259952068248e+01,2.548261546629762364e+01,2.330422463003052513e+01,2.311109621065608977e+01
