1.392434739397140397e+01,1.320964156232835762e+01,1.449282556641006003e+01,1.452751836952585762e+01,3.379947568106430822e+01,3.707302454659668456e+01,4.238746174752120766e+01,3.418451141079677313e+01,3.994820403221409322e+01,1.597611827521390815e+01,1.275343142556427978e+01,1.631304106523209185e+01,2.536617308290733774e+01,1.664133622503756627e+01,1.712822706495056124e+01,1.855422635486196725e+01,3.009362657470495606e+01,3.319270088093153959e+01,3.582617041726164331e+01,2.728491590230346020e+01,1.567368898188520454e+01,1.565637747224045917e+01,3.971560221940335111e+01,3.245953004677097198e+01,1.469794960381753590e+01,2.032571076560101631e+01,1.489754433181530757e+01,1.511623008234118970e+01,1.919895391215527169e+01,1.816730233852843668e+01,3.861830401835863569e+01,4.197600368776093660e+01,4.452889550287886777e+01,2.253666159077777209e+01,2.313308277585937844e+01,2.349610114766617031e+01,1.624954690431314930e+01,3.992338034931744772e+01,3.614293222012969409e+01,3.374192727731373509e+01,2.022061540082033915e+01,2.758188158947670843e+01
2.472551824700544998e+01,2.498546910619219830e+01,2.407183164432838751e+01,2.376022816953191352e+01,3.281386431231349121e+01,2.067407937347893920e+01,3.489625341143712234e+01,3.368791535194048237e+01,3.239157346451120389e+01,2.264772561699032494e+01,2.569232842202915990e+01,2.358206232056677720e+01,2.051178274413043567e+01,2.205820653210733084e+01,2.207023183665423360e+01,2.022521582228507597e+01,3.287096762552470608e+01,2.391098136676976438e+01,3.074815189129235904e+01,2.813682085586260939e+01,2.312750763673593468e+01,2.276900976363473816e+01,1.288301098024751745e+01,1.481547896804706355e+01,2.729486053971974968e+01,2.823621509383756845e+01,2.331242467700651488e+01,2.311106436280646648e+01,2.594150890055039937e+01,2.251117115643701894e+01,3.395517650433406232e+01,2.680803942311964860e+01,3.363723155426465894e+01,1.779678546353767032e+01,1.811222081274176077e+01,1.469900886765868187e+01,2.212014259081951906e+01,2.414261435683055623e+01,3.162586904742303773e+01,2.654696969113459204e+01,2.247681670802167275e+01,2.898144112475425160e+01
4.489619135485823165e+01,4.774362239159953702e+01,4.499377501594716477e+01,4.619834792902549481e+01,1.964786326899869096e+01,2.758349590021502706e+01,1.350820437469194779e+01,1.901264873977164882e+01,1.627298884807980173e+01,4.997609351941865441e+01,4.591300734193573163e+01,5.283622978748964982e+01,5.898916606899075532e+01,5.011910702652269833e+01,5.135375102440809769e+01,4.346592182567285079e+01,2.280506502173904337e+01,2.575934248495687839e+01,1.933934554057888278e+01,2.699623232463314437e+01,4.400518217165322454e+01,4.521896119240131640e+01,3.580395949414529611e+01,3.436214686408916208e+01,4.012233687052506070e+01,3.342069625649894959e+01,4.686050212940875781e+01,4.807609602194523291e+01,3.581508895797836090e+01,4.017532742502766752e+01,1.574670545831079060e+01,2.158503917971179220e+01,1.467852278623443318e+01,5.284503813643865300e+01,5.411725439087130951e+01,4.633357244884681592e+01,4.534641463032468067e+01,2.410356442376294694e+01,1.860304721342068746e+01,2.341291878953236960e+01,3.744754057421398130e+01,2.635063818829338800e+01
2.556730889108242266e+01,2.712625901963884090e+01,2.508369670365492254e+01,2.542478009952809970e+01,2.292791876957264918e+01,9.291588689941212564e+00,2.319474690038020981e+01,2.374979818667670628e+01,2.094487672551874269e+01,2.643093774264037776e+01,2.682892507236055124e+01,2.847828801418682687e+01,2.930018569255177852e+01,2.606994821638491189e+01,2.668904450797437633e+01,2.112729865800354290e+01,2.411283429309006010e+01,1.400342356824423007e+01,2.016615149525804540e+01,2.039997778768348624e+01,2.381792588007340328e+01,2.414481369137000044e+01,5.559748841093666849e-01,7.345278576109590674e+00,2.552335953757300402e+01,2.340816058475138206e+01,2.539892436024651090e+01,2.584356301192401517e+01,2.225474390895092824e+01,2.127474347919152464e+01,2.291703056830152008e+01,1.464034948494889932e+01,2.154057059725182910e+01,2.451999617698449185e+01,2.539073494971633949e+01,1.856855326379080040e+01,2.369066611709553172e+01,1.215568719716978485e+01,2.101565891319201640e+01,1.642419152312352892e+01,1.972936066528789212e+01,2.108648478722415121e+01
6.217490584823996080e+00,6.686882392482468518e+00,5.550185452333416869e+00,5.252058309794771951e+00,2.573052737460897177e+01,2.151867687170036447e+01,3.215362626502412269e+01,2.650164763827291736e+01,2.929952060137767944e+01,5.921827811493256988e+00,7.148489780760187706e+00,8.449676051933723286e+00,1.433885137451902914e+01,5.723511830391053046e+00,6.706223942134075244e+00,2.322439335633570856e+00,2.359272546656554326e+01,2.006093120273951769e+01,2.575560552991295538e+01,1.856624154906448609e+01,4.758149147849530358e+00,4.227336445240508667e+00,2.114245613015146219e+01,1.492811451373253995e+01,1.008089197950175020e+01,1.428422455701591431e+01,4.935819205768822826e+00,5.167074304824672559e+00,1.127328049050349712e+01,6.147052211873559102e+00,2.932348931675676695e+01,2.793159036785419858e+01,3.286582647804169710e+01,8.197853685735790208e+00,9.498208724066040887e+00,4.084158549715997566e+00,3.576145871742483884e+00,2.524894625280085592e+01,2.646222408268692305e+01,2.194775080185826255e+01,8.194599658012373666e+00,1.936749612020068412e+01
3.112089029571660603e+01,3.006942003622964066e+01,3.045247254232743117e+01,2.959708256874981913e+01,4.574079424657511339e+01,3.449040546707318811e+01,4.866300622531388598e+01,4.661759132048228338e+01,4.606831043090278399e+01,2.656521472768785941e+01,3.161122264344157884e+01,2.591606868027005817e+01,1.790509038297410882e+01,2.588623337475104691e+01,2.518266437308606598e+01,2.765970487642118414e+01,4.518991864965295946e+01,3.715979060161244973e+01,4.406617857655852788e+01,4.014757851278468337e+01,3.001209182140713949e+01,2.911718908670011174e+01,2.686609245298724957e+01,2.804185681725724066e+01,3.545752328144461529e+01,3.849646352680504435e+01,2.884529398314553106e+01,2.804000687089131816e+01,3.571402949714178021e+01,3.110951596153701360e+01,4.742838129109554757e+01,4.077566787772229873e+01,4.756796928370477673e+01,1.973923735150019709e+01,1.909196977365222736e+01,2.148115676468373891e+01,2.845039627044990738e+01,3.807342200100900698e+01,4.493805130598467912e+01,3.978056811557529215e+01,3.215991443120331894e+01,4.102346785434286858e+01
1.056838465054819842e+01,1.342150710425979554e+01,1.080600828730492680e+01,1.209402876149029460e+01,1.501130802867039193e+01,1.829204292895952122e+01,2.315665636115755532e+01,1.558208742710955086e+01,2.057253085631101897e+01,1.627383085383251426e+01,1.144745906850464223e+01,1.906712991726952922e+01,2.711563837794908594e+01,1.659698181306601228e+01,1.789946412150181487e+01,1.079194004119586836e+01,1.185194537564058059e+01,1.379157056427827754e+01,1.647744299881888352e+01,7.901392360693240136e+00,1.008724269575252563e+01,1.138854749102583952e+01,2.330313196919937013e+01,1.577470536538317170e+01,5.559743873731456176e+00,1.302485235547487630e+00,1.287880759197466318e+01,1.417449079420167557e+01,1.756272415689091204e+00,6.903524636663389558e+00,1.956565005406550029e+01,2.251745812625820164e+01,2.504821717674445836e+01,2.112351644058219691e+01,2.240380033326934495e+01,1.624960062821495299e+01,1.172813503633526011e+01,2.065825581680207179e+01,1.689937887189837440e+01,1.417456277445885426e+01,5.250396632619340309e+00,8.367279918359873392e+00
4.090649743002116168e+01,4.264467740420946740e+01,4.046900817201123601e+01,4.090887087898410357e+01,3.054803585900516794e+01,1.859443022748212826e+01,2.590653459370590284e+01,3.110960384616473462e+01,2.519757369369823508e+01,4.207494420766857246e+01,4.219211868518822683e+01,4.411121946614396450e+01,4.418882751034564649e+01,4.171622219440705948e+01,4.232580279564058401e+01,3.660632852035161733e+01,3.333533918593344225e+01,2.396092890939299380e+01,2.699935274353163450e+01,3.153297265416400919e+01,3.917989218174144384e+01,3.961451599747057628e+01,1.517450262788871207e+01,2.200110377671184736e+01,4.009849671386714220e+01,3.657115097418434146e+01,4.093844221816442541e+01,4.144041424892396464e+01,3.620539537634780913e+01,3.628394889872307516e+01,2.794039309327833109e+01,1.783337575317724344e+01,2.262624094361192206e+01,3.989292801564609192e+01,4.066291191992530685e+01,3.417698360651073841e+01,3.919795969995938378e+01,1.773493154957180451e+01,2.757192056810823289e+01,2.523212557676723833e+01,3.433616328941778306e+01,3.192288541423852521e+01
3.336468967747595116e+01,3.270911648530190519e+01,3.268548246149426006e+01,3.198688695526472259e+01,4.508741769153085244e+01,3.287584231121644507e+01,4.708797096674298643e+01,4.596315732165989942e+01,4.463743638173218642e+01,2.945733958911435835e+01,3.402266538405930874e+01,2.923508873662457219e+01,2.213714800753032108e+01,2.878222152293870195e+01,2.826078100652892999e+01,2.945733958911435835e+01,4.498408238991394370e+01,3.621664856732705573e+01,4.305887255333642827e+01,4.011693794805834301e+01,3.206426866482343740e+01,3.132711813321008520e+01,2.455932576826680958e+01,2.710100267985518130e+01,3.716013680612310566e+01,3.936970788081206507e+01,3.131239738418466700e+01,3.067316728019267202e+01,3.677175279015295217e+01,3.256644918756686735e+01,4.625390936873009906e+01,3.875544537048625671e+01,4.564519659389853956e+01,2.290122265026164783e+01,2.248372251661397314e+01,2.325134378828802895e+01,3.064796328453625662e+01,3.619305988380391881e+01,4.393658954757113122e+01,3.885345254257581615e+01,3.320095067032223568e+01,4.097831864966592974e+01
4.348948801235640360e+01,4.185932004660921280e+01,4.286265551417049835e+01,4.181076006729328043e+01,6.030156247673374992e+01,4.911432753885964786e+01,6.330427520704927957e+01,6.117667817902261618e+01,6.071932167588495588e+01,3.810220527286103476e+01,4.370674218121583721e+01,3.664583097213020579e+01,2.713927995824270667e+01,3.745921636213885364e+01,3.646314034883833699e+01,4.073694008862445060e+01,5.958940217272675710e+01,5.179413045337934562e+01,5.870056954073987043e+01,5.449047539494171843e+01,4.268885568237728023e+01,4.161395981306078085e+01,4.125699646171326407e+01,4.268841181830807585e+01,4.841271737037089196e+01,5.224821673320401061e+01,4.097402381532403837e+01,3.994195582344972451e+01,4.934611436356004077e+01,4.445182592206734995e+01,6.207660075593099691e+01,5.531475308195181384e+01,6.214439136091497318e+01,3.132301194162926095e+01,3.030338434486759880e+01,3.484647591400757705e+01,4.099224802282012092e+01,5.264841872959312497e+01,5.957084168377758715e+01,5.440924616200933173e+01,4.587204422088649380e+01,5.536819228393801495e+01
