6.387894807064720482e+01,6.042934217817586529e+01,4.763910076050748899e+01,5.242088783976159050e+01,2.117080923588427410e+01,6.512272564470842440e+01,5.774607888805145706e+01,5.543052443415709973e+01,3.274251693624065496e+01
5.381776141117941847e+01,4.558989845674260977e+01,3.187516184106167927e+01,3.934237072490199694e+01,8.609538483040624968e+00,4.960116094954943833e+01,4.580977886527774245e+01,3.976397154165163528e+01,2.312441605715324400e+01
2.042871909679266196e+01,3.164326090536669511e+01,4.353413279546750658e+01,1.830819370514801037e+01,2.684938365328573795e+01,4.015439468640428089e+01,1.801723879249664861e+01,3.528676381641890458e+01,5.457638119539702615e+01
5.960143346738281878e+01,4.922714755106895268e+01,3.194380569459493557e+01,4.426270332566097210e+01,1.478320989146729225e+01,5.233224941520231255e+01,5.112384728285773861e+01,4.234141440379906385e+01,1.779807521689104632e+01
2.522730402376171099e+01,1.139137845887632849e+01,2.643440490019130351e+01,5.881120149629653682e+00,2.891066731403190104e+01,1.905226259657251120e+01,1.395227343721271929e+01,1.400252331337368439e+01,4.648624220752869007e+01
3.561089159694037676e+01,2.461368460693145011e+01,2.219585217382097042e+01,1.857079697766331350e+01,1.470923726803025744e+01,2.985134896324161247e+01,2.589596052729084263e+01,2.085330579178260990e+01,3.407567845284328456e+01
4.889982638623690292e+01,2.679749311468974327e+01,4.641517318416188864e+00,2.960606331975465721e+01,2.634507159732551429e+01,2.646171045930326216e+01,3.772433270122842686e+01,1.698502070043728196e+01,2.578370847502614183e+01
5.430017891172008149e+01,4.355746593164566605e+01,2.772426503908754469e+01,3.860152637842138290e+01,1.050896040775423756e+01,4.687955921384052971e+01,4.556936139688671972e+01,3.692022233882222793e+01,1.930845128618749129e+01
5.139623229446718966e+01,2.564757995273449254e+01,4.650397402840475536e+00,3.222318812612615346e+01,3.481626880656841649e+01,2.251184480254337572e+01,3.999455601880138289e+01,1.511907420782860711e+01,3.125270685022180928e+01
2.774812770080067637e+01,2.702742425976359186e+01,3.280455993124711966e+01,1.580367766616171821e+01,1.757984357004515275e+01,3.443816228795160583e+01,2.042790985141848026e+01,2.742262003187547137e+01,4.350488537951774504e+01
6.485805667161133670e+01,6.018376008849177339e+01,4.622021337836739008e+01,5.270278530069489875e+01,2.117079846724895020e+01,6.455188866202347242e+01,5.832072938778976834e+01,5.475874335194333042e+01,3.027753739287582491e+01
3.468593171011998777e+01,8.607847770898414907e+00,1.904274031433146419e+01,1.636308823244244337e+01,3.403277978364797463e+01,1.037021092143546674e+01,2.337384841581156891e+01,2.718537108584307305e+00,4.375201766899652256e+01
4.670184719958999153e+01,5.476289924637282525e+01,5.459171185140581173e+01,4.275952065806229996e+01,2.443053638568477837e+01,6.208729395522927064e+01,4.471576872045390161e+01,5.434587928982531935e+01,5.169683764044427932e+01
3.658771251941014668e+01,3.814428000665235174e+01,3.819913043437558997e+01,2.723701143095222221e+01,1.176472680969719242e+01,4.504573497175372410e+01,3.116435005546082593e+01,3.704826454204332720e+01,4.128449525186519509e+01
6.018437622301625822e+01,6.485462618921653188e+01,5.914079815966598375e+01,5.400792359252770325e+01,2.845895927551037374e+01,7.130407331633254842e+01,5.711723548695488262e+01,6.257670904698208858e+01,4.944131492468927291e+01
3.014433634773969573e+01,3.602433113813877430e+00,2.928003965160810651e+01,1.654123822275428068e+01,4.279800277127741026e+01,6.797594557054806863e+00,2.018971335423199420e+01,1.209785610372394160e+01,5.455543998277539686e+01
2.832926631594000710e+01,7.901593475133685374e+00,2.377326239949810827e+01,9.525998877049424607e+00,3.140096021869703335e+01,1.463665089407840370e+01,1.693001774231208856e+01,9.582535088892655040e+00,4.596534948920526631e+01
5.215601854457423769e+01,4.449874290211796790e+01,3.184324257287098803e+01,3.791064404522146702e+01,6.897095588420678602e+00,4.875189874403026380e+01,4.426641277364799976e+01,3.898591587344472487e+01,2.455875231887445409e+01
2.920260466950304590e+01,1.860480460443831063e+01,2.456771564288849419e+01,1.139265924759491710e+01,2.112702611410023223e+01,2.512556509826132967e+01,1.895022757015055959e+01,1.756661008143237979e+01,4.062419379879082726e+01
4.613826483188329775e+01,4.738211552389673642e+01,4.299591862094817429e+01,3.709640663375788705e+01,1.222851859250689266e+01,5.372117118792503021e+01,4.116464828357489836e+01,4.504573497175372410e+01,3.949363540388571181e+01
5.339109422918880909e+01,2.667485911762737416e+01,7.816474147898184732e+00,3.443563516512990219e+01,3.832192467522859403e+01,2.239200523814942301e+01,4.200278185759714944e+01,1.636204838384411175e+01,3.335846228542141745e+01
5.289592132494667709e+01,3.353939637862734457e+01,1.080503556378170238e+01,3.409009118271190175e+01,2.224854076981922901e+01,3.404317336743258693e+01,4.216610830609786120e+01,2.431905178744951002e+01,1.856244194562473382e+01
5.053245440618734108e+01,4.609462374060586143e+01,3.634751856888782839e+01,3.802615790259176265e+01,6.809068329679566212e+00,5.116186857976138214e+01,4.363553722793123057e+01,4.169454474862325810e+01,2.992094457665172769e+01
4.336600097104784624e+01,5.194730640019223955e+01,5.304089886078232041e+01,3.974737948037029867e+01,2.358068951219434339e+01,5.943167370122738902e+01,4.148859145294225215e+01,5.193778570937782035e+01,5.180435205736034732e+01
8.138887813828768358e+00,2.223256641557108182e+01,4.757880488856942947e+01,1.638142566127579158e+01,4.634274683379855730e+01,2.996137105123110445e+01,8.791679507306575658e+00,3.193885292139992416e+01,6.804829524343681157e+01
3.616919143650154211e+01,1.338624644245539663e+01,1.565774913711026350e+01,1.692031638603410926e+01,2.881971804201963749e+01,1.580287079387300686e+01,2.478589195762237907e+01,6.188795858545236506e+00,3.873028527983014868e+01
1.498976177050452741e+01,1.360940958138136203e+01,3.828334630618832080e+01,8.246272902840276586e+00,3.976603295353968548e+01,2.202115364737110781e+01,5.274850593232117468e+00,2.276652846049573853e+01,5.940094233911921151e+01
5.616393905111960549e+01,5.650493316724925563e+01,4.841448861300586515e+01,4.688017139784962239e+01,1.825245312350958571e+01,6.227561475016742776e+01,5.122213714986831690e+01,5.311407098656420800e+01,3.885652115798519901e+01
3.567594449981047688e+01,8.124132065057349195e+00,1.979474125412627927e+01,1.799648553840957987e+01,3.657911007206345744e+01,7.901421050662187362e+00,2.451916123991072283e+01,2.606358439941325766e+00,4.528874092200475587e+01
3.160851654829630775e+01,3.879559191173981247e+01,4.361242793202491441e+01,2.637363099842314185e+01,1.933972770566889565e+01,4.656312764408407645e+01,2.832801671038235014e+01,3.972842487179536164e+01,4.879360588411591948e+01
5.464545178522914171e+01,3.514757491769059072e+01,1.144635183674837542e+01,3.584489005905438574e+01,2.310173597441935556e+01,3.542115227653454212e+01,4.392141393604723731e+01,2.578528486156532651e+01,1.698302635873293553e+01
5.884043397367774730e+01,6.046848475158514447e+01,5.270404178801659612e+01,5.049888704941658091e+01,2.252737725006794633e+01,6.639717296330525187e+01,5.448548839952164968e+01,5.731203801480723570e+01,4.228150723312225523e+01
5.122228063468876513e+01,5.732066680466397202e+01,5.463636709648096002e+01,4.588237066836781963e+01,2.381203386398937738e+01,6.423939318230117124e+01,4.850791809543383692e+01,5.600284993683505519e+01,4.917148440447223834e+01
1.689017549541012642e+01,1.567804514227039903e+01,3.485138896852476620e+01,2.723223541842307860e+00,3.218806834680425055e+01,2.444271545006066049e+01,6.039789634412799479e+00,2.179540703697379911e+01,5.349800161831612400e+01
