1.799742957682180133e+01,1.956551123067982090e+01,2.006113460552932182e+01,2.378614544162870814e+01,3.018938863384618188e+01,3.544714149703587225e+01,2.494896078727495592e+01,2.371463595239498190e+01,2.006472655801976046e+01,1.100272488871741672e+01,1.506209945777866821e+01,2.031683612805453620e+01,2.371463595239498190e+01,8.698994226032930044e+00,8.122316889920369931e+00,1.894449663110591331e+01,1.899033483137997180e+01,1.895322562450721549e+01,1.933747022795431647e+01,2.868266599245546544e+01,2.815898025584218090e+01,3.549959003779711253e+01,3.534557471042769805e+01,3.019294987251660345e+01,2.542142635472148271e+01,4.884969143405720082e+00,1.317311594282365661e+01,2.084954600862588237e+01
8.776145269502473312e+00,8.422593539363614212e+00,8.805067462965260106e+00,3.190781136094430792e+01,4.398349630200545590e+01,3.890628554825917718e+01,2.944727837720234476e+01,2.908723944794354210e+01,2.834188223638435389e+01,2.975926736874215450e+01,2.232027904437420673e+01,2.539288673190355183e+01,2.908723944794354210e+01,3.257605250120929696e+01,3.222692904224955157e+01,2.265472296549000220e+01,2.181911593856627007e+01,6.901118141357621028e+00,7.020517359799741897e+00,4.095363132580521892e+01,4.010649875867600400e+01,3.672568497898369344e+01,3.604113176954724196e+01,2.722697108536486610e+01,2.687557081886967580e+01,2.831774757141917576e+01,2.477104629309303263e+01,6.713499515212497215e+00
3.912604345031162012e+01,3.888464935178766524e+01,3.838879737047655283e+01,1.535103544961828526e+01,7.396477310291513341e+00,1.269666415675320259e+01,1.787200201235926755e+01,1.809082393324624149e+01,1.926811013949299323e+01,2.555245014190107256e+01,2.601765230882222824e+01,2.182798718566873575e+01,1.809082393324624149e+01,3.093436251095421596e+01,3.154891958059258528e+01,2.460025365564937516e+01,2.540014245215702715e+01,4.123693395488740521e+01,4.070923275671020036e+01,7.811811363248921225e+00,8.337453427442484966e+00,1.612286299247532284e+01,1.694967144514994217e+01,2.356247508657348888e+01,2.093387463651404090e+01,3.222129814312067708e+01,2.519350550700408675e+01,4.050030081838164620e+01
1.275626798791270744e+01,1.135530325120543083e+01,1.050253057490239250e+01,1.730724362656394888e+01,2.996027531010589229e+01,2.156378864422610420e+01,1.371137237678358289e+01,1.390814821987017957e+01,1.517044186074316592e+01,2.295665204436389573e+01,1.285954809786359476e+01,1.173096527267198219e+01,1.390814821987017957e+01,2.891865563719671428e+01,2.894260738163135471e+01,1.004483269947302837e+01,9.302328848653543147e+00,1.428554725315189167e+01,1.343540837385276454e+01,2.657455362897052709e+01,2.569699466551154288e+01,1.913140598089866984e+01,1.841182357103383893e+01,9.541339695179136271e+00,1.044474353781354026e+01,2.579968726252456790e+01,1.625199285919329384e+01,1.218994637901139022e+01
2.220598979576007181e+01,2.194624328214299780e+01,2.146109254237199693e+01,1.757633081696415633e+00,1.442589416370491762e+01,1.220205719828294733e+01,2.779871858383092142e+00,1.801342896640268476e+00,3.191629910881842669e+00,1.424640175173018442e+01,9.668277262401703709e+00,4.890746230509849468e+00,1.801342896640268476e+00,2.121870106233764730e+01,2.159661244528714974e+01,7.666180665061342658e+00,8.460399226603399825e+00,2.431421635051486518e+01,2.377383260968090539e+01,1.108850231405794418e+01,1.021062627193983907e+01,1.249654237011352009e+01,1.250285945890041894e+01,1.120019701161703374e+01,5.922691946207167213e+00,2.032100537922455175e+01,1.015963491651378803e+01,2.357097333472513156e+01
1.863388176854821054e+01,1.916374828327488444e+01,1.904862739496584823e+01,9.877858035197279563e+00,1.791875610648616401e+01,2.162701061139193470e+01,1.164560421155265146e+01,1.034608955513989947e+01,6.457789090312259894e+00,5.185324418693642023e+00,5.695209922186909246e+00,8.046730061101063924e+00,1.034608955513989947e+01,1.209537456875880146e+01,1.237861872736631774e+01,8.367218846739993054e+00,8.998865662747384420e+00,2.061522330671748904e+01,2.038777797244184953e+01,1.566027487269137097e+01,1.499024407030753459e+01,2.200715535595625383e+01,2.196893291001974902e+01,1.861052546786666539e+01,1.312572349742407951e+01,1.079442550408207246e+01,2.633923623038444184e+00,2.091777341778189125e+01
2.842807933891357308e+01,2.701724714941920524e+01,2.615635768132506556e+01,2.006132156729137961e+01,2.950987165442622029e+01,1.434463807558746851e+01,1.635149051602538961e+01,1.756792573259667378e+01,2.127914037803892811e+01,3.245854924097212546e+01,2.394012415616003864e+01,1.930167199415264179e+01,1.756792573259667378e+01,3.937708081846476915e+01,3.962872436236959572e+01,2.002988142634771762e+01,1.991706344653333716e+01,2.993839396893858762e+01,2.907926990762019415e+01,2.630020561793234890e+01,2.560640658384956936e+01,1.091154627886566075e+01,1.009480078715448137e+01,8.781059841460363558e+00,1.416833313324699262e+01,3.744268914889189404e+01,2.655707051305318345e+01,2.773524729648270082e+01
9.864071714298820126e+00,9.646918372471233738e+00,1.007453016788180200e+01,3.318360687263643882e+01,4.520492367323824823e+01,4.025897645907875955e+01,3.076507882164364460e+01,3.039026122100242944e+01,2.958415037060179031e+01,3.070500356166188283e+01,2.348800275136422044e+01,2.666862388979352261e+01,3.039026122100242944e+01,3.330393815408002212e+01,3.293452148873510055e+01,2.392213834927649785e+01,2.309239887141725234e+01,7.897592045248285508e+00,8.116537773696425262e+00,4.219708799516177322e+01,4.135309412750564917e+01,3.808305668787904352e+01,3.739865349827101682e+01,2.858341400174083446e+01,2.821526744626498839e+01,2.902525053461850746e+01,2.586399116244281515e+01,7.969025306505417738e+00
3.335846228708118844e+01,3.503297437585324303e+01,3.560828732704053579e+01,3.615505845177102628e+01,3.801296239168570423e+01,4.783692618345210690e+01,3.843997273348284693e+01,3.713821551819881250e+01,3.323410564888503416e+01,2.195030231505623419e+01,2.986324625891873907e+01,3.449843349383075974e+01,3.713821551819881250e+01,1.508453204214547050e+01,1.463383071502413024e+01,3.374597986041005271e+01,3.397267682701630775e+01,3.397558237630813949e+01,3.449716121444518535e+01,3.783830082049093591e+01,3.762422888575743229e+01,4.865745694200140292e+01,4.868520950425531879e+01,4.493496459898803863e+01,3.971001553934905104e+01,1.627317984747273627e+01,2.717204850406485761e+01,3.614471572608619709e+01
9.301231643306442365e+00,1.109596241938556460e+01,1.184270962609726929e+01,2.604853526221156557e+01,3.572340050246867094e+01,3.642802579727091228e+01,2.551791947139358996e+01,2.456594925076064584e+01,2.192864838022007845e+01,1.783908047338803726e+01,1.520580426768166227e+01,2.047932196361502832e+01,2.456594925076064584e+01,1.856625230878154653e+01,1.810024550398913590e+01,1.805749518228125083e+01,1.762177406811832014e+01,9.475929261347429744e+00,1.009929333874084811e+01,3.340380091709770483e+01,3.269192072930255932e+01,3.548349681087497487e+01,3.508393121264909809e+01,2.788134320711399283e+01,2.456255112141307606e+01,1.428273750514449780e+01,1.564077363698606682e+01,1.185188818186776594e+01
2.345705371473735923e+01,2.456888143922039447e+01,2.475514759614963012e+01,1.809520779301396587e+01,2.131808750786767348e+01,2.973632877914854689e+01,2.067171136181359259e+01,1.937153658720706062e+01,1.547470699565891827e+01,4.122638629972511737e+00,1.389935928961123857e+01,1.734542522685597632e+01,1.937153658720706062e+01,3.017515110792343247e+00,3.512804325317014698e+00,1.735564656914731430e+01,1.784314387127152557e+01,2.503606066255796847e+01,2.512100380423126111e+01,2.041993238566920965e+01,2.006556578383102618e+01,3.064615706895788705e+01,3.071963790199681199e+01,2.791272847972576798e+01,2.241282145251944868e+01,4.886918641708321687e+00,1.058548524917232214e+01,2.619781391517594216e+01
2.624738919243245405e+01,2.758356041720201191e+01,2.790483855004320901e+01,2.328964479510829477e+01,2.543854325069415978e+01,3.488015961006435361e+01,2.587484352243572516e+01,2.457339951473540296e+01,2.067094084080692795e+01,9.284000656061063950e+00,1.854766232578066720e+01,2.241226314530577213e+01,2.457339951473540296e+01,2.325539396459876951e+00,2.223897510763845897e+00,2.219946738643266571e+01,2.261019550117968535e+01,2.755646005422261524e+01,2.778954481877574167e+01,2.496511147002894404e+01,2.470132294601763689e+01,3.584951537480693418e+01,3.592968459819288540e+01,3.298777776492485714e+01,2.753446869831069677e+01,5.921914016620445587e+00,1.539180522084526537e+01,2.908694247783271791e+01
3.111101260630760024e+01,2.945171907199316408e+01,2.857744451569414323e+01,2.783202468817302488e+01,3.774590771242317544e+01,2.247180548610838713e+01,2.390689797136573702e+01,2.502809540532581067e+01,2.848496350432121460e+01,3.922122346548052718e+01,2.991123918491425115e+01,2.601450445884636409e+01,2.502809540532581067e+01,4.595644899036863507e+01,4.613215362568104894e+01,2.611380955311145513e+01,2.578884949545149396e+01,3.219155043111153702e+01,3.131510177551724183e+01,3.451420590676882227e+01,3.380618426427210466e+01,1.907573884118201946e+01,1.828571616362555119e+01,1.562503419977513275e+01,2.122542725477024206e+01,4.355065174812332174e+01,3.290092319311091273e+01,2.969862464358187637e+01
2.260936800481016462e+01,2.414698462204158247e+01,2.461334350839852547e+01,2.531351249870768427e+01,2.977057905225671064e+01,3.710346038757597142e+01,2.712495112511141926e+01,2.583900250067419790e+01,2.199398250252896503e+01,1.131237825531200869e+01,1.806917810417675696e+01,2.289525576513561234e+01,2.583900250067419790e+01,6.117084277073153942e+00,5.437408301200950866e+00,2.196930557146046326e+01,2.216267011929108222e+01,2.360052137397209293e+01,2.397493530228725334e+01,2.877256351594923700e+01,2.837054717512257085e+01,3.755881676912236600e+01,3.750397540231759308e+01,3.320783328921493194e+01,2.810405911797323952e+01,4.761665221331657705e+00,1.554455919281911314e+01,2.546674150951842464e+01
2.753713237601292718e+01,2.932204676035776103e+01,3.003711083825345440e+01,3.661716342918293776e+01,4.146575847345940247e+01,4.835698366983650232e+01,3.795847371724089925e+01,3.671591046712950401e+01,3.301687523464461549e+01,2.295755414619596024e+01,2.801868337694939015e+01,3.333065869605152187e+01,3.671591046712950401e+01,1.755600531069478265e+01,1.689938109522909926e+01,3.186262787924698969e+01,3.184212419521882964e+01,2.765420104610689833e+01,2.832443358818761325e+01,4.051349711608587256e+01,4.010649875867600400e+01,4.850522758045861593e+01,4.836114985069397676e+01,4.304484325124739286e+01,3.840940224648752377e+01,1.624954690431314930e+01,2.617857281908833755e+01,3.009362657470495606e+01
3.065165455548815743e+01,3.067678661799778084e+01,3.030144456531895258e+01,7.782964590027327212e+00,4.945879253826771738e+00,1.377195948412699700e+01,1.164795606076774881e+01,1.120799230310814387e+01,1.076267173767193164e+01,1.578525357542835295e+01,1.708033757703805122e+01,1.394478367030490595e+01,1.120799230310814387e+01,2.147394009450871266e+01,2.205820653210733084e+01,1.654564372584739118e+01,1.741401784089037363e+01,3.275305420573221227e+01,3.232565492983548694e+01,2.049188672474119954e+00,1.477444241851375129e+00,1.618113811960761694e+01,1.669337641889189072e+01,1.956899146488895269e+01,1.509683623179779310e+01,2.248053154010256094e+01,1.573824365326385966e+01,3.237828489070378168e+01
4.650688716312894044e+00,3.446770619274952541e+00,3.511062731736239506e+00,2.644274785010235007e+01,3.864589186933518050e+01,3.340537365413129578e+01,2.391012536350669393e+01,2.356986127102239692e+01,2.296703297502499552e+01,2.543038152036257671e+01,1.721373735427953733e+01,1.993442713420284207e+01,2.356986127102239692e+01,2.907955750247591808e+01,2.881631621142808797e+01,1.722216352218618951e+01,1.637277052424728296e+01,3.950624629456500614e+00,3.335846229578467881e+00,3.556005207831600501e+01,3.470556120104520659e+01,3.129466798992680410e+01,3.062957455158840148e+01,2.188579063421437354e+01,2.133561743960060397e+01,2.496547500122909113e+01,1.992240541701795209e+01,1.800901950923400774e+00
2.588300178723711298e+01,2.689500121212199346e+01,2.701980602498924355e+01,1.757844164061789982e+01,1.912049425735774477e+01,2.889545465953185044e+01,2.061418732389376984e+01,1.934193502559831401e+01,1.555650028199064394e+01,5.185324418693645576e+00,1.525572276709285369e+01,1.790784398154174539e+01,1.934193502559831401e+01,4.887894771096249258e+00,5.551903361211992127e+00,1.835971766342644429e+01,1.895194804573252156e+01,2.754675178310852957e+01,2.757943912642947737e+01,1.858480668805996316e+01,1.832992411037696101e+01,3.011932849781664245e+01,3.027574847239326772e+01,2.833009584646239887e+01,2.274309981523351354e+01,7.802581089664070824e+00,1.185208818638074568e+01,2.856397778345906246e+01
2.431821557160140301e+01,2.611008435928436455e+01,2.684162469974018350e+01,3.479930325299496729e+01,4.056135260782211560e+01,4.643966686634405505e+01,3.584767141804003643e+01,3.463649059335956792e+01,3.104832023756940629e+01,2.162638786420343706e+01,2.566964661798664693e+01,3.108489180174912292e+01,3.463649059335956792e+01,1.701960259137519671e+01,1.634143908292622172e+01,2.944240911618787493e+01,2.935711127541666698e+01,2.437473065638177872e+01,2.505866930114504498e+01,3.935239761528016089e+01,3.888559761859819730e+01,4.639456262907825135e+01,4.620378624931618816e+01,4.051455293317896889e+01,3.606862279024496587e+01,1.494140503345376025e+01,2.411343099353224773e+01,2.683583163253577908e+01
1.463339731021438261e+01,1.554194976401249129e+01,1.563784676996784384e+01,1.469659936544060486e+01,2.330792487873959828e+01,2.612446691361529716e+01,1.546705805808005252e+01,1.425652978580553132e+01,1.075673898310880361e+01,6.456096958676107889e+00,5.695209922186909246e+00,1.079552579533909196e+01,1.425652978580553132e+01,1.114026095428623364e+01,1.111948743348762036e+01,9.602761585296684999e+00,9.786749120299827354e+00,1.642352605437998392e+01,1.636445411533909322e+01,2.110002061002096241e+01,2.042724343212166360e+01,2.601661371705284864e+01,2.584146884251752851e+01,2.086524474622762426e+01,1.592744561304619566e+01,8.046327471680637444e+00,3.788174592975200650e+00,1.723587246776695281e+01
1.560004580761749438e+01,1.552847022662870735e+01,1.514317552254141575e+01,8.240009660324107088e+00,2.006704265324730585e+01,1.828095039267689259e+01,7.349538557530087779e+00,6.346207428070875345e+00,4.409909275030313935e+00,1.175441576310319292e+01,3.190560442433048483e+00,2.324053431759626420e+00,6.346207428070875345e+00,1.841687180296580095e+01,1.860412004492025773e+01,1.800869475105846274e+00,2.606488598283455804e+00,1.771182462032186322e+01,1.723264953535809596e+01,1.702221164626277528e+01,1.618024466715464271e+01,1.771122655080251107e+01,1.745245232731743101e+01,1.238824350510652827e+01,7.320337197542409413e+00,1.627547918709498020e+01,5.403081877313868908e+00,1.722208535548461228e+01
5.432744951379718579e+00,6.335339877240440565e+00,7.145879520455176603e+00,2.908623539590552198e+01,4.054404217817980083e+01,3.747137692469181758e+01,2.723993094136832838e+01,2.665375116312534942e+01,2.522034560081514343e+01,2.493826495350293726e+01,1.869408745913463576e+01,2.267281475260940127e+01,2.665375116312534942e+01,2.717958588067171988e+01,2.679461182785372841e+01,1.990130475105767971e+01,1.915538617795910525e+01,3.440189888013747588e+00,4.223158832738161728e+00,3.772168629145376428e+01,3.690916528066349400e+01,3.571603644511210263e+01,3.512623012134484668e+01,2.669375496207777587e+01,2.517185391284338181e+01,2.288890738689646653e+01,2.063821139599450660e+01,5.506445294701047821e+00
1.863388176854820699e+01,1.711909600012596044e+01,1.624610122751467145e+01,1.857035488910983645e+01,3.064794974812622641e+01,1.920450956019626432e+01,1.448467803768261852e+01,1.518830371552274627e+01,1.771207614632817950e+01,2.727667489311381033e+01,1.744849613967197399e+01,1.459868026509971095e+01,1.518830371552274627e+01,3.369632162914037110e+01,3.379902671636270384e+01,1.391593877182664585e+01,1.341245629084260571e+01,2.000646974984419302e+01,1.913646493960653672e+01,2.719956271295913908e+01,2.635433208868972699e+01,1.617892102866001380e+01,1.534105641280856425e+01,7.043327095722933251e+00,1.108275313548197971e+01,3.094013617508315406e+01,2.067181065936788542e+01,1.771751235601870533e+01
1.808777387831873185e+01,1.907523560021244080e+01,1.920200562132020039e+01,1.513486609013127726e+01,2.178896588549224944e+01,2.689629811140015647e+01,1.679197465950725743e+01,1.550551279904128066e+01,1.166934555746286328e+01,3.190631642338430662e+00,8.449810457670450248e+00,1.269282144979254312e+01,1.550551279904128066e+01,7.813259860609433893e+00,7.901449729885217543e+00,1.216071561281479418e+01,1.253035643513482533e+01,1.979934901312302387e+01,1.979746775022732308e+01,2.002020701489428589e+01,1.945326433550930290e+01,2.723757362264131743e+01,2.717281986436805852e+01,2.318163919149537477e+01,1.790313376813667290e+01,5.597791474928201616e+00,5.404217854462798343e+00,2.074851402523331245e+01
7.818119923031392027e+00,6.047710588886494598e+00,5.212239011933772481e+00,2.263150888304542363e+01,3.521230408576736437e+01,2.824920405228294840e+01,1.954850356466705463e+01,1.945069224108483397e+01,1.967977961760244199e+01,2.470177330500798973e+01,1.516751979844796594e+01,1.634060265575422832e+01,1.945069224108483397e+01,2.955072595716470474e+01,2.941754737527588759e+01,1.390416361093878450e+01,1.302736140088817507e+01,8.647364136114802591e+00,7.774486475220949266e+00,3.194907654890251791e+01,3.107448869876121478e+01,2.590906353147531505e+01,2.519952076497574112e+01,1.633809986570221540e+01,1.659768827611449638e+01,2.579955540652536072e+01,1.838681214955999010e+01,6.144794528136214851e+00
2.370380499421125009e+01,2.219803766809357626e+01,2.181445541380529818e+01,3.968923706781991712e+01,5.231272394383504576e+01,4.178242985442920343e+01,3.596083214042337772e+01,3.626800196360280637e+01,3.744787974725598190e+01,4.324749120941101665e+01,3.367817596219172316e+01,3.400078616727910941e+01,3.626800196360280637e+01,4.777034712198804556e+01,4.757176893569889842e+01,3.192930019638306050e+01,3.108423534161642365e+01,2.288579339908271137e+01,2.240424579164694663e+01,4.890241724899934184e+01,4.802801125124467774e+01,3.863963872894071017e+01,3.777725573942772996e+01,2.962927392458717790e+01,3.256545571302860509e+01,4.380379710333073717e+01,3.694084785791808656e+01,2.084938344907655150e+01
2.354117652448258369e+01,2.260963359102924031e+01,2.187226580277148358e+01,1.000753868562643056e+01,2.067790441269607626e+01,9.130377788417247231e+00,6.265351025865379064e+00,7.510462027771483307e+00,1.132489030434057042e+01,2.266911753189694778e+01,1.516774227275315745e+01,9.903872210072313109e+00,7.510462027771483307e+00,2.965169721374848777e+01,2.995419638694531983e+01,1.142150214032109012e+01,1.162839024647832353e+01,2.545423936174012525e+01,2.470206232304266081e+01,1.727787137328940759e+01,1.648598083182117691e+01,6.836506201414710659e+00,6.233495005359120711e+00,3.500552958282605598e+00,4.765066942114690285e+00,2.810671116148017745e+01,1.724229546700619409e+01,2.385507236582654755e+01
