4.876175294962796869e+01,1.463209757677160106e+01,2.592959774607156831e+01,4.095434225437306708e+01,2.370383355524270641e+01,4.578698691751919370e+01,5.763540465881270336e+01,3.564568306468365222e+01,4.782105482338308633e+01
4.762553579073253474e+01,1.930978615872039583e+01,4.039282408993592099e+01,5.339649183465777327e+01,9.506140414923429205e+00,2.668485396807959020e+01,4.049965472781214970e+01,4.496465395834769652e+01,4.387709395071189533e+01
8.137475410493717476e+00,3.138589638201687038e+01,3.256132863384186038e+01,3.270401748301560474e+01,3.178211374554915380e+01,2.902483241745479248e+01,2.799697974847411786e+01,2.446287234264237398e+01,2.725241949387826157e+00
3.867224496006109291e+01,3.790389618615212441e+01,5.292792435907077930e+01,5.956997048039433196e+01,2.684341933595065299e+01,4.650932331688368393e+00,1.050896040775423756e+01,5.013610261143827529e+01,3.270292406629921800e+01
3.623475678552772905e+01,6.188649366783870676e+00,2.683105356582744605e+01,3.947593168767749461e+01,7.203921711273814310e+00,2.809617791597992920e+01,3.962607196436228918e+01,3.108231754560031845e+01,3.360479573477940818e+01
2.326043693911745081e+01,1.244056981143620533e+01,1.609384260093981922e+01,2.533294065305596376e+01,2.031228878744867927e+01,3.298110958441582596e+01,4.003015474250570804e+01,1.626438662274493652e+01,2.256945779582924416e+01
5.122776104115490625e+01,3.554008224995850895e+01,5.528062595251431333e+01,6.572719519523012366e+01,2.215784348183456842e+01,1.633911346672699949e+01,2.896576235346690709e+01,5.638367309677289541e+01,4.586115234626425519e+01
1.649521779137846522e+01,4.784723548374218183e+01,4.754713382058530868e+01,4.389865228176263656e+01,4.664496482045279180e+01,3.703391463216774326e+01,2.912181887537789393e+01,3.763814928444567443e+01,1.465347899245780283e+01
3.134250311133429534e+01,3.576059346250040250e+01,4.829552122052530194e+01,5.355806938713327270e+01,2.679954110162375258e+01,8.235035672894861491e+00,8.245608540358052352e+00,4.426715599975668880e+01,2.532939955905728624e+01
1.690498804227697960e+01,3.013339017412565468e+01,3.679519526869589185e+01,3.974484879079101773e+01,2.688876416930403934e+01,2.032174733771615038e+01,2.009102731710623502e+01,3.078531716404880214e+01,1.103787292812985932e+01
4.839461157387122370e+01,1.336848058038485298e+01,2.775463212962793236e+01,4.270070249669791451e+01,2.073937439566153529e+01,4.292086692155173466e+01,5.511621035357767084e+01,3.674195072356806691e+01,4.701491902505223663e+01
3.665326232989945510e+01,3.457747091359087221e+01,4.971155162701435160e+01,5.666600384004969726e+01,2.368690969246149436e+01,1.756337511170946497e+00,1.229798516316806278e+01,4.720183739551223567e+01,3.077457833701162926e+01
3.529049080975882191e+01,2.668676982833713396e+01,4.323033608253022919e+01,5.169941780758190220e+01,1.544357302847682156e+01,6.808767727762981892e+00,1.980308911567669838e+01,4.220586944999825363e+01,2.993386439840076818e+01
2.289747755621148073e+01,2.863558560916838402e+01,1.176845950426190335e+01,6.901273371530735723e+00,3.889309530032794271e+01,4.953905574428130620e+01,5.329771179864306418e+01,2.608107823951232085e+00,2.672153905245183481e+01
1.802034207424725665e+01,1.799648553840957987e+01,1.673469606419557465e+01,2.240776668149691986e+01,2.477261361894602132e+01,3.417413790272933483e+01,3.929718326317220800e+01,1.292003523543769106e+01,1.810247902963731903e+01
2.409383217962725610e+01,1.162421130977693018e+01,2.114004753339990472e+01,3.034945692913113646e+01,1.595475323336807705e+01,2.790632663748090536e+01,3.568626229731406596e+01,2.109394088535740153e+01,2.206863682202386556e+01
5.352614615520509034e+01,4.578667069629157993e+01,6.389613128080218019e+01,7.247047952335974230e+01,3.270100860520351915e+01,1.652788972525040734e+01,2.321576189055539885e+01,6.296840800898200996e+01,4.762892840751356260e+01
2.646287397241761141e+01,2.008847713603541862e+01,3.362380032266094787e+01,4.139419819969645431e+01,1.393507792315029903e+01,1.544474778494953426e+01,2.397661997889829522e+01,3.189473350257578232e+01,2.181147769689117055e+01
4.528278728503084238e+01,3.819503062596506027e+01,5.558542801546734324e+01,6.388534076144355112e+01,2.557482108548975930e+01,8.121340036844008736e+00,1.822693406330098753e+01,5.438271797840579325e+01,3.946870976625553595e+01
1.921426764984420998e+01,2.337102942662044569e+01,1.210397533285024885e+01,1.380164862232490286e+01,3.253368909645205775e+01,4.266742228267305137e+01,4.687285737071500336e+01,4.307103838580976785e+00,2.181860825463902387e+01
4.766446212194684051e+01,1.862532714758032171e+01,3.969812196638669377e+01,5.284953292066865771e+01,9.570952700487056930e+00,2.757357796079079648e+01,4.133068694616132177e+01,4.450862742628891056e+01,4.403180786242505462e+01
4.131693190127383275e+01,2.646192425824509087e+01,4.526639212133988366e+01,5.526440447763595643e+01,1.341236348663615630e+01,1.127237551381296576e+01,2.530823417038094547e+01,4.589005199912062238e+01,3.622199078562859853e+01
4.218147019092785399e+01,1.638600621847310990e+01,3.714272476699636627e+01,4.938521067716292379e+01,4.224040986769317385e+00,2.277637992330035033e+01,3.617916277700660288e+01,4.063785382149991676e+01,3.835113401173289560e+01
2.513919295822941535e+01,3.938229052353894843e+01,4.789126433879734179e+01,5.043875901173958454e+01,3.307468277351136976e+01,1.772171025382098719e+01,1.033954433444434251e+01,4.170192989768932534e+01,1.921251259261828181e+01
