3.641373496667917919e+01,2.863863901557706271e+01,3.884887853647609290e+01,3.542815965432291847e+01,3.425159535962684743e+01,3.481011483653597338e+01,3.248921331315469274e+01,2.169748258300110777e+01,2.715488538536481400e+01,3.534458992551189027e+01,3.540625738667613831e+01,3.490835957063779205e+01,3.387091618248525293e+01,3.375567637568150303e+01,2.377798785682962190e+01,2.360625238617831556e+01,2.845887884816394120e+01,2.731001418576211748e+01,2.571429621000127241e+01,2.729136219872548708e+01,3.743020053169242800e+01,4.296615305573876498e+01,3.859331054147035189e+01,3.618965742925011853e+01,3.515182608374015416e+01,2.701797673051840931e+01,3.252325312874516072e+01,3.435617112215849289e+01,2.920736497781796004e+01,3.267927964794836981e+01,3.335026475739432783e+01,3.268950598185966783e+01
1.835973008768245407e+01,1.351076404423096022e+01,1.162660033628053746e+01,1.167546179989750144e+01,1.728870922939877275e+01,3.596358398433762460e+01,3.815442842595396655e+01,3.453922407589780619e+01,3.986763138905600812e+01,2.002661432937534158e+01,1.445533365725605179e+01,2.117071255132515617e+01,2.820287907455040610e+01,2.941750108618110815e+01,2.476493916037606624e+01,1.454613843439991783e+01,1.079402149483068563e+01,2.908314125669832606e+01,2.376437721932393998e+01,3.037418210776243299e+01,1.294866917896894698e+01,6.505429949370590492e+00,7.721405618806411297e+00,3.512287642735107518e+00,7.813245363626378115e+00,1.215173403215964854e+01,1.249931460193550059e+01,5.255687995484081831e+00,8.619286910242420774e+00,2.030145087910710444e+01,1.349821676627796307e+01,1.470869658882529940e+01
2.395666870156594186e+01,2.318171119158677129e+01,1.627130781624547495e+01,1.853139794662830653e+01,2.392958613033228232e+01,4.281973524268169484e+01,4.573878726170465114e+01,4.404479899836291423e+01,4.864289525465544273e+01,2.604941192570995412e+01,2.084709172737734306e+01,2.734767193377608407e+01,3.483474097426709903e+01,3.613358093096872636e+01,3.412123356119190021e+01,2.587726107021509137e+01,2.145143735755650027e+01,3.747416270617856071e+01,3.273174868478164967e+01,3.877195138210637992e+01,1.838232710979582052e+01,7.314265112292183346e+00,1.334166419021991068e+01,1.363012519169843983e+01,1.602951592190829899e+01,2.290375021630142527e+01,2.142040037785069018e+01,1.566765231710957096e+01,1.998367391128978809e+01,2.736290074589428656e+01,2.108861677262804335e+01,2.238444028659845131e+01
1.167599202346465148e+01,9.283266820938786523e+00,1.681824600224454258e+01,1.370599882470757969e+01,9.915374402147074662e+00,1.525576746290620811e+01,1.618065567003968042e+01,1.215696605107722128e+01,1.708806799607938487e+01,1.019714422560250355e+01,1.221532454222863961e+01,9.582203916184639070e+00,9.901079271656136882e+00,1.042695765339455782e+01,2.326994148717728361e+00,1.756760122600490703e+01,1.269478552519268533e+01,6.706632081068662821e+00,1.111956296466075633e+00,7.902141502755909208e+00,1.479901904652923683e+01,2.460075416456270503e+01,1.866290571246790364e+01,2.368817390651635435e+01,1.592460926817876121e+01,1.185208818638074568e+01,2.725120685189649805e+01,2.306432669949854031e+01,1.744822268598301562e+01,7.478940542209428166e+00,1.107363627158661323e+01,9.872811800515762570e+00
2.945554650585050993e+01,1.944891282390320697e+01,2.728449840014503991e+01,2.468738972720042923e+01,2.722718961235101176e+01,3.921161931973863091e+01,3.922138063502710992e+01,3.058616172959459334e+01,3.727514785323365487e+01,2.972497899975094171e+01,2.635276787708749069e+01,3.013169880992777649e+01,3.385460158083910898e+01,3.454463979349591085e+01,2.452027689691624701e+01,7.908894531130921557e+00,1.634602513087063258e+01,3.023264940360105157e+01,2.521769652107970217e+01,3.111247388946722481e+01,2.699802983639031240e+01,2.688676486669448096e+01,2.497695527628094680e+01,1.768428180530178295e+01,2.211695682026190468e+01,1.566288708174476696e+01,1.136580610758329790e+01,1.564083030671719499e+01,1.322709745904892742e+01,2.799535617456244552e+01,2.407455951441124498e+01,2.430924563800563831e+01
2.722515690667482602e+01,1.905920088739597062e+01,2.926736606640921678e+01,2.585591640979012240e+01,2.499677531354304705e+01,2.885585747425333381e+01,2.751019178607118221e+01,1.724839920024164641e+01,2.378999697936352575e+01,2.634629339818700089e+01,2.594534097943398265e+01,2.605609986431836944e+01,2.621511005992340415e+01,2.636054539265710872e+01,1.569363649606554389e+01,1.494124735069575571e+01,1.890232422571582305e+01,2.032595367569649270e+01,1.741272710296984627e+01,2.067765949201436726e+01,2.789267518932671308e+01,3.349346652412555869e+01,2.900164742754665426e+01,2.727670039839161120e+01,2.556038685069931660e+01,1.745113993067842273e+01,2.497295158313790964e+01,2.556674180382195516e+01,2.005771434644373485e+01,2.376299660316094986e+01,2.383727612002825325e+01,2.323830906451345513e+01
2.412149654292122136e+01,1.944646711174583942e+01,2.875895523383037755e+01,2.542443021149041016e+01,2.233466849332646476e+01,1.968753888356443582e+01,1.765589068883561552e+01,6.999101675697372293e+00,1.342389679521913592e+01,2.255626510674900942e+01,2.440071843838134313e+01,2.179507404599023701e+01,1.919152861560794676e+01,1.890524057864410779e+01,1.026549169766728298e+01,2.137624429472623788e+01,2.130273974607846199e+01,1.239130311780147231e+01,1.229550679397369173e+01,1.222344448126808381e+01,2.687974352107985254e+01,3.543380094153468463e+01,2.988630552746444735e+01,3.185747004622514211e+01,2.669838064451222692e+01,1.993318661434242145e+01,3.217800858605080805e+01,3.058873317097670252e+01,2.454950041351334278e+01,1.985311395843591953e+01,2.288692395990502604e+01,2.184173886141229914e+01
3.950681858285480352e+00,7.345204174154554622e+00,4.760536184936565718e+00,2.779871857118450862e+00,3.094324683391935338e+00,2.212916330615754745e+01,2.489846830567316616e+01,2.412802471081009870e+01,2.803120632805031320e+01,5.601134660789766073e+00,8.331515267491341309e-05,6.808767711332095907e+00,1.416614114222554655e+01,1.544407189663697721e+01,1.454174884369724019e+01,1.844393840945021523e+01,1.002184164430412672e+01,1.683013524305515674e+01,1.276345848265134109e+01,1.810712858194963815e+01,2.632894345164100702e+00,1.367417016174629651e+01,7.721405618806404192e+00,1.689932531110047265e+01,6.706207052042955752e+00,1.074790490345120020e+01,2.396134820475413818e+01,1.734569940333819105e+01,1.424362410132838086e+01,6.515852652382291943e+00,2.322146616492153370e+00,2.718286998545750954e+00
9.468407657417669654e+00,1.396590908161932987e+01,1.694063531083013174e+01,1.492494443486141620e+01,9.283267110873058670e+00,9.835060386038556146e+00,1.256373283958588871e+01,1.455319739810226842e+01,1.656543489791010870e+01,7.317348600703548200e+00,1.237755519201126653e+01,6.034128022809714054e+00,2.325417379213808644e+00,3.335846229586687528e+00,8.705819428343083644e+00,2.444938448498500350e+01,1.790790099822512005e+01,6.223576920141193014e+00,7.029816589938692850e+00,7.157378364841819440e+00,1.481156903347884679e+01,2.605151498054375026e+01,2.007743860155656179e+01,2.793133005530437529e+01,1.841631092182297991e+01,1.756760109822032589e+01,3.314614691836781191e+01,2.780691451585232343e+01,2.295685012236936373e+01,5.921914016620445587e+00,1.269478570188322841e+01,1.144704352693642591e+01
8.585129192449281632e+00,5.689790441107701824e+00,4.883590578134648474e+00,2.151487542827327903e+00,7.227666828988644099e+00,2.592587739530204161e+01,2.830515650843273789e+01,2.595820546154498842e+01,3.063681387240687570e+01,1.003057011567513790e+01,4.650761743265554138e+00,1.111948743347279489e+01,1.811285829138709857e+01,1.933803229519522660e+01,1.604123714289990943e+01,1.480338854777584068e+01,6.510916181862096863e+00,1.955165486526539098e+01,1.463931643000448801e+01,2.085487753100679953e+01,4.388844500670767701e+00,1.078997787102200512e+01,4.933546956998830169e+00,1.230675920117271538e+01,2.325393044161534029e+00,7.662998101224443026e+00,1.936943808126615707e+01,1.269599296247390185e+01,9.923450259571424681e+00,1.021311829280330485e+01,3.404367214787838325e+00,4.650859179786611897e+00
