4.223887070635667840e+01,4.397371144869274673e+01,4.659301595109454297e+01,5.180654183822414893e+01,5.341888713743708905e+01,4.996899746978630219e+01,4.942490894835083282e+01,5.390532353271544963e+01,5.398881602675973568e+01,5.778562490096867776e+01,5.456613441023259981e+01,3.793758292746613847e+01,4.543249340112573265e+01,3.967369062651566480e+01,4.718064909092039727e+01,5.226359252491455720e+01,5.684956350231915678e+01,5.730930504484587118e+01,4.290756108341677333e+01,5.062911555331135105e+01,5.456622703879088476e+01,4.412959080835526748e+01,5.110340298672154091e+01,4.377540517624880323e+01,5.062624271485167071e+01,5.398344835684439147e+01,4.832745822138708292e+01,5.512614816648100202e+01,5.140795322217115171e+01,5.986008835865747812e+01,3.660274497142641792e+01
2.227381988893557008e+01,2.139966682668380571e+01,2.957882086529892263e+01,3.006198662365546781e+01,6.032046454002072622e+00,8.182237800336364941e+00,5.545697264808401528e+00,8.783604312892600019e-01,1.034006630664204529e+01,1.647657693307411009e+01,5.211588548207174654e+00,2.410566677550318460e+01,1.868787033944029474e+01,2.298004108058684736e+01,1.798322211520286729e+01,1.856538409990854177e+01,2.419168618663576353e+01,2.549349829436916437e+01,1.664697180808458654e+01,1.194455034020725392e+01,1.723405063673883575e+01,1.160206854021370049e+01,6.963882064498230662e+00,1.101626679769887041e+01,4.223639937594223071e+00,4.303131674729784528e+00,6.904327065952339026e+00,8.771390155396362465e-01,7.246657914520304722e+00,2.505872529986755737e+01,1.887974099205857570e+01
2.549664189604687436e+01,2.670372683095319033e+01,2.157890610885758420e+01,2.544190689281937168e+01,4.271601018785953841e+01,3.956819470360674984e+01,4.262592872600874472e+01,4.705780838955677581e+01,4.024961103313222566e+01,3.966529432988822634e+01,4.405828523851193523e+01,2.361046923199492298e+01,2.946610766993170927e+01,2.460977378131352822e+01,3.071805449366193841e+01,3.343203736712139573e+01,3.386752258498687240e+01,3.352713698183183766e+01,3.095178582050078120e+01,3.696224525996263566e+01,3.618413413265587053e+01,3.680938391368663076e+01,4.090096051568611557e+01,4.036338574465764140e+01,4.392896626305368102e+01,4.423827563024640597e+01,4.453049829753426536e+01,4.837494276223756628e+01,4.079880719531338684e+01,3.645514090414992125e+01,3.196496758678911121e+01
2.356844697402218713e+01,2.290661390637962214e+01,3.146259103135644253e+01,3.237877932453700680e+01,8.785657325720976019e+00,1.001661747311385220e+01,5.870608841769565878e+00,2.861834566772487598e+00,1.317892983472584945e+01,1.956415825013430521e+01,8.243958115951333099e+00,2.486314684212749171e+01,2.030503455221009190e+01,2.392893161650503941e+01,1.984622855929443830e+01,2.109085861982499566e+01,2.701666136551458308e+01,2.831959297220825889e+01,1.762116002312559004e+01,1.421340645842153450e+01,2.002180366286083313e+01,1.176083689334972782e+01,9.048716129356508375e+00,9.766939337221527850e+00,4.642028041987741105e+00,7.204203799969794986e+00,5.041229226357830662e+00,2.861459923343512290e+00,9.466094819495307178e+00,2.806134680518890789e+01,1.838200668660575943e+01
1.502673641198509635e+01,1.391598368809835051e+01,8.197465528709882321e+00,3.019552203493987452e+00,2.413803751809309617e+01,2.289459622605954792e+01,2.772920903186990316e+01,3.013314414579869549e+01,1.992395763182096502e+01,1.539710110003289145e+01,2.507610262307139948e+01,1.865982906409388775e+01,1.484935604201610104e+01,1.735561710337246666e+01,1.416658962656010345e+01,1.162206217569055156e+01,7.154197464106310633e+00,6.220284174916897335e+00,1.933810254317105048e+01,1.853843708218154163e+01,1.317421293035064878e+01,2.496789577762167411e+01,2.368755308398610993e+01,2.985107558791859717e+01,2.848481010061408369e+01,2.587546418832911144e+01,3.140826158059666184e+01,3.103860867826040604e+01,2.324628934892839638e+01,8.839294994376134085e+00,2.676458514369236497e+01
2.900838026395250679e+01,3.040226364581872787e+01,3.675103781346420107e+01,4.141674632651490384e+01,3.447444161454854594e+01,3.142194865024245232e+01,2.956445899421623835e+01,3.355678519058987064e+01,3.623001111508502703e+01,4.149844937610054529e+01,3.539971125411327080e+01,2.524917194294279810e+01,3.065802005086906235e+01,2.656141228514822217e+01,3.217239180825620792e+01,3.731262123900140182e+01,4.333293062460171541e+01,4.418647296954880233e+01,2.677436317440752944e+01,3.341642288379649983e+01,3.893513215445005216e+01,2.540314314665418038e+01,3.229183885183023506e+01,2.355806565459564794e+01,3.057807994719981082e+01,3.460344565866168409e+01,2.762748438193650102e+01,3.464004979210957913e+01,3.271503360967385987e+01,4.610131906542733304e+01,1.887877895599753231e+01
1.635703043266583023e+01,1.464389432933666413e+01,1.495860786562565181e+01,1.156151239767298122e+01,1.698532050813916428e+01,1.702173627445639070e+01,2.181509819313476584e+01,2.295604576400599228e+01,1.260694170052230589e+01,6.453989295221504108e+00,1.757285867649655486e+01,2.066159684426366283e+01,1.367749160210165726e+01,1.894648279322681717e+01,1.209553905586036393e+01,6.976496101113359494e+00,2.719204700107453299e+00,3.576145950079190783e+00,1.754410941000292823e+01,1.285944216050123323e+01,6.153361177106340563e+00,2.113796155438933511e+01,1.734402843377147718e+01,2.561087306337729785e+01,2.219261282213050634e+01,1.856415744803911494e+01,2.575447895401222809e+01,2.359040210449594710e+01,1.681005591044702996e+01,2.325441777180695446e+00,2.558076306193274974e+01
1.611255224775026207e+01,1.454286071468257902e+01,2.021322119132720729e+01,1.918431996834664588e+01,6.808584841465164850e+00,8.046095112817541306e+00,1.223143617132119054e+01,1.260587500485095092e+01,2.861795397332752788e+00,4.122418025104796158e+00,7.203670553819815581e+00,1.972802057533904829e+01,1.202848431333450741e+01,1.806243846153414268e+01,1.043561137063707456e+01,7.799142231705516792e+00,1.206791840367084845e+01,1.334920840589978930e+01,1.337451487530173111e+01,5.636006788786617427e+00,5.508959276936090887e+00,1.367510117956998350e+01,7.813274325368940509e+00,1.717035740847261494e+01,1.230663959473170621e+01,8.243492485044479068e+00,1.613741201496448596e+01,1.317827422598381837e+01,7.259569762603719667e+00,1.269020573348565506e+01,2.022731830462650748e+01
8.781681803554646226e-01,2.114917776221643120e+00,8.494851012878966046e+00,1.225043597395410089e+01,1.798572903563718839e+01,1.495374015271674928e+01,1.858274371006688597e+01,2.265883068387477550e+01,1.564527306522674621e+01,1.661069185297530026e+01,1.932223794143202511e+01,4.394590879482158208e+00,4.758565927590476363e+00,2.861914808436577307e+00,6.219544959808080087e+00,1.044290383375381737e+01,1.470368432059773589e+01,1.529723761462672371e+01,7.026061449734944730e+00,1.225129974750013417e+01,1.307724980132538128e+01,1.353382356174645018e+01,1.625571720630460248e+01,1.810560124530960024e+01,1.978610874611164050e+01,1.954289555472639961e+01,2.126527403542779382e+01,2.392713570645721077e+01,1.611247123709295792e+01,1.769160632258200749e+01,1.269518814794729522e+01
3.471442894067928364e+01,3.498233475138230375e+01,4.396165745223539290e+01,4.662672652480320323e+01,2.672132165840902118e+01,2.601312967255575259e+01,2.130100048429482840e+01,2.177839792975523281e+01,3.076666791027587777e+01,3.747265463278696984e+01,2.668676982833713396e+01,3.356931891891105124e+01,3.324291479031401053e+01,3.362659319921347389e+01,3.370609208598701656e+01,3.701331864792939541e+01,4.363027991922422899e+01,4.487813522072949013e+01,2.896280584993881746e+01,3.023960348774794582e+01,3.690291604111153134e+01,2.289898444507703701e+01,2.579940183946342103e+01,1.800993036913868295e+01,2.117065373878159562e+01,2.557482116997301347e+01,1.735564535928498131e+01,2.194711949477687440e+01,2.635063818829338800e+01,4.534641463032468067e+01,2.368311276672247345e+01
