4.345054129223603212e+01,3.515226217798427655e+01,1.516734004503808997e+01,1.554360878501642240e+01,2.373572131382891826e+01,9.921676173511663421e+00,4.761665221331655040e+00,4.390133615456344174e+00,3.183235261678549932e+01,3.614580716471679978e+01,3.129865740628908100e+01,3.602299419348758391e+01,9.899892763467946111e+00,1.254927574799896561e+01,1.034272663647667301e+01,2.038050056918664410e+01,2.029217934242829102e+01,2.075139427768947797e+01,1.625193983675887921e+01,2.068703424295727089e+01,2.849136018125442860e+01,2.784604507676067442e+01,2.773119065186965315e+01,5.212629943177973679e+00,2.324823703294966393e+01,4.747093679222694540e+00,1.841745416715575345e+01
3.704945919458153014e+01,2.919744247870527332e+01,1.132425674529246606e+01,1.109736722104245565e+01,1.196521038526036840e+01,1.090534464546413318e+01,1.044240806354548212e+01,1.015730493948470148e+01,2.855678408409910674e+01,2.955230231482236292e+01,2.800482207685275426e+01,2.915985553712871337e+01,1.173039844264974008e+01,5.559744721962532887e-01,1.220816223620403385e+01,1.507279080923926706e+01,1.447130365786569328e+01,1.502670230563366616e+01,1.723809368154741506e+01,1.445533366089181904e+01,1.705857258258023990e+01,2.177883481685043776e+01,2.130155445730252950e+01,1.162421130977693196e+01,1.625190895978927941e+01,1.131427487891763306e+01,1.726900938922300099e+01
5.344591841881283045e+01,4.720834976881590705e+01,3.404493346529219622e+01,3.364150955810233512e+01,2.485565813108011923e+01,2.294547582046475043e+01,2.752281878738323684e+01,2.775209832737002813e+01,4.916579614995395531e+01,4.671976884110387118e+01,4.865705707590988283e+01,4.603171646400871708e+01,2.342717013704680085e+01,2.374762709550102002e+01,2.327493991595892453e+01,3.629719742416455119e+01,3.548153977556493288e+01,3.597054631970688376e+01,4.048544441404212080e+01,3.516046940558251066e+01,2.800597635478387915e+01,4.093958653940346437e+01,4.018347719588516043e+01,2.772542588539845099e+01,3.578256759746212623e+01,2.793091867606365142e+01,4.008582853937517854e+01
3.936480842492071730e+01,3.109002179261169374e+01,1.194919404957095033e+01,1.249747470641550962e+01,2.345670502343982022e+01,1.516698139592740624e+01,1.008751773011466923e+01,9.600816705015192909e+00,2.701995482921863356e+01,3.229517489336183189e+01,2.650598783904305478e+01,3.228228897703925782e+01,1.529511475827237277e+01,1.387763393074943608e+01,1.578248405831730317e+01,1.691260664754970833e+01,1.704333088801871554e+01,1.741091296330031923e+01,1.109718722417682457e+01,1.756428298126273901e+01,2.765063652337172684e+01,2.410664819741329978e+01,2.414080199571462160e+01,1.080616543467805357e+01,2.019975956225885128e+01,1.029341774353065908e+01,1.367745295301164887e+01
5.651505781949778395e+01,4.826313110430308484e+01,2.895728596577575331e+01,2.943984418852271645e+01,3.811573179314977722e+01,1.902889553938442546e+01,1.624241131890436662e+01,1.640337626773927582e+01,4.376738990229906534e+01,4.949850948439795673e+01,4.328090446293509785e+01,4.948956246651158608e+01,1.834109577364218424e+01,2.664465177654362904e+01,1.834952047546734022e+01,3.405276991560336342e+01,3.411709974212708829e+01,3.451769322048455990e+01,2.783925285201294741e+01,3.459453401101420411e+01,4.295241430588767173e+01,4.131139501413216664e+01,4.133068694616132177e+01,1.530972503812150087e+01,3.721773174531862338e+01,1.544040408359586891e+01,3.070153626901961275e+01
3.805157406977787815e+01,3.078972403942260527e+01,1.941679683052543126e+01,2.008346976639647607e+01,3.342958227713979369e+01,2.972423543008667224e+01,2.457775470712158850e+01,2.412715055335295133e+01,2.411957843013357561e+01,3.260727112399995775e+01,2.380352486639418785e+01,3.298033924914672355e+01,2.978042831444241401e+01,2.696240955050214794e+01,3.023879095203974288e+01,2.175041740888450903e+01,2.242365510426391850e+01,2.243021192851837498e+01,1.291923671164042275e+01,2.310366508195246738e+01,3.619384036777388047e+01,2.616237375653646424e+01,2.667242810262466435e+01,2.511744516946339090e+01,2.519945634945153046e+01,2.465163258721421968e+01,1.566765231710957096e+01
4.315488254603479845e+01,3.560837663067187009e+01,1.852879976202519430e+01,1.829011447811636870e+01,1.547991192655346104e+01,8.621737944909504847e+00,1.161385944693428485e+01,1.168020842115176272e+01,3.555574733425815026e+01,3.574476225689528519e+01,3.500818091228977380e+01,3.526365450184271566e+01,9.449369003400455824e+00,7.722845068119331913e+00,9.659656934087509583e+00,2.206374755882809069e+01,2.139900138563871224e+01,2.194813919991288031e+01,2.429041210985398891e+01,2.130151169725129989e+01,2.051529461650393316e+01,2.836285388846378552e+01,2.779871857118451928e+01,1.224018207406811420e+01,2.280509984965588899e+01,1.225280232061295926e+01,2.446504678468870964e+01
1.635855149466905445e+01,2.186526172889690400e+01,3.873666541516421091e+01,3.823742952225983061e+01,3.305554005951007213e+01,5.501593651812500951e+01,5.383232607216341847e+01,5.339704203030397878e+01,2.912590766122423958e+01,1.996976146243163797e+01,2.928994417274023832e+01,1.957536099217086800e+01,5.585298371827462915e+01,4.366866130902037213e+01,5.631869101832680968e+01,3.375904852476632101e+01,3.360576953953622592e+01,3.324071475282410404e+01,4.152677664106116140e+01,3.309901491905790749e+01,2.807376048467104113e+01,2.702646276378958135e+01,2.678270053799835182e+01,5.512646130898255592e+01,3.046733481283986578e+01,5.469017346553543035e+01,3.833703705491619473e+01
2.315789389217604821e+01,1.556728240008892961e+01,8.623004566082133948e+00,7.982310587827441850e+00,8.194064355415482837e+00,2.470386644593768821e+01,2.289737739409934036e+01,2.244058129628672660e+01,1.676876428075030034e+01,1.570071992856401089e+01,1.627294558198757102e+01,1.525627553297008987e+01,2.548220654185244882e+01,1.342305531950789366e+01,2.599263333878322157e+01,5.691949320604033247e+00,4.889849473197295460e+00,5.045726175673451941e+00,1.428895057102313793e+01,4.230481737176758905e+00,9.129398175745524924e+00,8.585784254493082912e+00,7.901708777574859788e+00,2.419899958868406742e+01,3.448795576532170060e+00,2.374120781413308734e+01,1.176927506201890239e+01
3.069958160263286473e+01,2.432276750037992485e+01,1.578358413960700801e+01,1.514018556594360199e+01,2.147878811948753519e+00,2.218048513363832441e+01,2.264604633245614806e+01,2.237829801227590565e+01,2.689859751524995346e+01,2.383197385898248655e+01,2.642909080258595367e+01,2.315787911233596219e+01,2.305718067125664561e+01,1.198323259249339046e+01,2.343614106679530096e+01,1.547150029216938805e+01,1.459324200431307794e+01,1.493890902868858994e+01,2.267429094251211197e+01,1.406028720047319247e+01,5.924809495838054829e+00,1.839148007917548355e+01,1.757984357004515275e+01,2.379260223032677146e+01,1.377951155507060399e+01,2.351162049537019172e+01,2.091385436252970109e+01
