0.000000000000000000e+00,3.234205912327183086e+01,4.039933643245924344e+01,1.825675537570484863e+01,6.897853584269432403e+00,1.980172145271023609e+01,3.542393860042531628e+01,2.883137576296268634e+01,3.862965165849826832e+01,8.999232933364814002e+00,2.671291774100858163e+01,2.722815786194453480e+01,3.338272215427141276e+01,2.763218268052476034e+01,6.039107429531657800e+00,3.320448502813930247e+01,3.513841421060717352e+01,1.277138020818614272e+01,1.597027790205584807e+01,9.499939893014914816e+00,2.689424764850885907e+01,2.336821183576571315e+01,2.799453144459042164e+01,3.236138247405517632e+01,1.341271977867357457e+01,4.112887607859922667e+01,3.399637438317621019e+01,2.001507737125285402e+01,3.192468620686149805e+01,2.702826854449258320e+01,2.216788410936096554e+01,1.689415573782999402e+01,2.811487218828136037e+01,2.865040412535568137e+01,2.161782576717229887e+01,1.977739762140027935e+01,1.741466469763251723e+01,3.250634141623044115e+01,1.498155922816074259e+01,3.365153812591045579e+01,9.793597682063158061e+00,3.698003875404291563e+01,2.941803275147931274e+00,2.676303864960412682e+01,2.538048534108937559e+01,1.139362182038406779e+01,3.448697105594676060e+01,4.710913744920619450e+01,4.497419771535388122e+01
3.234205912327183086e+01,0.000000000000000000e+00,3.540557643227543139e+01,5.004216359981731443e+01,2.670571401169328496e+01,3.078235572067859493e+01,2.180370640679345584e+01,4.012233691506452260e+01,1.220590395257967486e+01,3.789685103503011732e+01,6.887116872997638417e+00,2.019872099806037369e+01,1.358851813948247500e+00,4.149981273491752631e+01,2.635283238106811510e+01,1.127454681937978975e+01,2.936228497063333442e+00,3.094618072512329121e+01,2.833284289835592418e+01,2.325130285549437303e+01,1.000753868562642346e+01,1.784301019593129212e+01,1.137686626296414438e+01,2.939631732878004300e+01,4.308629181475436809e+01,1.467498608276816441e+01,2.316812891335574065e+01,2.451313904652068487e+01,3.512029448036726009e+00,4.578857091738817076e+01,1.499965772988170443e+01,1.555468471480151216e+01,4.303080394028966360e+00,1.933759301148002407e+01,4.426048299235934280e+01,5.203865548411895503e+01,1.549755895763513003e+01,3.901296920271627044e+01,4.656053588631620244e+01,3.913107447754839541e+01,3.892395319562216827e+01,2.834589502997805610e+01,2.956839720766244639e+01,6.188649366783870676e+00,2.779871857118451572e+01,3.649572973347208205e+01,7.819075362751952696e+00,1.477241252050296794e+01,1.275087531793479378e+01
4.039933643245924344e+01,3.540557643227543139e+01,0.000000000000000000e+00,5.574757251020243132e+01,4.080263874946676594e+01,5.412209533350684865e+01,5.562566093158233116e+01,6.491530737527209283e+01,4.757450146412057990e+01,4.939755283857095236e+01,3.059535965562054471e+01,5.080303522277344541e+01,3.656174684486508397e+01,6.485120186983613166e+01,3.683755913231028245e+01,2.445465500116287316e+01,3.718666039502344489e+01,4.947763933363737721e+01,4.995429917468282355e+01,3.403749982956070852e+01,4.161794390767385465e+01,4.650995367206893860e+01,2.460959964645273601e+01,8.246828378970464613e+00,5.352979697946040716e+01,4.992249122482369472e+01,5.619930308585493606e+01,2.074358738625781484e+01,3.192275041818782100e+01,6.618499229639942882e+01,2.499927020793225552e+01,3.556191204561950059e+01,3.514878725415555749e+01,5.085473442882963013e+01,6.157007716852130130e+01,5.229947127611097102e+01,3.723377888431409133e+01,6.640503269922429297e+01,5.339093275963292484e+01,6.708351261099220153e+01,3.802669998499439430e+01,6.128469956994833012e+01,3.976706839729949650e+01,3.659641192797945308e+01,5.547331883359338178e+01,5.121019940015535354e+01,2.860631302955035338e+01,4.176161618923848096e+01,4.259705502872585470e+01
1.825675537570484863e+01,5.004216359981731443e+01,5.574757251020243132e+01,0.000000000000000000e+00,2.335313214163712203e+01,2.803434899980215178e+01,4.828873190837728657e+01,3.148467869462690771e+01,5.463182838663946939e+01,1.277940703653731980e+01,4.480532971067102466e+01,4.035169923155081051e+01,5.097584024306061679e+01,2.893251420631079895e+01,2.421126283590665906e+01,5.145382248366610867e+01,5.271978724473134292e+01,2.228078568548149363e+01,2.647344837931355954e+01,2.774512664015828989e+01,4.324268197398939861e+01,3.774172825415009669e+01,4.624156458861462937e+01,4.829682416700828895e+01,8.472793166896936512e+00,5.688373076533412132e+01,4.623376471336175086e+01,3.683847394250175000e+01,4.994781157043075837e+01,2.442240932470299342e+01,4.036911514388731348e+01,3.449551391773830744e+01,4.574870630401801463e+01,4.205076925906450924e+01,1.825651304691972854e+01,8.140301716871407578e+00,3.462838087176886148e+01,3.681044144517213823e+01,3.518002062306546218e+00,3.816656696096306689e+01,1.779117988555808694e+01,4.756726455294666778e+01,2.070112724338080312e+01,4.415334922417316221e+01,3.516926756221991468e+01,1.598240186839747778e+01,5.270198557558329355e+01,6.477914849280359988e+01,6.241702962989964476e+01
6.897853584269432403e+00,2.670571401169328496e+01,4.080263874946676594e+01,2.335313214163712203e+01,0.000000000000000000e+00,1.478518007723379668e+01,2.856807096596646645e+01,2.498933094781490283e+01,3.199773304228651938e+01,1.139330077385648465e+01,2.181235868295687652e+01,2.039780400929367232e+01,2.762410839652576300e+01,2.441816938642090662e+01,4.305828586543915648e+00,2.938483857949879052e+01,2.936701620572696569e+01,8.789337431894532315e+00,1.054307355012879377e+01,6.809135355173164150e+00,2.031606923697157185e+01,1.647206338449667129e+01,2.432185275557555926e+01,3.256098428227395658e+01,1.660422235766528232e+01,3.444162547216879489e+01,2.721146340312849787e+01,2.009159590488872738e+01,2.680364418750051314e+01,2.539131764507018829e+01,1.909808654039895259e+01,1.119903607148879665e+01,2.240669744862353951e+01,2.178471969499464933e+01,2.117082001115813483e+01,2.619425823523034680e+01,1.127962720885684966e+01,2.781004639233094267e+01,1.986068864556306934e+01,2.882127433207647371e+01,1.638317610597878371e+01,3.041638772593914908e+01,4.084079861856065641e+00,2.080432671772484809e+01,1.931778737398221324e+01,1.120249279022935696e+01,2.995358811004868116e+01,4.142771685247163305e+01,3.907789570307518545e+01
1.980172145271023609e+01,3.078235572067859493e+01,5.412209533350684865e+01,2.803434899980215178e+01,1.478518007723379668e+01,0.000000000000000000e+00,2.087155001559992229e+01,1.080673189425677450e+01,3.017301315139274109e+01,1.632928236754378304e+01,2.891066731403189749e+01,1.380842795948805346e+01,3.111063293698856569e+01,1.120230985627154574e+01,1.905703958478625992e+01,3.783070561712489877e+01,3.255584398286182335e+01,7.155309466894064663e+00,4.304134992467796295e+00,2.069128808576461864e+01,2.113762690069173544e+01,1.338570378779975023e+01,3.360705127250051305e+01,4.592886177658080271e+01,1.956544080328019675e+01,3.183844517684098108e+01,1.857395994942680417e+01,3.389400148408690683e+01,3.250341919462394458e+01,1.502010520336834354e+01,3.004061942471556890e+01,1.933843740136821765e+01,2.699663511552287076e+01,1.555188507985684687e+01,1.463969501859883771e+01,3.411920268273284051e+01,1.799788292253268551e+01,1.302510547358959414e+01,2.490339985906943454e+01,1.404811906609417704e+01,2.941183850548583578e+01,1.953355904811406418e+01,1.800498485962659601e+01,2.480053924700941437e+01,7.151340352863115868e+00,1.229508361674917083e+01,3.679492289801378746e+01,4.375376427338171936e+01,4.072408226958148703e+01
3.542393860042531628e+01,2.180370640679345584e+01,5.562566093158233116e+01,4.828873190837728657e+01,2.856807096596646645e+01,2.087155001559992229e+01,0.000000000000000000e+00,2.511744516946338024e+01,1.334338491416857053e+01,3.576468294584698526e+01,2.506999563426346000e+01,8.224136216029135582e+00,2.115932655779221960e+01,2.757475867423883997e+01,3.134795850943604023e+01,3.277269313691246566e+01,2.161025933834021373e+01,2.603097353203277109e+01,2.181841301387631304e+01,3.041999630738991556e+01,1.404296484228580333e+01,1.227563906599067600e+01,3.110191317318779625e+01,4.849034909367763646e+01,3.987996788841438445e+01,1.361677205380131106e+01,2.605577848329809321e+00,3.957822365468300774e+01,2.511744516946339090e+01,3.356826587566560249e+01,3.135973568715230186e+01,2.309419993578123709e+01,2.066095594913800326e+01,6.790099886186420797e+00,3.512289682163856952e+01,5.340341722712489769e+01,2.144690085669090251e+01,2.161025933834020307e+01,4.494778945123117353e+01,2.113548624095567519e+01,4.489182049771258676e+01,6.808402564909958876e+00,3.264944298379231213e+01,1.904155299293594084e+01,1.404296484228579978e+01,3.231212552567106400e+01,2.962070190823370197e+01,2.891066731403190104e+01,2.557482108548975930e+01
2.883137576296268634e+01,4.012233691506452260e+01,6.491530737527209283e+01,3.148467869462690771e+01,2.498933094781490283e+01,1.080673189425677450e+01,2.511744516946338024e+01,0.000000000000000000e+00,3.705056080375736371e+01,2.272951210698891344e+01,3.913133503883911857e+01,2.074007229802915475e+01,4.023724232059489481e+01,2.937462906854668709e+00,2.929182914461248188e+01,4.812208826754493884e+01,4.149963802191220452e+01,1.636983183429052957e+01,1.497546535739829032e+01,3.128310011763873888e+01,3.014541599838660346e+01,2.228047097748434169e+01,4.412678397198278901e+01,5.671189233415920938e+01,2.379050013277309716e+01,3.812970444489140220e+01,2.251265803815170230e+01,4.459312407395282207e+01,4.225405222820046447e+01,9.292249652082773537e+00,4.079765698466247414e+01,3.003980206379107898e+01,3.669430851396355564e+01,2.219263829111269715e+01,1.364641670632307147e+01,3.891164773205213834e+01,2.861795583026317047e+01,5.548306656715942253e+00,2.911727094972621543e+01,6.884649003472030238e+00,3.776914554062995677e+01,2.078981678173387593e+01,2.762895026235827700e+01,3.447041102826879921e+01,1.252983086997194384e+01,1.858978723734177763e+01,4.672162635849230128e+01,5.184887253376744098e+01,4.863740691349589440e+01
3.862965165849826832e+01,1.220590395257967486e+01,4.757450146412057990e+01,5.463182838663946939e+01,3.199773304228651938e+01,3.017301315139274109e+01,1.334338491416857053e+01,3.705056080375736371e+01,0.000000000000000000e+00,4.187960922450672285e+01,1.821432072544073932e+01,1.659387409946032932e+01,1.101360879118399261e+01,3.913948952318756369e+01,3.318722319439260815e+01,2.323599906488303546e+01,1.053145131190366968e+01,3.306133792337006128e+01,2.935658884374488764e+01,3.090389126797615660e+01,1.174121889920809103e+01,1.729343561253404715e+01,2.349230769368211469e+01,4.157106243337916140e+01,4.673219705948459080e+01,2.714877565843984542e+00,1.562637505034108010e+01,3.563274597960899825e+01,1.565630511150060578e+01,4.458008253218477535e+01,2.620476713797099677e+01,2.244254331649069201e+01,1.376519304049186943e+01,1.497168585804719143e+01,4.477890357452567116e+01,5.818988515573272480e+01,2.144690085669090251e+01,3.433929225451458223e+01,5.112524014396163352e+01,3.404250963886581616e+01,4.683291010140742117e+01,2.006106147294293152e+01,3.568902307826375875e+01,1.358435936712240810e+01,2.475167355593458751e+01,3.935145357834232271e+01,1.931120241711355590e+01,1.556728239986332873e+01,1.223143617132118699e+01
8.999232933364814002e+00,3.789685103503011732e+01,4.939755283857095236e+01,1.277940703653731980e+01,1.139330077385648465e+01,1.632928236754378304e+01,3.576468294584698526e+01,2.272951210698891344e+01,4.187960922450672285e+01,0.000000000000000000e+00,3.320349600842671123e+01,2.771356054372741440e+01,3.874103155993818604e+01,2.089360177431835197e+01,1.361843850911350096e+01,4.066198357709750155e+01,4.046296742374332922e+01,9.784431523288757759e+00,1.401227673200446233e+01,1.717208704905965888e+01,3.058459032993111393e+01,2.496820715857971962e+01,3.553632586404176408e+01,4.134451424215726689e+01,5.215600424126357382e+00,4.411169393906711633e+01,3.382518000916442702e+01,2.894272546774955046e+01,3.816172854744471721e+01,1.894729851464683179e+01,3.004225862302625671e+01,2.252491335853530785e+01,3.359558860844815342e+01,2.938702365006727391e+01,1.303746630051827893e+01,1.785639329336598990e+01,2.239960068559441098e+01,2.733170554313446488e+01,9.305501153316457774e+00,2.861967293257730560e+01,1.557063790072748510e+01,3.562843789034598529e+01,1.009975474212203927e+01,3.185768374081617438e+01,2.323272613145855914e+01,4.233231875911291020e+00,4.134388871096157203e+01,5.251554849998163377e+01,5.001941445941675823e+01
