1.835973625633353379e+01,1.114023548874217084e+01,2.165571063773655425e+01,4.491907295522950250e+01,3.505283422740502175e+01,4.058612922497555076e+01,3.224650801031086189e+01,3.807027176605906504e+01,3.202596749722358993e+01,1.573149733953357021e+01,1.044495838126812970e+01,1.075120519391675700e+01,6.823208353161535733e+00,6.890826854281948854e+00,4.246079901632249687e+01,3.929750646338341369e+01,4.273522213566328531e+01,3.984818906771719327e+01,2.315655372698584102e+01,2.370404824392279508e+01,2.074981901095609871e+01,3.187264310700325609e+01,2.130112794228120521e+01,3.186725524288994293e+01,3.236118423235565444e+01,3.241066343667363014e+01,3.758905902074385352e+01,3.783083474661110301e+01,3.813198992694191958e+01,3.034048108615225914e+01,3.045558656360001137e+01,3.659665007743097220e+01,3.660783128344182558e+01,1.672709764480016403e+01,5.003769342813215282e+00,1.555492330136837076e+01,1.609212700371989158e+01,2.959386681464498992e+01,2.621059954863054031e+01,1.609212700371989513e+01,2.672157655767849604e+01,2.737304425813968933e+01,2.727684148487192317e+01
3.061574182178993198e+01,2.407667476739208468e+01,3.201833188261699803e+01,5.879485611033075543e+01,4.703925000012539215e+01,5.205078430680839574e+01,4.708929309330590485e+01,5.337745236608472510e+01,4.604465755863496668e+01,3.021630970267923644e+01,2.619622439765199218e+01,2.653038447305081604e+01,2.176285389507242130e+01,2.203808072913309957e+01,5.679056422109792379e+01,5.201998538454827070e+01,5.694768749856554990e+01,5.254322893776105019e+01,3.379987684380974855e+01,3.433970686183303656e+01,3.202292140341221938e+01,4.453079803232375156e+01,3.255423824781641429e+01,4.149921306732869652e+01,4.482035261678952054e+01,4.205046614435873664e+01,4.687921175578924959e+01,4.970764759758201023e+01,4.743310724196807371e+01,4.562067271836566817e+01,4.563699057424453542e+01,5.217526585663771499e+01,5.213029877721322691e+01,3.147499285456722973e+01,1.936054928780200157e+01,2.631294647527475306e+01,2.684212984961422777e+01,4.419707671521420878e+01,3.885389466379679391e+01,2.684212984961423132e+01,3.913008337044912111e+01,3.636725391871294022e+01,3.965191952858946678e+01
4.764561662622214300e+01,4.354760400024157008e+01,5.256916333009216658e+01,5.869181302159276470e+01,5.816006459709734600e+01,6.344008654166355399e+01,4.590945269697269993e+01,4.558607357523843007e+01,4.980833894377350646e+01,2.468822673720724126e+01,3.252180664668468779e+01,3.281041702214134403e+01,3.215533982862734064e+01,3.236135816165239731e+01,5.482422569009106894e+01,5.902856914155591994e+01,5.560090387975271398e+01,5.950059186851439108e+01,5.308390125508713453e+01,5.344081581681250981e+01,5.062505914028091070e+01,5.427271666316449483e+01,5.097493477828231789e+01,6.068349069833990228e+01,5.512978933518341762e+01,6.107192064355386663e+01,6.560045893945957118e+01,6.038822942618357814e+01,6.600678609702457322e+01,4.200185507123259043e+01,4.281984144839989170e+01,4.175918793947647600e+01,4.250921457283160976e+01,4.063334216355674755e+01,4.014167330918142795e+01,4.848226510714748372e+01,4.878416999990189140e+01,4.589962370277865489e+01,5.092043490693275487e+01,4.878416999990189140e+01,5.179114642473060570e+01,5.835104716870174713e+01,5.219837713682333913e+01
1.992065107260493306e+01,2.022096762575903384e+01,2.444274821043087087e+01,2.778131873746765379e+01,2.629459051027413707e+01,3.144175417291609520e+01,1.416796685034529801e+01,1.625308254923702833e+01,1.777933588906753215e+01,1.430995278352347810e+01,1.429227376261758842e+01,1.390864216042702850e+01,1.937252357390455870e+01,1.894497220986216135e+01,2.414787873261182938e+01,2.702237410999394385e+01,2.480132391472525200e+01,2.750423313207020115e+01,2.422574708780906150e+01,2.439739175624821499e+01,2.233181570316357778e+01,2.246534486493176175e+01,2.246292579189057648e+01,3.016724037942197967e+01,2.333834717696656824e+01,3.045786466096377509e+01,3.444014388375730817e+01,2.841214491959673438e+01,3.478397315378539645e+01,1.037115407741374007e+01,1.109795747196173821e+01,1.342586814494689484e+01,1.377237498003734650e+01,1.292605215319292533e+01,2.177942557849260297e+01,2.312913231576694173e+01,2.312244913884718045e+01,1.386943337382103891e+01,2.001669276201137748e+01,2.312244913884718045e+01,2.088829760694263626e+01,2.917807544055126812e+01,2.118948759373581936e+01
2.152608377450856381e+01,1.680905690942772424e+01,2.147283197051714509e+01,4.961863268606128941e+01,3.663060775136141700e+01,4.117050346455862808e+01,3.957639030544194725e+01,4.655143325989172354e+01,3.744764331362615906e+01,3.058976112300661399e+01,2.401698371197203485e+01,2.410049593147347835e+01,2.180628232451759985e+01,2.177081558665565808e+01,4.819780570611760595e+01,4.197819902403924885e+01,4.820377698200015004e+01,4.246505022986885081e+01,2.326432661995379192e+01,2.375735582311062544e+01,2.204641713016534865e+01,3.471007120116082945e+01,2.251121300351907095e+01,3.003684034915802314e+01,3.483340051803023130e+01,3.057234151708377468e+01,3.513265450701003800e+01,3.914036072333902183e+01,3.567831064412843034e+01,3.902334699371505167e+01,3.882029692765696893e+01,4.618255699289048266e+01,4.594391110206426987e+01,2.493296193984752307e+01,1.519827286978374836e+01,1.678030368225551072e+01,1.720774954047380234e+01,3.644562766584468960e+01,2.932665385497253041e+01,1.720774954047380234e+01,2.939890531847010635e+01,2.485224229033262944e+01,2.986312444426884127e+01
1.893795209611356967e+01,2.305292005438344205e+01,2.180003402172006943e+01,1.635122542879285135e+01,1.712907388868257641e+01,2.143695061578083028e+01,3.017852417203776394e+00,6.915199839659713632e+00,7.838585094127199504e+00,2.502809768257178291e+01,2.241240308359959243e+01,2.188910115458711658e+01,2.781188545532160461e+01,2.729018092508168536e+01,1.280548299187354644e+01,1.636783619382075017e+01,1.341255796239759235e+01,1.678737320855609738e+01,2.076748356458324807e+01,2.067050981672671739e+01,1.999916197712359178e+01,1.385607618415363618e+01,1.983620987618215992e+01,2.354142160506929571e+01,1.469381747792905202e+01,2.365276640725525681e+01,2.644274785010234652e+01,1.863971743634081335e+01,2.665812993115329377e+01,1.111948999190307097e+00,8.780373170499661262e-01,7.015032220554767051e+00,6.524243251289509438e+00,1.509130760052122788e+01,2.714039754968217721e+01,2.350443605500422706e+01,2.323327584941270985e+01,4.795754254781456005e+00,1.429028977473437045e+01,2.323327584941270985e+01,1.495981502006761765e+01,2.448218108791499859e+01,1.497014271596368751e+01
1.468327301941545571e+01,2.050699344556662140e+01,1.625905807523581004e+01,1.448676694998376036e+01,1.019545747832565752e+01,1.506220660380440357e+01,4.764256757279159871e+00,1.190642802775999520e+01,1.667923116370499059e+00,2.792254870099197106e+01,2.336072571963595479e+01,2.280499032029225148e+01,2.848470801257865403e+01,2.793132171760200677e+01,1.221038621904090427e+01,1.080433647861488744e+01,1.238056828555326305e+01,1.132124835454496647e+01,1.490750019969799212e+01,1.468816886710921032e+01,1.480842574825172342e+01,6.718803572996491447e+00,1.450259823592880970e+01,1.646403636814078553e+01,7.571549994665880412e+00,1.654830689365477525e+01,1.930983975520757312e+01,1.206831382246594941e+01,1.954057391481923389e+01,7.578682810165579653e+00,6.726037102634959020e+00,1.362949045035294304e+01,1.293780143217649226e+01,1.376947006126481732e+01,2.573228670248119698e+01,1.944283269101237366e+01,1.904934317682320710e+01,2.635735844037841336e+00,7.975342720534126073e+00,1.904934317682320355e+01,8.453306933640259757e+00,1.788889400115391126e+01,8.324340550612447487e+00
1.553507138284637534e+01,1.432385650492129692e+01,2.039874191713308349e+01,3.057859045770559447e+01,2.587310461249988691e+01,3.144670429023953417e+01,1.669317624421977442e+01,2.085272505663148124e+01,1.879576187925134079e+01,1.075902910920107303e+01,8.194937633305764635e+00,7.749034151114048363e+00,1.351160512188833529e+01,1.303418832919642689e+01,2.731917606567867551e+01,2.790476403801977767e+01,2.783205340108696291e+01,2.843693520196082147e+01,2.059311362293554026e+01,2.088376214317363377e+01,1.832637406538310998e+01,2.196981069836495237e+01,1.858597102484628749e+01,2.780814762234209425e+01,2.278068274107490865e+01,2.818903140943100993e+01,3.273611836903341299e+01,2.835190098018773242e+01,3.315364253774966130e+01,1.361838813446242646e+01,1.404864810250767526e+01,1.873222345094047014e+01,1.888440540595421524e+01,8.190998159870746420e+00,1.540218902298657078e+01,1.789458600031485247e+01,1.798934102854087058e+01,1.514945121485940582e+01,1.807656781605845708e+01,1.798934102854087058e+01,1.893978581640291026e+01,2.581498617409913265e+01,1.936745167440092175e+01
1.454868113297062671e+01,1.495724958922509273e+01,1.918040410261805206e+01,2.724274423276377988e+01,2.298835621620862213e+01,2.847541553252749225e+01,1.336081219747788928e+01,1.778029419448280279e+01,1.555641231186450568e+01,1.404852617950180083e+01,1.108135159248027790e+01,1.058194644464648349e+01,1.647987965531513765e+01,1.597509736635841016e+01,2.399395840581975392e+01,2.473373819523404293e+01,2.450074622482863873e+01,2.525929418557012340e+01,1.909784512358867303e+01,1.931511301830612481e+01,1.706881677628626193e+01,1.907813674017679162e+01,1.723999851143702244e+01,2.565745668535801016e+01,1.991363692257748141e+01,2.599854248139268975e+01,3.032445473615020859e+01,2.538367227813002813e+01,3.071439129584339156e+01,1.037137430418530393e+01,1.075918830881684407e+01,1.595163486580024959e+01,1.601467879765695912e+01,7.480947854017372833e+00,1.722138400426521088e+01,1.768608571963692100e+01,1.767734483967162618e+01,1.185254873972575140e+01,1.565751971306595181e+01,1.767734483967162618e+01,1.653486668550871030e+01,2.418282718636135442e+01,1.691375841959510851e+01
9.005483944887538783e+00,3.575749321520516943e+00,1.339832739101038683e+01,3.456087358703185686e+01,2.505564437162294311e+01,3.069895982162982051e+01,2.215993284138010111e+01,2.842329456867487636e+01,2.166588725490714040e+01,1.538108695553212968e+01,7.568312875516721050e+00,7.255532182859687929e+00,1.029523791896813556e+01,9.787306894785736233e+00,3.217639339763046280e+01,2.903907875503576719e+01,3.242332059215890894e+01,2.959264068341259701e+01,1.448075602902364700e+01,1.497398903936634262e+01,1.188048661148023655e+01,2.169376585940492674e+01,1.237744540246815461e+01,2.317000856665234920e+01,2.223897506000743718e+01,2.367806103987614463e+01,2.881619023202988927e+01,2.783174348805496123e+01,2.933182993185886644e+01,2.067462474260594618e+01,2.066421391933969431e+01,2.745037066633116396e+01,2.732970970151121293e+01,6.517595369439548314e+00,5.694731421103594649e+00,8.438728246571240987e+00,8.779816453172511359e+00,1.937046722423207257e+01,1.613738360468798305e+01,8.779816453172513135e+00,1.673421473798343229e+01,1.944604187310986987e+01,1.728842099497290619e+01
