2.731603111111801496e+01,1.969479303285590532e+01,1.724700683140502022e+01,4.045402033562096022e+01,4.418885104510665940e+01,9.683993880195627568e+00,1.690913029248333288e+01,8.451004502913246341e+00,7.260258412440571796e+00,2.322869307377913639e+00,2.776023123141635462e+00,1.295084170815297320e+01,3.731483563073402365e+01,3.705987799775375890e+01,3.620216238283044419e+01,3.466764945688841948e+01,3.384219025772124212e+01,4.153460139704689880e+01,4.123846165811909259e+01,1.731442273447886393e+01,2.820764824220337275e+01,1.724690761647450543e+01,1.509669025861425240e+01,1.517273542140894271e+01,2.288740124517658359e+01,2.204693212966492410e+01,1.494124735069575571e+01,3.660493985482284529e+01,3.144702875089120653e+01,2.331110934473311147e+01,2.540452430936056061e+01,2.543122175256042539e+01,2.247967897174172691e+01
3.718821339521806379e+01,2.646555917040109662e+01,2.532847207811656176e+01,4.281880292335070948e+01,4.730085707627258529e+01,4.751901289084640823e+00,7.902216566885468474e+00,1.249698101373292225e+01,1.261365201188085550e+01,1.434845099987984440e+01,1.507818030008049170e+01,1.469462950396072110e+01,4.177345116810091241e+01,4.134471178450419160e+01,4.547368838281851566e+01,4.589214397784941468e+01,4.511483450739211776e+01,4.653538200709234474e+01,4.609073395220470104e+01,2.499388893890683150e+01,3.481380263661691288e+01,2.532832336531774331e+01,2.417326229537784954e+01,2.461323517763155166e+01,3.401453360833328787e+01,3.324205270942798052e+01,2.490939833974448092e+01,4.378947341017111228e+01,4.316206053181162616e+01,3.457927229167137284e+01,3.338994461116737256e+01,3.369582285810156463e+01,3.381516983816032962e+01
6.978034269932809508e+00,1.577493324372536421e+01,1.653667897073080795e+01,2.327446399909232255e+01,2.311277410074135830e+01,4.158838702854158242e+01,4.003482561953085650e+01,2.935735797231868816e+01,2.931339126341664780e+01,3.082888965543715898e+01,3.072678128447748236e+01,2.817451673927280709e+01,1.592728750514629432e+01,1.637094578593765348e+01,4.075223796736682225e+00,1.334298487205566097e+01,1.339697981102316859e+01,1.621041329360634364e+01,1.647898314402142361e+01,1.686404107968158428e+01,9.664901778059711290e+00,1.653682367917406637e+01,1.809849618545709404e+01,1.792376845795773121e+01,1.377048029146927988e+01,1.448641115725474471e+01,1.817743142199164907e+01,6.976276582848431218e+00,1.620874542633682580e+01,1.416350517132229392e+01,8.619523655643899218e+00,8.188860766257558765e+00,1.485021638615030426e+01
7.555208737745855885e+00,5.470830015196421314e+00,5.514007078316584654e+00,2.360309721374260405e+01,2.565610228815356564e+01,3.061822155221629060e+01,2.937057826092705071e+01,1.834578348290577665e+01,1.829142632693687531e+01,2.023908250874728054e+01,2.025101805296537449e+01,1.746326047765661116e+01,1.780431170669596241e+01,1.784334194372205218e+01,1.468608496642811012e+01,1.836417655316227737e+01,1.787669220801589276e+01,2.084999428247140330e+01,2.075002664112463791e+01,5.879336151333210303e+00,7.227667131011614288e+00,5.514151803127277596e+00,7.320337197542406749e+00,7.352677669655638404e+00,9.898294486553048444e+00,9.954674056200040866e+00,7.987957905835187056e+00,1.433675634329495630e+01,1.826726920459633519e+01,1.075749067819768179e+01,3.094213877500153753e+00,3.017288979749224165e+00,1.079522925797727240e+01
4.237697895804080161e+01,3.234912964046465333e+01,3.547319987301980149e+01,1.879594484519902053e+01,2.249893461935425876e+01,4.503392408658408641e+01,3.360834842179749415e+01,3.596691081926802269e+01,3.720662867984997035e+01,4.381168362560204343e+01,4.453060189364069998e+01,3.148205864406791576e+01,2.543467071320048589e+01,2.479905844899027656e+01,4.357004063050852949e+01,5.275945118222712438e+01,5.255731293549875005e+01,2.857335035242169496e+01,2.790980443655288212e+01,3.463342896432828155e+01,3.129528800405765665e+01,3.547310657200960549e+01,3.781405258185895946e+01,3.864459491838598382e+01,4.611090380068187500e+01,4.608376136193864170e+01,3.994817088884847323e+01,3.510527751211427017e+01,5.401415176711105914e+01,4.697861676102375128e+01,3.522560864936118463e+01,3.610264518702157233e+01,4.694871789458829880e+01
2.368009317218609056e+01,3.454503951824729313e+01,3.219126971508883628e+01,5.091923099363881988e+01,5.109171725965340727e+01,4.761613677825251045e+01,5.313038305667377870e+01,4.083131318185787961e+01,3.989648545605196261e+01,3.618825925829963097e+01,3.546295912590900912e+01,4.284064494803399725e+01,4.372825075255800442e+01,4.410162079524685197e+01,2.624545960329995609e+01,1.492279312907004041e+01,1.467590560186716075e+01,4.411751082196831675e+01,4.442519343427266421e+01,3.305903533485629708e+01,3.487904926329500199e+01,3.219141475973324162e+01,3.089278812157303378e+01,3.003975666657219890e+01,2.030162201389588361e+01,2.058238239017128635e+01,2.895958379010849626e+01,3.483380786841043886e+01,1.204615062080975108e+01,1.942810641257713300e+01,3.070589149560796116e+01,2.983169013384904034e+01,1.971354849986867563e+01
1.393167399712952559e+01,2.623185203836734658e+01,2.456295810387168999e+01,4.045808492035384774e+01,4.039891036149283110e+01,4.455388490276987312e+01,4.768211039146193286e+01,3.537250729481603884e+01,3.469216458855101592e+01,3.265003163043526513e+01,3.210492128574598070e+01,3.639710409190112017e+01,3.317698232925414459e+01,3.358524189237995472e+01,1.544310434499396578e+01,4.121979057975673655e+00,3.908756407432314450e+00,3.335456249360941428e+01,3.367837827584665433e+01,2.536315188653022545e+01,2.494157676380549660e+01,2.456312040553138942e+01,2.402217253226190863e+01,2.327568343374177218e+01,1.296039143420623496e+01,1.360314557094550914e+01,2.249058798574420592e+01,2.407735333030081293e+01,3.440599934376530111e+00,1.224488676904374884e+01,2.117770765022071444e+01,2.030377572018789323e+01,1.291143456403329104e+01
1.734590499200262315e+01,2.547814849708948870e+01,2.267730175067531917e+01,4.454537886752206077e+01,4.565547523815828157e+01,3.675227068465888181e+01,4.232520142700477805e+01,3.009885858922786639e+01,2.911585540681981499e+01,2.526741367007917205e+01,2.454574580711947007e+01,3.239328785855119008e+01,3.785517494499985247e+01,3.809249520589509075e+01,2.339034077545763068e+01,1.389397437060587315e+01,1.312300049772999522e+01,3.936680417024768275e+01,3.952491871123984879e+01,2.355542958273852250e+01,2.785149072302397499e+01,2.267742735898587725e+01,2.094107630423015820e+01,2.006418155008794457e+01,1.173096411268281614e+01,1.164355166019612930e+01,1.887061806329705860e+01,3.039710460593395780e+01,9.004698042906516875e+00,1.090555194518853632e+01,2.326958177383057702e+01,2.246266861848252461e+01,1.079731016030993729e+01
4.341523385826313586e+01,3.317111802992082659e+01,3.624997083251439989e+01,2.013175822490312683e+01,2.386074350320277304e+01,4.505454697075503390e+01,3.346976917704930798e+01,3.630094754274536228e+01,3.755434330510392726e+01,4.419155873829934222e+01,4.492504738940881026e+01,3.183389293032685430e+01,2.671620298509644442e+01,2.607629219375123242e+01,4.476729434834489041e+01,5.385570534687224153e+01,5.364043719127610643e+01,2.990655869423360258e+01,2.924157610700126142e+01,3.540241919257104541e+01,3.237416622017509837e+01,3.624987322803347212e+01,3.854367715709707909e+01,3.938238602285384360e+01,4.702750699518251309e+01,4.698118853160579533e+01,4.068512424153290397e+01,3.635204357078004733e+01,5.503499550014115016e+01,4.789798047898617028e+01,3.623873686978537734e+01,3.711682463546095079e+01,4.784930786170068728e+01
3.775042427602742379e+01,2.501453039086962704e+01,2.705359902518808823e+01,2.586184815579218821e+01,3.078773650425431541e+01,2.864819778611670742e+01,1.667923114292484144e+01,2.206750275617613255e+01,2.337013276096000070e+01,2.999315915894628759e+01,3.082401867910252591e+01,1.809023882690608431e+01,2.898372347338497690e+01,2.832960331855677794e+01,4.242949779517190478e+01,4.864607312432895725e+01,4.817726533491042318e+01,3.370022425882169159e+01,3.305548850882258449e+01,2.619165312658469702e+01,2.873538969234958174e+01,2.705345134804467833e+01,2.847313880035093092e+01,2.934691508800043280e+01,3.901068056045790655e+01,3.866817581062137776e+01,3.053140923168800569e+01,3.615011254136840790e+01,4.832566766056540786e+01,3.987013706459008944e+01,3.082099489907033174e+01,3.161504166763424450e+01,3.953120943632206519e+01
