3.462737951150040061e+01,3.296238550222841468e+01,2.573361685306931079e+01,2.857075782668378494e+01,2.713220814351523558e+01,9.877098254511382791e+00,1.220190071128967979e+01,1.492765662838201557e+01,1.441140745494898390e+01,1.138398070910971427e+01,1.260716167680645761e+01,1.009950643673761306e+01,1.260876860220110096e+01,1.289409362140080084e+01,2.723757362264131743e+01,1.492583642970688551e+01,1.545740974386416688e+01,9.668356598358512244e+00,2.140061181618295549e+01,2.466433767403066568e+01,2.130292407496609997e+01,1.340532814878873502e+01,2.476812545665060838e+01,1.502642395063828751e+01,1.730999528798234266e+01,1.507215219649302895e+01,1.742194735499227676e+01,1.957674683230544233e+01,1.907289290931879577e+01,1.779118117181765868e+01,2.002889982087923570e+01,8.301243155221342818e+00,1.780387897190053792e+01,8.789569981942713994e+00,2.017944835830372341e+01,8.654698446907378440e+00,8.788326907530136012e+00,9.668110620253866472e+00,1.205411263286587165e+01,1.633479975889110847e+01,1.056747304177891422e+01,1.132353442157109313e+01,1.036931463951227528e+01,1.361189827918540596e+00
2.489682111294197142e+01,1.933508109861080015e+01,1.769584355698888345e+01,1.700439225421894562e+01,5.868009450614062672e+01,4.122652679845512580e+01,4.094708054769058947e+01,4.849458950906998922e+01,4.795295657067755002e+01,4.016067808346551260e+01,2.169370013164043343e+01,2.432021637908601974e+01,2.396166777584846130e+01,2.317209852778135826e+01,2.816488966731975196e+01,2.467638203175981104e+01,2.485335566342471125e+01,2.414771264915351878e+01,1.509663358937432243e+01,2.293982038765954456e+01,1.470888399779638434e+01,2.572214967536768881e+01,2.206521851428923497e+01,1.895555106373077336e+01,2.410682648442048759e+01,1.879637746778946195e+01,2.324941760233112120e+01,5.292837878194229262e+01,5.239128369946021735e+01,1.649190520119809023e+01,2.246324296726273673e+01,2.781122703731365675e+01,1.628033939495526639e+01,2.728950991983492713e+01,2.159070669395481801e+01,2.805044533970811216e+01,2.728857620525749184e+01,2.414787727930433192e+01,2.717426936126832615e+01,2.451742615144040016e+01,2.344017189013471736e+01,4.394300060618586912e+01,2.350911149217589013e+01,3.404427229838254476e+01
6.036825361663336764e+01,5.829696559644231968e+01,5.095306546030435868e+01,5.370062658272860290e+01,3.400125645275704045e+01,2.841981853231395050e+01,3.219762526424079141e+01,2.259321445874385148e+01,2.275000685972273118e+01,3.189772874890173426e+01,3.372927247296482278e+01,3.483407188278548006e+01,3.805345260999499146e+01,3.814985256930302171e+01,5.299819306053004198e+01,2.984754972289292141e+01,2.974695972261440247e+01,3.273981614836089449e+01,4.562239059814276487e+01,5.041824382698776930e+01,4.533304950410090584e+01,3.918476790887316241e+01,5.046978489353992359e+01,3.835607198649385197e+01,4.307301009071898790e+01,3.808436790519134973e+01,4.311892742068331330e+01,2.457447307805695402e+01,2.463101083145524939e+01,4.117516506466463255e+01,4.571956188072213934e+01,3.402719300688911375e+01,4.091088684537354681e+01,3.447392502449351781e+01,4.578647221003859613e+01,3.443750998717128908e+01,3.447234209635406188e+01,3.274032541326648271e+01,3.786926177453403142e+01,3.021395826207976043e+01,3.268106314013672176e+01,1.545391756113073178e+01,3.295525181453096053e+01,2.669654751698360684e+01
4.449864003487805775e+01,4.609541607973790178e+01,4.094953320334139590e+01,4.347061403079831621e+01,5.697132240420264893e+00,1.581941732867986872e+01,1.465102640541387302e+01,1.506348930752731974e+01,1.513513999372815988e+01,1.550645726214171205e+01,3.709163834557158168e+01,3.189333031589755407e+01,3.142029333267586821e+01,3.224283554587398015e+01,3.505265508302689170e+01,4.059378599684505673e+01,4.113069738707484646e+01,3.361553768008948850e+01,4.044281135839024444e+01,3.677400898550389030e+01,4.073299966529950922e+01,2.965330691132520258e+01,3.745059717650678976e+01,3.714572558009940195e+01,3.193760837166159661e+01,3.753543881571274454e+01,3.269538419326286061e+01,1.244724586012442380e+01,1.236002334102265365e+01,3.910624614826657108e+01,3.435538630053682851e+01,2.804200352481177205e+01,3.946490022656318786e+01,2.849578713292534005e+01,3.509180648161371607e+01,2.765280151995126090e+01,2.849732132678119356e+01,3.361475731328070538e+01,2.816440241525310029e+01,4.200797225587745487e+01,3.494235141133793832e+01,2.499981091004685751e+01,3.448320226765169139e+01,2.460492580406115692e+01
2.370657503774553376e+01,2.450065766594663330e+01,1.913808552220404025e+01,2.165758464068153799e+01,2.627238244506589737e+01,1.303593515621131260e+01,1.004551365855311396e+01,2.166438510928979611e+01,2.116641595895960037e+01,9.788006186184050605e+00,2.065044491695392637e+01,1.431619010097848665e+01,1.189881265647264286e+01,1.276880698839244310e+01,1.448890111798602476e+01,2.680362534282513565e+01,2.747569876638284825e+01,1.744322740070050770e+01,1.938800827616302058e+01,1.507280569556275296e+01,1.980030356516078527e+01,9.320154367467482714e+00,1.570044718768717296e+01,1.827528409087431172e+01,1.042975400264948327e+01,1.885977550267313418e+01,1.126286668416721781e+01,2.432065839891654235e+01,2.378736013763091961e+01,1.932444586292026045e+01,1.261016051774430657e+01,1.101156865407035035e+01,1.985484714586620214e+01,1.110938327428955397e+01,1.338856007617314603e+01,1.034222908495441828e+01,1.111200574566913168e+01,1.744208842440058405e+01,8.437478382331626392e+00,2.823043211311828671e+01,1.889281411188892079e+01,2.495425773962195848e+01,1.823350916175315817e+01,1.469846195536325162e+01
2.240859083289458908e+01,2.685512300109128248e+01,2.645586005177175082e+01,2.734360398199925868e+01,3.505750605839186562e+01,2.965434496002556841e+01,2.590976398639954681e+01,3.698465597268349114e+01,3.661084825250891583e+01,2.615590352409783748e+01,3.744337128876554033e+01,3.134263957222380981e+01,2.792755726046069853e+01,2.862397321658339777e+01,1.597398038291625966e+01,4.426618836986732219e+01,4.494480647312480670e+01,3.475874300188998944e+01,3.093519982287371661e+01,2.128852807140997427e+01,3.157854096320268411e+01,2.519545104573899863e+01,2.214585055261509439e+01,3.358286080801674700e+01,2.339919940405458476e+01,3.425746879714384363e+01,2.415610955917024327e+01,3.790488213012374530e+01,3.748255616450854433e+01,3.335014590657414146e+01,2.329666081460146287e+01,2.886327374256079992e+01,3.401578286904698700e+01,2.879357868720316205e+01,2.410175297846598852e+01,2.819194237041764239e+01,2.879623730207547183e+01,3.475757591640880406e+01,2.525661513492008581e+01,4.560658071435329219e+01,3.609410289602276833e+01,4.267958571967898962e+01,3.541533834691453819e+01,3.323678490059180035e+01
4.530295404298811235e+01,4.471183655062351647e+01,3.786634669196407543e+01,4.072361611141835880e+01,1.662492892417251156e+01,9.498449338254170371e+00,1.294455000063423178e+01,2.780788167959696633e+00,2.724642239521490428e+00,1.291541994509490010e+01,2.611203871695608214e+01,2.339049566047044593e+01,2.510194865920320595e+01,2.561098383438041992e+01,3.664636310284510756e+01,2.689416000133839546e+01,2.726061001688853480e+01,2.328577816499278441e+01,3.447733893306251218e+01,3.561919849266558913e+01,3.447041313059710177e+01,2.492309346546062798e+01,3.594990749389642559e+01,2.855706280880312420e+01,2.861896907567713200e+01,2.864570272846892607e+01,2.900813274836455946e+01,7.033451960067524489e+00,6.695732517759217295e+00,3.125255314296358122e+01,3.148094364950203428e+01,2.061617034320036268e+01,3.131881463854207581e+01,2.117095988012475516e+01,3.186912585710154033e+01,2.067204163567823372e+01,2.117078769994061460e+01,2.328553955637351436e+01,2.328692159167445652e+01,2.809923008763778185e+01,2.413809502070681035e+01,7.344816488175472280e+00,2.397508576379234668e+01,1.341238011497898697e+01
3.004427046485175978e+01,3.014592972465424126e+01,2.394560356301112947e+01,2.669544067039916513e+01,2.166833408250810677e+01,6.189345011686411269e+00,3.950969987727496413e+00,1.492564302214220362e+01,1.440932170652400401e+01,3.335846313905470595e+00,1.951731652699522712e+01,1.381487657156556104e+01,1.318350071934897727e+01,1.399608398229784711e+01,2.110659121650135361e+01,2.434509568984930539e+01,2.497231336441702609e+01,1.600762850277970273e+01,2.240958540655444864e+01,2.075060899985546925e+01,2.264508189187795750e+01,1.162657077890015245e+01,2.122562909719099622e+01,1.894495767799624275e+01,1.451925723052971584e+01,1.936671382218425208e+01,1.514946250747212630e+01,1.799716166085443803e+01,1.744775215439200977e+01,2.085256790672704241e+01,1.724862828837718354e+01,9.923965540634014815e+00,2.121469761796490161e+01,1.033590801995889663e+01,1.784313752707462797e+01,9.472457482624223601e+00,1.033766929030444714e+01,1.600668549920497341e+01,1.004525803646865967e+01,2.581267594899599871e+01,1.743571056544470466e+01,1.831532547209167561e+01,1.688411604932456456e+01,9.522316931022796638e+00
4.588303413983511092e+01,4.894947207013828461e+01,4.553121379635553012e+01,4.755191390847191713e+01,1.746119884860720362e+01,2.736891522390392240e+01,2.484008934506406518e+01,2.860753650289869299e+01,2.862373957521485224e+01,2.569317368757288378e+01,4.678142125661068462e+01,4.082718128974126870e+01,3.924898666923992607e+01,4.012679975860996962e+01,3.707872429584801921e+01,5.148568545150104114e+01,5.208808322900272003e+01,4.328386482984072359e+01,4.695366854901798348e+01,4.055379734822927418e+01,4.739954708059062938e+01,3.687098986973246895e+01,4.137803118504835709e+01,4.553893560821926201e+01,3.791117643668872716e+01,4.605879608301480488e+01,3.877558653632084429e+01,2.609235626129698460e+01,2.602711802616579462e+01,4.688871172481189120e+01,3.965856918898407457e+01,3.698605784146155173e+01,4.738401577924164343e+01,3.731471515749058199e+01,4.051241683459380027e+01,3.643922328214961937e+01,3.731686452108328211e+01,4.328289079884796564e+01,3.573875384391162413e+01,5.294698781745114502e+01,4.472415392466730566e+01,3.832332874994503413e+01,4.415721298592730903e+01,3.573927639771248721e+01
3.915427233647366734e+01,3.827545642871798037e+01,3.132613652106730129e+01,3.418752150316111482e+01,2.042893248556695696e+01,5.556248690333010387e+00,9.271299492272278897e+00,7.724172649371528365e+00,7.206604996480658443e+00,8.819586831270751048e+00,1.981196467752160117e+01,1.673458711145855204e+01,1.846031432334844524e+01,1.895202604874017283e+01,3.081835794666302775e+01,2.153242997820768778e+01,2.198841870352915606e+01,1.681003162811069629e+01,2.780730870917557240e+01,2.933778108586865230e+01,2.779872117807155973e+01,1.841886387256162294e+01,2.961343219827505280e+01,2.194697551945510128e+01,2.219522176461677532e+01,2.206218898916077364e+01,2.253077148551232511e+01,1.238263166855280595e+01,1.188588972157861079e+01,2.461286403362683828e+01,2.505073633822927093e+01,1.396604805841503349e+01,2.469694613403439476e+01,1.451946903146381729e+01,2.539118313272969019e+01,1.404839222606340066e+01,1.451921797293992356e+01,1.680970109848068716e+01,1.681161550255124126e+01,2.285821187377779751e+01,1.776453629502269749e+01,7.833575766231758664e+00,1.754240165797450146e+01,6.808634196587277643e+00
