1.003064939629981112e+01,1.594826888154915423e+01,8.999067936109735655e+00,1.043928061684765041e+01,1.057168611492087251e+01,7.574923601256777772e+00,2.334889748334213522e+01,1.485200540248431800e+01,1.635273405422213600e+01,1.393547720719539207e+01,1.807615752545160959e+01,1.722511624250309481e+01,1.188865603022426853e+01,1.508667639777477731e+01,1.058539385262391441e+01,1.003063235559001853e+01,7.205055681140883905e+00,1.564574979064838267e+01,8.188569658102228033e+00,8.244998214107287282e+00,1.283048453749270301e+01,1.317518314922257083e+01,2.290955531983556881e+01,1.421770235859780307e+01,1.380963731585731047e+01,1.508588712893355499e+01,5.468084524688863191e+00,9.451564314202739681e+00,5.439746397348121043e+00,1.441164221923920863e+01
1.454018406893838744e+01,2.373240086172197749e+01,1.469203245509659617e+01,5.921856569145266924e+00,2.113466952476945604e+00,5.437825247323373468e+00,3.488992455476648757e+01,2.369377094877074086e+01,2.455027143731393124e+01,1.114023548874216551e+01,6.032833342835786539e+00,5.165648971970077774e+00,6.153361177106340563e+00,8.047131406277104659e+00,1.363217415669917898e+01,1.334572908074256326e+01,1.008577155282691962e+01,2.272997229719243606e+01,2.077611796436342217e+01,2.088740506128858243e+01,1.130486423582658695e+01,1.185214592212522788e+01,1.119766672150335296e+01,7.723461527838936469e+00,7.205842798036115937e+00,8.047427887522362155e+00,7.345281330250917229e+00,1.368163899920959992e+01,7.573198818135725041e+00,1.285944216050123323e+01
2.732876585583957407e+01,3.556539719797069665e+01,2.827462082022391243e+01,2.452277573590810178e+01,2.091005610708829110e+01,2.323415905874961496e+01,5.376163498885534153e+01,4.270610192273399974e+01,4.348769944840955759e+01,2.831686771178488726e+01,1.301969541168226030e+01,1.389554996671708409e+01,2.412611786658327162e+01,1.658473002290406129e+01,2.587426461741182848e+01,2.601128681996507552e+01,2.517537047527595817e+01,3.415434342258207323e+01,3.811093824194892932e+01,3.836557553702907342e+01,2.902525053461850746e+01,2.949535109550128809e+01,7.897592045248280179e+00,1.741452033147134060e+01,1.761746266957497653e+01,1.658583030489358734e+01,2.598788464235184037e+01,2.681384935773117562e+01,2.633642896793915611e+01,3.010113422935178917e+01
1.861661113715971894e+01,1.285950328556276645e+01,1.920955279736311994e+01,3.489342266200156928e+01,3.105465989498502566e+01,2.841734856719104840e+01,4.260396724693099202e+01,4.072312324797800187e+01,4.248905638186055711e+01,4.020892768238373804e+01,3.250571447950965620e+01,3.225252843973967032e+01,3.616572232361574635e+01,2.556556533761833094e+01,1.895297243409091337e+01,1.939629028138649147e+01,2.329336454070839224e+01,1.253033715014470850e+01,2.627203436154575300e+01,2.682508158708632351e+01,3.946614034896440160e+01,3.993717869038112411e+01,3.361009283106410095e+01,2.533288196276158999e+01,2.566623893622923802e+01,2.556460209740116341e+01,2.987658220657265673e+01,1.945651770212197818e+01,3.034368051174693903e+01,4.124036409406324566e+01
9.116543922088531815e+00,1.769980269212074120e+01,1.008884700991526273e+01,1.459843505973124422e+01,9.669007345278156862e+00,8.998916212842480888e+00,3.789558244584358704e+01,2.908700385386104159e+01,3.037421064862217079e+01,2.030154859563360148e+01,9.288075773663063472e+00,8.994992153459030249e+00,1.539119624747637971e+01,2.319583766245167489e+00,7.664057001826714455e+00,7.803942736784327039e+00,7.778510398539166815e+00,1.636810870178930699e+01,2.074117693998038092e+01,2.108849149262536571e+01,2.011868876516277638e+01,2.067187667465449863e+01,1.156394860416252790e+01,2.149222859568246768e+00,2.604402313746953634e+00,2.318558912052232301e+00,1.198830982089855723e+01,8.621104291009935139e+00,1.253041080468200086e+01,2.185279772426537548e+01
1.600661032274325990e+01,2.060489543639551968e+01,1.730935108733586603e+01,2.565597607989888118e+01,2.067186021763421166e+01,2.006121369092422668e+01,4.693252361716817234e+01,3.953711164326564642e+01,4.094893132459005614e+01,3.131949358581669074e+01,1.757343884351845631e+01,1.777165116463759986e+01,2.635086382672649918e+01,1.239968022390143965e+01,1.481464378919831404e+01,1.529711486456811009e+01,1.754397974702877860e+01,1.915279047583354810e+01,2.895200032939228407e+01,2.941276382319907157e+01,3.120127306249902333e+01,3.175607955038630692e+01,1.642352605437998392e+01,1.285904583449618777e+01,1.341205101215441431e+01,1.239948854731682637e+01,2.295676097460206933e+01,1.611793846012728437e+01,2.350890888757812291e+01,3.291497336578588317e+01
3.921959519811518646e+01,4.747674676328738030e+01,3.887978737593719103e+01,2.285246177906379117e+01,2.672434784811092356e+01,2.926349652532252321e+01,4.221933337529042518e+01,2.956742965281365443e+01,2.868631167489527556e+01,1.808468618545246542e+01,2.832957168849458185e+01,2.804590365994771517e+01,2.152608377450856381e+01,3.384523592270268466e+01,3.873446183965388201e+01,3.831321242510481540e+01,3.446331269013323606e+01,4.685327032575855810e+01,3.862653717195836123e+01,3.836557553702906631e+01,1.917488059980926707e+01,1.885791222408840895e+01,3.118307946722057622e+01,3.367709136625343547e+01,3.319171877463692510e+01,3.384577509281646712e+01,2.817920206161441854e+01,3.835012335657842186e+01,2.779818359557646446e+01,1.768026805984332839e+01
1.509609874823818032e+01,9.451564547593720889e+00,1.564465311904101519e+01,3.142651673923017697e+01,2.771011585444308167e+01,2.497941166061061224e+01,3.950970123478006713e+01,3.720095823581898742e+01,3.895997069511775379e+01,3.668838021520149084e+01,2.961095338708150138e+01,2.930107595093554806e+01,3.272036764491403460e+01,2.264299426172502550e+01,1.550909624169231549e+01,1.593184511619144672e+01,1.980847128433138593e+01,8.998750563525648616e+00,2.283540456393332718e+01,2.339041735920811860e+01,3.592433560580555962e+01,3.639025427778246780e+01,3.108920608657503237e+01,2.233843150312820569e+01,2.263398207545878194e+01,2.264197693271106004e+01,2.634760528643951361e+01,1.594701378301749806e+01,2.680701022051382765e+01,3.769310498003130760e+01
6.515870883351801091e+00,5.697815230896495109e+00,5.556741136123156899e+00,1.973101926282089025e+01,1.772568752521540247e+01,1.431451864710084365e+01,2.625516252468696621e+01,2.249670098760508452e+01,2.425174197306830592e+01,2.407455951441123787e+01,2.311960697952774524e+01,2.244740012992238576e+01,2.118565416979854987e+01,1.732560796380576207e+01,7.984901619530631933e+00,7.808757030313031144e+00,9.590344640247773000e+00,5.724748850405019240e+00,8.450514014556121722e+00,8.999639974037206613e+00,2.305446260422823102e+01,2.343346695573483274e+01,2.680040134907903138e+01,1.655622055824023064e+01,1.647199051899850630e+01,1.732446196163487429e+01,1.421886017080061571e+01,7.006544163998997377e+00,1.450937238829230758e+01,2.469408696000228787e+01
2.516893891179772780e+01,3.403519228917101458e+01,2.592020422881835628e+01,1.953236761821998613e+01,1.652321553704423351e+01,1.930198487639702165e+01,4.937276395450343358e+01,3.782857361990197376e+01,3.849245047677892018e+01,2.288801603050907829e+01,8.805683693990303595e+00,9.648211667826553040e+00,1.896642281561754473e+01,1.426753890362638089e+01,2.379008869738567356e+01,2.380957040214117981e+01,2.219356731277205697e+01,3.270921458754740030e+01,3.465924706551210477e+01,3.485046670735484753e+01,2.368102565786038838e+01,2.412715055335295133e+01,4.785063371218590156e+00,1.495813580752679250e+01,1.498910101845521226e+01,1.426870675849379033e+01,2.176015643887306794e+01,2.452064497745600846e+01,2.203541696473538281e+01,2.465163258721421968e+01
